base	cat1_weight	base_tr	variation	type	variant1	variant2	resp1	resp2	log_odds	derivational	nsyl	vowel	suffix	lemma_freq_corrected	stem_vowel	long_cluster	consonants
spuborzik / spuborozik	0.037214137242025845	spuborzik / spuborozik	cselekszenek/cselekednek	nonce word response	spuborzanak	spuboroznak	10	16	-0.4353180712578455	-zik	2	NA	nek	NA	NA	NA	z/z
spügzik / spügözik	0.05836072519004344	spügzik / spügözik	cselekszenek/cselekednek	nonce word response	spügzünk	spügözünk	18	11	0.4595323293784402	-zik	1	NA	ünk	NA	NA	NA	z/z
sűjlik / sűjözik	0.41917899144528287	sűjlik / sűjözik	cselekszenek/cselekednek	nonce word response	sűjlünk	sűjözünk	17	9	0.5877866649021191	-lik	1	NA	ünk	NA	NA	NA	l/z
sztrajlik / sztrajozik	0.5090390305536798	ßtrajlik / ßtrajozik	cselekszenek/cselekednek	nonce word response	sztrajlanak	sztrajoznak	17	10	0.49247648509779424	-lik	1	NA	nek	NA	NA	NA	l/z
sztredlik / sztredezik	0.32416256976185515	ßtredlik / ßtredezik	cselekszenek/cselekednek	nonce word response	sztredletek	sztredeztek	15	11	0.28768207245178085	-lik	1	NA	tek	NA	NA	NA	l/z
sztritlik / sztritozik	0.23928880866167002	ßtritlik / ßtritozik	cselekszenek/cselekednek	nonce word response	sztritlanak	sztritoznak	14	12	0.14310084364067324	-lik	1	NA	nek	NA	NA	NA	l/z
tágarzik / tágarozik	0.07557202480740154	tágarzik / tágarozik	cselekszenek/cselekednek	nonce word response	tágarzunk	tágarozunk	13	14	-0.06899287148695143	-zik	2	NA	ünk	NA	NA	NA	z/z
tibarzik / tibarozik	0.12150003163137635	tibarzik / tibarozik	cselekszenek/cselekednek	nonce word response	tibarzanak	tibaroznak	13	13	0	-zik	2	NA	nek	NA	NA	NA	z/z
töglik / tögözik	0.19539776100066525	töglik / tögözik	cselekszenek/cselekednek	nonce word response	töglenek	tögöznek	23	6	1.2321436812926323	-lik	1	NA	nek	NA	NA	NA	l/z
trálaklik / trálakozik	0.29248516425522747	trálaklik / trálakozik	cselekszenek/cselekednek	nonce word response	trálaklanak	trálakoznak	13	13	0	-lik	2	NA	nek	NA	NA	NA	l/z
trálszik / trálodik	0.17264546645895498	trálßik / trálodik	cselekszenek/cselekednek	nonce word response	trálszunk	trálodunk	19	7	0.9162907318741552	-szik	1	NA	ünk	NA	NA	NA	ß/d
tribejlik / tribejezik	0.42399592888275883	tribejlik / tribejezik	cselekszenek/cselekednek	nonce word response	tribejletek	tribejeztek	10	19	-0.5978370007556204	-lik	2	NA	tek	NA	NA	NA	l/z
triklik / trikozik	0.21306534112013442	triklik / trikozik	cselekszenek/cselekednek	nonce word response	triklotok	trikoztok	17	9	0.5877866649021191	-lik	1	NA	tek	NA	NA	NA	l/z
trilekszik / trilekedik	0.12763321784653198	trilekßik / trilekedik	cselekszenek/cselekednek	nonce word response	trilekszetek	trilekedtek	14	12	0.14310084364067324	-szik	2	NA	tek	NA	NA	NA	ß/d
trírzik / trírozik	0.053954369776785985	trírzik / trírozik	cselekszenek/cselekednek	nonce word response	trírzunk	trírozunk	14	15	-0.06453852113757118	-zik	1	NA	ünk	NA	NA	NA	z/z
trivakszik / trivakodik	0.15337497037795983	trivakßik / trivakodik	cselekszenek/cselekednek	nonce word response	trivakszunk	trivakodunk	13	13	0	-szik	2	NA	ünk	NA	NA	NA	ß/d
trugoklik / trugokozik	0.151634084625238	trugoklik / trugokozik	cselekszenek/cselekednek	nonce word response	trugoklanak	trugokoznak	14	12	0.14310084364067324	-lik	2	NA	nek	NA	NA	NA	l/z
trugzik / trugozik	0.06415672899120008	trugzik / trugozik	cselekszenek/cselekednek	nonce word response	trugzanak	trugoznak	11	18	-0.4595323293784402	-zik	1	NA	nek	NA	NA	NA	z/z
trukszik / trukodik	0.11607040358177394	trukßik / trukodik	cselekszenek/cselekednek	nonce word response	trukszotok	trukodtok	14	13	0.06899287148695142	-szik	1	NA	tek	NA	NA	NA	ß/d
trűnylik / trűnyözik	0.32402227229011094	trű¥lik / trű¥özik	cselekszenek/cselekednek	nonce word response	trűnylenek	trűnyöznek	13	13	0	-lik	1	NA	nek	NA	NA	NA	l/z
tűgzik / tűgözik	0.09209180557212471	tűgzik / tűgözik	cselekszenek/cselekednek	nonce word response	tűgzötök	tűgöztök	14	12	0.14310084364067324	-zik	1	NA	tek	NA	NA	NA	z/z
vehékszik / vehékedik	0.1597045228512827	vehékßik / vehékedik	cselekszenek/cselekednek	nonce word response	vehékszünk	vehékedünk	18	8	0.7472144018302211	-szik	2	NA	ünk	NA	NA	NA	ß/d
vihapszik / vihapodik	0.2377543925956548	vihapßik / vihapodik	cselekszenek/cselekednek	nonce word response	vihapszunk	vihapodunk	17	10	0.49247648509779424	-szik	2	NA	ünk	NA	NA	NA	ß/d
vileslik / vilesezik	0.28778607593667843	vileslik / vilesezik	cselekszenek/cselekednek	nonce word response	vileslünk	vilesezünk	13	13	0	-lik	2	NA	ünk	NA	NA	NA	l/z
virzik / virozik	0.10987013778434813	virzik / virozik	cselekszenek/cselekednek	nonce word response	virzanak	viroznak	13	13	0	-zik	1	NA	nek	NA	NA	NA	z/z
vobzik / vobozik	0.0781533076322096	vobzik / vobozik	cselekszenek/cselekednek	nonce word response	vobzotok	voboztok	11	15	-0.2876820724517809	-zik	1	NA	tek	NA	NA	NA	z/z
ábrándozik	NA	ábrándozik	lakok/lakom	real word corpus freq	ábrándozok	ábrándozom	284	610	-0.7626077789029448	-zik	3	NA	NA	18385	NA	NA	NA
adakozik	NA	adakozik	lakok/lakom	real word corpus freq	adakozok	adakozom	180	168	0.0685983163427522	-zik	3	NA	NA	17936	NA	NA	NA
adaptálódik	NA	adaptálódik	lakok/lakom	real word corpus freq	adaptálódok	adaptálódom	10	7	0.3184537311185346	NA	4	NA	NA	4014	NA	NA	NA
adódik	NA	adódik	lakok/lakom	real word corpus freq	adódok	adódom	24	5	1.4271163556401458	NA	2	NA	NA	313753	NA	NA	NA
adósodik	NA	adósodik	lakok/lakom	real word corpus freq	adósodok	adósodom	2	2	0	NA	3	NA	NA	5682	NA	NA	NA
ágaskodik	NA	ágaskodik	lakok/lakom	real word corpus freq	ágaskodok	ágaskodom	8	26	-1.0986122886681098	NA	3	NA	NA	5740	NA	NA	NA
aggályoskodik	NA	aggá¬oskodik	lakok/lakom	real word corpus freq	aggályoskodok	aggályoskodom	4	18	-1.3350010667323402	NA	4	NA	NA	683	NA	NA	NA
aggodalmaskodik	NA	aggodalmaskodik	lakok/lakom	real word corpus freq	aggodalmaskodok	aggodalmaskodom	60	185	-1.11487280953989	NA	5	NA	NA	9029	NA	NA	NA
aggódik	NA	aggódik	lakok/lakom	real word corpus freq	aggódok	aggódom	4074	20869	-1.6334419743962834	NA	2	NA	NA	341034	NA	NA	NA
áhítozik	NA	áhítozik	lakok/lakom	real word corpus freq	áhítozok	áhítozom	74	551	-1.9960599327407849	-zik	3	NA	NA	9214	NA	NA	NA
ajánlkozik	NA	ajánlkozik	lakok/lakom	real word corpus freq	ajánlkozok	ajánlkozom	7	71	-2.1972245773362196	-zik	3	NA	NA	4605	NA	NA	NA
ájtatoskodik	NA	ájtatoskodik	lakok/lakom	real word corpus freq	ájtatoskodok	ájtatoskodom	2	1	0.4054651081081644	NA	4	NA	NA	525	NA	NA	NA
akadékoskodik	NA	akadékoskodik	lakok/lakom	real word corpus freq	akadékoskodok	akadékoskodom	102	88	0.14609261849749589	NA	5	NA	NA	3726	NA	NA	NA
akaratoskodik	NA	akaratoskodik	lakok/lakom	real word corpus freq	akaratoskodok	akaratoskodom	1	4	-0.916290731874155	NA	5	NA	NA	199	NA	NA	NA
akaszkodik	NA	akaßkodik	lakok/lakom	real word corpus freq	akaszkodok	akaszkodom	11	29	-0.916290731874155	NA	3	NA	NA	2721	NA	NA	NA
akklimatizálódik	NA	akklimatizálódik	lakok/lakom	real word corpus freq	akklimatizálódok	akklimatizálódom	6	21	-1.1451323043030026	NA	6	NA	NA	2558	NA	NA	NA
aktiválódik	NA	aktiválódik	lakok/lakom	real word corpus freq	aktiválódok	aktiválódom	4	1	0.9162907318741552	NA	4	NA	NA	26386	NA	NA	NA
alacsonyodik	NA	alaço¥odik	lakok/lakom	real word corpus freq	alacsonyodok	alacsonyodom	52	31	0.5045560107523953	NA	4	NA	NA	1870	NA	NA	NA
alakoskodik	NA	alakoskodik	lakok/lakom	real word corpus freq	alakoskodok	alakoskodom	17	16	0.05715841383994862	NA	4	NA	NA	1461	NA	NA	NA
alázkodik	NA	alázkodik	lakok/lakom	real word corpus freq	alázkodok	alázkodom	24	46	-0.6312717768418579	NA	3	NA	NA	1842	NA	NA	NA
aljaskodik	NA	aljaskodik	lakok/lakom	real word corpus freq	aljaskodok	aljaskodom	4	1	0.9162907318741552	NA	3	NA	NA	150	NA	NA	NA
aljasodik	NA	aljasodik	lakok/lakom	real word corpus freq	aljasodok	aljasodom	5	1	1.0986122886681098	NA	3	NA	NA	367	NA	NA	NA
alkalmatlankodik	NA	alkalmatlankodik	lakok/lakom	real word corpus freq	alkalmatlankodok	alkalmatlankodom	8	71	-2.0794415416798357	NA	5	NA	NA	918	NA	NA	NA
alkalmazkodik	NA	alkalmazkodik	lakok/lakom	real word corpus freq	alkalmazkodok	alkalmazkodom	406	1271	-1.1395325584574725	NA	4	NA	NA	223170	NA	NA	NA
alkudik	NA	alkudik	lakok/lakom	real word corpus freq	alkudok	alkudom	28	2	2.268683541318364	NA	2	NA	NA	17918	NA	NA	NA
alkudozik	NA	alkudozik	lakok/lakom	real word corpus freq	alkudozok	alkudozom	131	234	-0.576783591557788	-zik	3	NA	NA	14494	NA	NA	NA
alkuszik	NA	alkußik	lakok/lakom	real word corpus freq	alkuszok	alkuszom	2	229	-4.339467020255086	-szik	2	NA	NA	17918	NA	NA	NA
állomásozik	NA	állomásozik	lakok/lakom	real word corpus freq	állomásozok	állomásozom	10	33	-1.128465251817791	-zik	4	NA	NA	17398	NA	NA	NA
álmélkodik	NA	álmélkodik	lakok/lakom	real word corpus freq	álmélkodok	álmélkodom	19	81	-1.410986973710262	NA	3	NA	NA	5761	NA	NA	NA
álmodik	NA	álmodik	lakok/lakom	real word corpus freq	álmodok	álmodom	3404	12045	-1.2634877150200536	NA	2	NA	NA	223489	NA	NA	NA
álmodozik	NA	álmodozik	lakok/lakom	real word corpus freq	álmodozok	álmodozom	532	2628	-1.5958374005640366	-zik	3	NA	NA	59984	NA	NA	NA
álmosodik	NA	álmosodik	lakok/lakom	real word corpus freq	álmosodok	álmosodom	29	53	-0.587786664902119	NA	3	NA	NA	1357	NA	NA	NA
álszenteskedik	NA	álßenteskedik	lakok/lakom	real word corpus freq	álszenteskedek	álszenteskedem	18	4	1.33500106673234	NA	4	NA	NA	511	NA	NA	NA
alszik	NA	alßik	lakok/lakom	real word corpus freq	alszok	alszom	4196	31548	-2.0171719084123705	-szik	1	NA	NA	668614	NA	NA	NA
aluszik	NA	alußik	lakok/lakom	real word corpus freq	aluszok	aluszom	12	80	-1.8294997972109024	-szik	2	NA	NA	668614	NA	NA	NA
amerikanizálódik	NA	amerikanizálódik	lakok/lakom	real word corpus freq	amerikanizálódok	amerikanizálódom	1	1	0	NA	7	NA	NA	270	NA	NA	NA
amortizálódik	NA	amortizálódik	lakok/lakom	real word corpus freq	amortizálódok	amortizálódom	2	1	0.4054651081081644	NA	5	NA	NA	3122	NA	NA	NA
ámuldozik	NA	ámuldozik	lakok/lakom	real word corpus freq	ámuldozok	ámuldozom	55	47	0.15415067982725836	-zik	3	NA	NA	3333	NA	NA	NA
andalodik	NA	andalodik	lakok/lakom	real word corpus freq	andalodok	andalodom	8	1	1.5040773967762742	NA	3	NA	NA	304	NA	NA	NA
anekdotázik	NA	anekdotázik	lakok/lakom	real word corpus freq	anekdotázok	anekdotázom	16	10	0.4353180712578455	-zik	4	NA	NA	1972	NA	NA	NA
anyáskodik	NA	a¥áskodik	lakok/lakom	real word corpus freq	anyáskodok	anyáskodom	7	12	-0.4855078157817008	NA	3	NA	NA	1025	NA	NA	NA
apostolkodik	NA	apostolkodik	lakok/lakom	real word corpus freq	apostolkodok	apostolkodom	2	1	0.4054651081081644	NA	4	NA	NA	686	NA	NA	NA
ármánykodik	NA	ármá¥kodik	lakok/lakom	real word corpus freq	ármánykodok	ármánykodom	2	1	0.4054651081081644	NA	3	NA	NA	992	NA	NA	NA
árulkodik	NA	árulkodik	lakok/lakom	real word corpus freq	árulkodok	árulkodom	29	25	0.14310084364067324	NA	3	NA	NA	62655	NA	NA	NA
ásítozik	NA	ásítozik	lakok/lakom	real word corpus freq	ásítozok	ásítozom	129	113	0.13133600206108695	-zik	3	NA	NA	3555	NA	NA	NA
áskálódik	NA	áskálódik	lakok/lakom	real word corpus freq	áskálódok	áskálódom	13	12	0.074107972153721835	NA	3	NA	NA	1964	NA	NA	NA
asszimilálódik	NA	asßimilálódik	lakok/lakom	real word corpus freq	asszimilálódok	asszimilálódom	12	6	0.6190392084062235	NA	5	NA	NA	5757	NA	NA	NA
aszalódik	NA	aßalódik	lakok/lakom	real word corpus freq	aszalódok	aszalódom	26	21	0.2047944126460132	NA	3	NA	NA	2207	NA	NA	NA
aszik	NA	aßik	lakok/lakom	real word corpus freq	aszok	aszom	147	21	1.9061698204057993	-szik	1	NA	NA	5633	NA	NA	NA
átkozódik	NA	átkozódik	lakok/lakom	real word corpus freq	átkozódok	átkozódom	13	60	-1.4718165345580525	NA	3	NA	NA	3739	NA	NA	NA
autókázik	NA	autókázik	lakok/lakom	real word corpus freq	autókázok	autókázom	29	18	0.4567584024957149	-zik	4	NA	NA	2943	NA	NA	NA
autózik	NA	autózik	lakok/lakom	real word corpus freq	autózok	autózom	544	1088	-0.6922293282697164	-zik	3	NA	NA	53397	NA	NA	NA
avatkozik	NA	avatkozik	lakok/lakom	real word corpus freq	avatkozok	avatkozom	139	448	-1.16538046513295	-zik	3	NA	NA	45734	NA	NA	NA
bábáskodik	NA	bábáskodik	lakok/lakom	real word corpus freq	bábáskodok	bábáskodom	12	32	-0.9315582040049436	NA	3	NA	NA	5536	NA	NA	NA
bajlódik	NA	bajlódik	lakok/lakom	real word corpus freq	bajlódok	bajlódom	373	377	-0.01063839820505575	NA	2	NA	NA	39724	NA	NA	NA
bajoskodik	NA	bajoskodik	lakok/lakom	real word corpus freq	bajoskodok	bajoskodom	1	3	-0.6931471805599453	NA	3	NA	NA	101	NA	NA	NA
bakizik	NA	bakizik	lakok/lakom	real word corpus freq	bakizok	bakizom	24	13	0.5798184952529422	-zik	2	NA	NA	1995	NA	NA	NA
balhézik	NA	balhézik	lakok/lakom	real word corpus freq	balhézok	balhézom	112	5	2.9356283494842854	-zik	2	NA	NA	6131	NA	NA	NA
bámészkodik	NA	báméßkodik	lakok/lakom	real word corpus freq	bámészkodok	bámészkodom	110	134	-0.19574457712609536	NA	3	NA	NA	6070	NA	NA	NA
bánkódik	NA	bánkódik	lakok/lakom	real word corpus freq	bánkódok	bánkódom	143	467	-1.1786549963416462	NA	2	NA	NA	14891	NA	NA	NA
bántódik	NA	bántódik	lakok/lakom	real word corpus freq	bántódok	bántódom	10	7	0.3184537311185346	NA	2	NA	NA	1216	NA	NA	NA
barátkozik	NA	barátkozik	lakok/lakom	real word corpus freq	barátkozok	barátkozom	287	2017	-1.9469017207776085	-zik	3	NA	NA	50745	NA	NA	NA
basáskodik	NA	basáskodik	lakok/lakom	real word corpus freq	basáskodok	basáskodom	3	4	-0.2231435513142097	NA	3	NA	NA	547	NA	NA	NA
bátorkodik	NA	bátorkodik	lakok/lakom	real word corpus freq	bátorkodok	bátorkodom	131	1686	-2.5479051599595977	NA	3	NA	NA	9746	NA	NA	NA
bátorodik	NA	bátorodik	lakok/lakom	real word corpus freq	bátorodok	bátorodom	5	16	-1.041453874828161	NA	3	NA	NA	1398	NA	NA	NA
bátortalanodik	NA	bátortalanodik	lakok/lakom	real word corpus freq	bátortalanodok	bátortalanodom	11	1	1.791759469228055	NA	5	NA	NA	479	NA	NA	NA
békétlenkedik	NA	békétlenkedik	lakok/lakom	real word corpus freq	békétlenkedek	békétlenkedem	4	2	0.5108256237659907	NA	4	NA	NA	301	NA	NA	NA
beleszerelmesedik	NA	beleßerelmesedik	lakok/lakom	real word corpus freq	beleszerelmesedek	beleszerelmesedem	28	8	1.1700712526502546	NA	6	NA	NA	2629	NA	NA	NA
berzenkedik	NA	berzenkedik	lakok/lakom	real word corpus freq	berzenkedek	berzenkedem	77	98	-0.23841102344499823	NA	3	NA	NA	3632	NA	NA	NA
betaknyosodik	NA	betak¥osodik	lakok/lakom	real word corpus freq	betaknyosodok	betaknyosodom	1	1	0	NA	4	NA	NA	83	NA	NA	NA
betegeskedik	NA	betegeskedik	lakok/lakom	real word corpus freq	betegeskedek	betegeskedem	66	88	-0.28394375034117386	NA	4	NA	NA	9158	NA	NA	NA
betegszik	NA	betegßik	lakok/lakom	real word corpus freq	betegszek	betegszem	15	129	-2.094945728215801	-szik	2	NA	NA	9223	NA	NA	NA
betyárkodik	NA	be†árkodik	lakok/lakom	real word corpus freq	betyárkodok	betyárkodom	7	1	1.3862943611198906	NA	3	NA	NA	246	NA	NA	NA
bíbelődik	NA	bíbelődik	lakok/lakom	real word corpus freq	bíbelődök	bíbelődöm	210	239	-0.12878078986592484	NA	3	NA	NA	14471	NA	NA	NA
bíráskodik	NA	bíráskodik	lakok/lakom	real word corpus freq	bíráskodok	bíráskodom	8	40	-1.5163474893680884	NA	3	NA	NA	3616	NA	NA	NA
birkózik	NA	birkózik	lakok/lakom	real word corpus freq	birkózok	birkózom	329	762	-0.8381653768239311	-zik	2	NA	NA	38668	NA	NA	NA
bizakodik	NA	bizakodik	lakok/lakom	real word corpus freq	bizakodok	bizakodom	448	1122	-0.9167360669961888	NA	3	NA	NA	30323	NA	NA	NA
bizalmaskodik	NA	bizalmaskodik	lakok/lakom	real word corpus freq	bizalmaskodok	bizalmaskodom	2	9	-1.203972804325936	NA	4	NA	NA	700	NA	NA	NA
bizalmatlankodik	NA	bizalmatlankodik	lakok/lakom	real word corpus freq	bizalmatlankodok	bizalmatlankodom	3	1	0.6931471805599453	NA	5	NA	NA	284	NA	NA	NA
bízik	NA	bízik	lakok/lakom	real word corpus freq	bízok	bízom	14694	139717	-2.252118805622328	-zik	1	NA	NA	1037991	NA	NA	NA
bizonyosodik	NA	bizo¥osodik	lakok/lakom	real word corpus freq	bizonyosodok	bizonyosodom	39	46	-0.16126814759612226	NA	4	NA	NA	29527	NA	NA	NA
bizonytalankodik	NA	bizo¥talankodik	lakok/lakom	real word corpus freq	bizonytalankodok	bizonytalankodom	48	101	-0.7331525151736444	NA	5	NA	NA	4183	NA	NA	NA
bocsátkozik	NA	boçátkozik	lakok/lakom	real word corpus freq	bocsátkozok	bocsátkozom	71	1019	-2.6508917872622613	-zik	3	NA	NA	24331	NA	NA	NA
bogarászik	NA	bogaráßik	lakok/lakom	real word corpus freq	bogarászok	bogarászom	186	156	0.17486281150627853	-szik	3	NA	NA	9264	NA	NA	NA
bohóckodik	NA	bohóckodik	lakok/lakom	real word corpus freq	bohóckodok	bohóckodom	164	119	0.3184537311185346	NA	3	NA	NA	10687	NA	NA	NA
bóklászik	NA	bókláßik	lakok/lakom	real word corpus freq	bóklászok	bóklászom	207	195	0.0594234204708008	-szik	2	NA	NA	13080	NA	NA	NA
bölcselkedik	NA	bölçelkedik	lakok/lakom	real word corpus freq	bölcselkedek	bölcselkedem	15	29	-0.6286086594223742	NA	3	NA	NA	1698	NA	NA	NA
böngészik	NA	böngéßik	lakok/lakom	real word corpus freq	böngészök	böngészöm	1	4	-0.916290731874155	-szik	2	NA	NA	122712	NA	NA	NA
bonyolódik	NA	bo¥olódik	lakok/lakom	real word corpus freq	bonyolódok	bonyolódom	161	205	-0.24027983355719704	NA	3	NA	NA	34776	NA	NA	NA
borotválkozik	NA	borotválkozik	lakok/lakom	real word corpus freq	borotválkozok	borotválkozom	56	341	-1.791759469228055	-zik	4	NA	NA	7593	NA	NA	NA
bosszankodik	NA	bosßankodik	lakok/lakom	real word corpus freq	bosszankodok	bosszankodom	459	994	-0.7715162476754521	NA	3	NA	NA	28274	NA	NA	NA
botladozik	NA	botladozik	lakok/lakom	real word corpus freq	botladozok	botladozom	128	187	-0.37662955846827706	-zik	3	NA	NA	8796	NA	NA	NA
botlik	NA	botlik	lakok/lakom	real word corpus freq	botlok	botlom	1692	197	2.1459903514386	-lik	1	NA	NA	41912	NA	NA	NA
botránkozik	NA	botránkozik	lakok/lakom	real word corpus freq	botránkozok	botránkozom	24	65	-0.9707789171582248	-zik	3	NA	NA	3482	NA	NA	NA
bővelkedik	NA	bővelkedik	lakok/lakom	real word corpus freq	bővelkedek	bővelkedem	41	118	-1.041453874828161	NA	3	NA	NA	38446	NA	NA	NA
búcsúzkodik	NA	búçúzkodik	lakok/lakom	real word corpus freq	búcsúzkodok	búcsúzkodom	15	105	-1.890850371872286	NA	3	NA	NA	3282	NA	NA	NA
búcsúzik	NA	búçúzik	lakok/lakom	real word corpus freq	búcsúzok	búcsúzom	402	2888	-1.9697291385195523	-zik	2	NA	NA	154036	NA	NA	NA
büdösödik	NA	büdösödik	lakok/lakom	real word corpus freq	büdösödök	büdösödöm	4	2	0.5108256237659907	NA	3	NA	NA	1381	NA	NA	NA
bujdosik	NA	bujdosik	lakok/lakom	real word corpus freq	bujdosok	bujdosom	49	12	1.3470736479666094	NA	2	NA	NA	4942	NA	NA	NA
bújócskázik	NA	bújóçkázik	lakok/lakom	real word corpus freq	bújócskázok	bújócskázom	24	13	0.5798184952529422	-zik	3	NA	NA	3783	NA	NA	NA
bukfencezik	NA	bukfencezik	lakok/lakom	real word corpus freq	bukfencezek	bukfencezem	27	8	1.1349799328389845	-zik	3	NA	NA	3043	NA	NA	NA
bűnhődik	NA	bűnhődik	lakok/lakom	real word corpus freq	bűnhődök	bűnhődöm	33	85	-0.9279867716373464	NA	2	NA	NA	9169	NA	NA	NA
bűnözik	NA	bűnözik	lakok/lakom	real word corpus freq	bűnözök	bűnözöm	1253	1	6.440946540632921	-zik	2	NA	NA	6131	NA	NA	NA
burkolódzik	NA	burkolódzik	lakok/lakom	real word corpus freq	burkolódzok	burkolódzom	1	21	-2.3978952727983707	-zik	3	NA	NA	13652	NA	NA	NA
búslakodik	NA	búslakodik	lakok/lakom	real word corpus freq	búslakodok	búslakodom	31	70	-0.7969439742415888	NA	3	NA	NA	8087	NA	NA	NA
büszkélkedik	NA	büßkélkedik	lakok/lakom	real word corpus freq	büszkélkedek	büszkélkedem	66	122	-0.6074917359814515	NA	3	NA	NA	84413	NA	NA	NA
butáskodik	NA	butáskodik	lakok/lakom	real word corpus freq	butáskodok	butáskodom	1	5	-1.0986122886681098	NA	3	NA	NA	585	NA	NA	NA
búvárkodik	NA	búvárkodik	lakok/lakom	real word corpus freq	búvárkodok	búvárkodom	51	96	-0.6234672599219555	NA	3	NA	NA	10030	NA	NA	NA
bűvészkedik	NA	bűvéßkedik	lakok/lakom	real word corpus freq	bűvészkedek	bűvészkedem	49	34	0.3566749439387324	NA	3	NA	NA	3597	NA	NA	NA
buzgólkodik	NA	buzgólkodik	lakok/lakom	real word corpus freq	buzgólkodok	buzgólkodom	1	43	-3.0910424533583156	NA	3	NA	NA	2888	NA	NA	NA
cangázik	NA	cangázik	lakok/lakom	real word corpus freq	cangázok	cangázom	26	6	1.349926716949016	-zik	2	NA	NA	163	NA	NA	NA
cicózik	NA	cicózik	lakok/lakom	real word corpus freq	cicózok	cicózom	12	3	1.1786549963416462	-zik	2	NA	NA	1046	NA	NA	NA
cigánykodik	NA	cigá¥kodik	lakok/lakom	real word corpus freq	cigánykodok	cigánykodom	5	6	-0.15415067982725836	NA	3	NA	NA	325	NA	NA	NA
cigarettázik	NA	cigarettázik	lakok/lakom	real word corpus freq	cigarettázok	cigarettázom	54	136	-0.912647740595654	-zik	4	NA	NA	7767	NA	NA	NA
cikkezik	NA	cikkezik	lakok/lakom	real word corpus freq	cikkezek	cikkezem	50	8	1.7346010553881064	-zik	2	NA	NA	14162	NA	NA	NA
cipekedik	NA	cipekedik	lakok/lakom	real word corpus freq	cipekedek	cipekedem	109	23	1.5224265354444706	NA	3	NA	NA	4233	NA	NA	NA
cipekszik	NA	cipekßik	lakok/lakom	real word corpus freq	cipekszek	cipekszem	3	4	-0.2231435513142097	-szik	2	NA	NA	4233	NA	NA	NA
citerázik	NA	citerázik	lakok/lakom	real word corpus freq	citerázok	citerázom	12	13	-0.07410797215372185	-zik	3	NA	NA	1464	NA	NA	NA
civódik	NA	civódik	lakok/lakom	real word corpus freq	civódok	civódom	4	4	0	NA	2	NA	NA	735	NA	NA	NA
csalatkozik	NA	çalatkozik	lakok/lakom	real word corpus freq	csalatkozok	csalatkozom	7	122	-2.7327428136925813	-zik	3	NA	NA	4769	NA	NA	NA
csalódik	NA	çalódik	lakok/lakom	real word corpus freq	csalódok	csalódom	1342	923	0.37394912488155346	NA	2	NA	NA	170163	NA	NA	NA
csapódik	NA	çapódik	lakok/lakom	real word corpus freq	csapódok	csapódom	141	80	0.561377902928822	NA	2	NA	NA	59286	NA	NA	NA
csatlakozik	NA	çatlakozik	lakok/lakom	real word corpus freq	csatlakozok	csatlakozom	1779	3253	-0.6032716444928523	-zik	3	NA	NA	869608	NA	NA	NA
csavarodik	NA	çavarodik	lakok/lakom	real word corpus freq	csavarodok	csavarodom	33	11	1.0414538748281612	NA	3	NA	NA	9265	NA	NA	NA
cselekszik	NA	çelekßik	lakok/lakom	real word corpus freq	cselekszek	cselekszem	301	3938	-2.5682551455960363	-szik	2	NA	NA	280658	NA	NA	NA
csellózik	NA	çellózik	lakok/lakom	real word corpus freq	csellózok	csellózom	17	39	-0.7985076962177716	-zik	2	NA	NA	1782	NA	NA	NA
csendesedik	NA	çendesedik	lakok/lakom	real word corpus freq	csendesedek	csendesedem	12	2	1.466337068793427	NA	3	NA	NA	6494	NA	NA	NA
csigázik	NA	çigázik	lakok/lakom	real word corpus freq	csigázok	csigázom	48	44	0.08515780834030677	-zik	2	NA	NA	4081	NA	NA	NA
csimpaszkodik	NA	çimpaßkodik	lakok/lakom	real word corpus freq	csimpaszkodok	csimpaszkodom	23	64	-0.9963334395476916	NA	3	NA	NA	4352	NA	NA	NA
csinosodik	NA	çinosodik	lakok/lakom	real word corpus freq	csinosodok	csinosodom	3	2	0.28768207245178085	NA	3	NA	NA	521	NA	NA	NA
csintalankodik	NA	çintalankodik	lakok/lakom	real word corpus freq	csintalankodok	csintalankodom	4	3	0.22314355131420976	NA	4	NA	NA	492	NA	NA	NA
csiszolódik	NA	çißolódik	lakok/lakom	real word corpus freq	csiszolódok	csiszolódom	8	12	-0.3677247801253174	NA	3	NA	NA	6459	NA	NA	NA
csodálkozik	NA	çodálkozik	lakok/lakom	real word corpus freq	csodálkozok	csodálkozom	1955	17802	-2.2084654108101	-zik	3	NA	NA	200735	NA	NA	NA
csókolózik	NA	çókolózik	lakok/lakom	real word corpus freq	csókolózok	csókolózom	40	99	-0.8915981192837836	-zik	3	NA	NA	18284	NA	NA	NA
csónakázik	NA	çónakázik	lakok/lakom	real word corpus freq	csónakázok	csónakázom	13	2	1.540445040947149	-zik	3	NA	NA	6485	NA	NA	NA
csuklik	NA	çuklik	lakok/lakom	real word corpus freq	csuklok	csuklom	107	25	1.4240346891027378	-lik	1	NA	NA	6520	NA	NA	NA
csúszik	NA	çúßik	lakok/lakom	real word corpus freq	csúszok	csúszom	1288	509	0.927211277220816	-szik	1	NA	NA	191096	NA	NA	NA
