trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
survey-text,"{""Q0"":""5f9eb8c1c1dc8505f5f1bcd4"",""Q1"":""férfi"",""Q2"":""1998"",""Q3"":""17""}",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,esp trial,51,"[""féjzem"",""féjzek""]",8,8,Te bizony sokat féjzel. Én is sokat...,féjzek,féjzem,0
NA,1,esp trial,66,"[""spüszlöm"",""spüszlök""]",8,10,Te bizony sokat spüszlesz. Én is sokat...,spüszlök,spüszlöm,0
NA,1,esp trial,80,"[""gyivádzom"",""gyivádzok""]",8,12,Te bizony sokat gyivádzol. Én is sokat...,gyivádzok,gyivádzom,0
NA,1,esp trial,74,"[""csólorzom"",""csólorzok""]",8,14,Te bizony sokat csólorzol. Én is sokat...,csólorzok,csólorzom,0
NA,1,esp trial,56,"[""sprálszok"",""sprálszom""]",8,16,Te bizony sokat sprálszol. Én is sokat...,sprálszok,sprálszom,0
NA,1,esp trial,80,"[""frágapszok"",""frágapszom""]",8,18,Te bizony sokat frágapszol. Én is sokat...,frágapszok,frágapszom,0
NA,0,esp trial,61,"[""praslom"",""praslok""]",8,20,Te bizony sokat praslasz. Én is sokat...,praslom,praslok,0
NA,1,esp trial,50,"[""bivejlek"",""bivejlem""]",8,22,Te bizony sokat bivejlesz. Én is sokat...,bivejlem,bivejlem,1
NA,1,esp trial,69,"[""gilárzom"",""gilárzok""]",8,24,Te bizony sokat gilárzol. Én is sokat...,gilárzok,gilárzom,0
NA,1,esp trial,74,"[""huklok"",""huklom""]",8,26,Te bizony sokat huklasz. Én is sokat...,huklok,huklom,0
NA,1,esp trial,91,"[""floglom"",""floglok""]",8,28,Te bizony sokat floglasz. Én is sokat...,floglok,floglom,0
NA,0,esp trial,75,"[""kumlom"",""kumlok""]",8,30,Te bizony sokat kumlasz. Én is sokat...,kumlom,kumlok,0
NA,1,esp trial,50,"[""fligzok"",""fligzom""]",8,32,Te bizony sokat fligzol. Én is sokat...,fligzok,fligzom,0
NA,1,esp trial,70,"[""fivénylem"",""fivénylek""]",8,34,Te bizony sokat fivénylesz. Én is sokat...,fivénylek,fivénylem,0
NA,1,esp trial,69,"[""aglok"",""aglom""]",8,36,Te bizony sokat aglasz. Én is sokat...,aglok,aglom,0
NA,1,esp trial,92,"[""péleslek"",""péleslem""]",8,38,Te bizony sokat péleslesz. Én is sokat...,péleslek,péleslem,0
NA,1,esp trial,64,"[""sztruglok"",""sztruglom""]",8,40,Te bizony sokat sztruglasz. Én is sokat...,sztruglok,sztruglom,0
NA,1,esp trial,98,"[""préleglek"",""préleglem""]",8,42,Te bizony sokat préleglesz. Én is sokat...,préleglek,préleglem,0
NA,1,esp trial,58,"[""gyibakszom"",""gyibakszok""]",8,44,Te bizony sokat gyibakszol. Én is sokat...,gyibakszok,gyibakszom,0
NA,1,esp trial,73,"[""plövőrzöm"",""plövőrzök""]",8,46,Te bizony sokat plövőrzöl. Én is sokat...,plövőrzök,plövőrzöm,0
NA,1,esp trial,53,"[""fliraklom"",""fliraklok""]",8,48,Te bizony sokat fliraklasz. Én is sokat...,fliraklok,fliraklom,0
NA,1,esp trial,55,"[""friszlom"",""friszlok""]",8,50,Te bizony sokat friszlasz. Én is sokat...,friszlok,friszlom,0
NA,1,esp trial,78,"[""spírzok"",""spírzom""]",8,52,Te bizony sokat spírzol. Én is sokat...,spírzok,spírzom,0
NA,1,esp trial,81,"[""flibekszek"",""flibekszem""]",8,54,Te bizony sokat flibekszel. Én is sokat...,flibekszek,flibekszem,0
NA,0,esp trial,77,"[""brarlok"",""brarlom""]",8,56,Te bizony sokat brarlasz. Én is sokat...,brarlom,brarlok,0
NA,1,esp trial,90,"[""spülőrzök"",""spülőrzöm""]",8,58,Te bizony sokat spülőrzöl. Én is sokat...,spülőrzök,spülőrzöm,0
NA,1,esp trial,51,"[""zödlöm"",""zödlök""]",8,60,Te bizony sokat zödlesz. Én is sokat...,zödlöm,zödlöm,1
NA,1,esp trial,56,"[""tuboklok"",""tuboklom""]",8,62,Te bizony sokat tuboklasz. Én is sokat...,tuboklok,tuboklom,0
NA,1,esp trial,79,"[""spülöklöm"",""spülöklök""]",8,64,Te bizony sokat spülöklesz. Én is sokat...,spülöklök,spülöklöm,0
NA,1,esp trial,88,"[""livaklok"",""livaklom""]",8,66,Te bizony sokat livaklasz. Én is sokat...,livaklok,livaklom,0
NA,1,esp trial,80,"[""spibádzom"",""spibádzok""]",8,68,Te bizony sokat spibádzol. Én is sokat...,spibádzok,spibádzom,0
NA,0,esp trial,94,"[""flözlök"",""flözlöm""]",8,70,Te bizony sokat flözlesz. Én is sokat...,flözlöm,flözlök,0
NA,0,esp trial,66,"[""prezlem"",""prezlek""]",8,72,Te bizony sokat prezlesz. Én is sokat...,prezlem,prezlek,0
NA,0,esp trial,93,"[""frivajlom"",""frivajlok""]",8,74,Te bizony sokat frivajlasz. Én is sokat...,frivajlom,frivajlok,0
NA,0,esp trial,60,"[""sprédlem"",""sprédlek""]",8,76,Te bizony sokat sprédlesz. Én is sokat...,sprédlem,sprédlek,0
NA,0,esp trial,77,"[""gerénylek"",""gerénylem""]",8,78,Te bizony sokat gerénylesz. Én is sokat...,gerénylem,gerénylek,0
NA,1,esp trial,85,"[""prihekszem"",""prihekszek""]",8,80,Te bizony sokat prihekszel. Én is sokat...,prihekszek,prihekszem,0
NA,0,esp trial,85,"[""vűjlök"",""vűjlöm""]",8,82,Te bizony sokat vűjlesz. Én is sokat...,vűjlöm,vűjlök,0
NA,1,esp trial,100,"[""trihagzom"",""trihagzok""]",8,84,Te bizony sokat trihagzol. Én is sokat...,trihagzok,trihagzom,0
NA,1,esp trial,93,"[""klárzok"",""klárzom""]",8,86,Te bizony sokat klárzol. Én is sokat...,klárzok,klárzom,0
NA,1,esp trial,95,"[""ibáglok"",""ibáglom""]",8,88,Te bizony sokat ibáglasz. Én is sokat...,ibáglok,ibáglom,0
NA,0,esp trial,76,"[""pugoslom"",""pugoslok""]",8,90,Te bizony sokat pugoslasz. Én is sokat...,pugoslom,pugoslok,0
NA,1,esp trial,92,"[""lihadzom"",""lihadzok""]",8,92,Te bizony sokat lihadzol. Én is sokat...,lihadzok,lihadzom,0
NA,1,esp trial,54,"[""spélszem"",""spélszek""]",8,94,Te bizony sokat spélszel. Én is sokat...,spélszek,spélszem,0
NA,1,esp trial,50,"[""vihepszek"",""vihepszem""]",8,96,Te bizony sokat vihepszel. Én is sokat...,vihepszek,vihepszem,0
NA,1,esp trial,97,"[""plágadzom"",""plágadzok""]",8,98,Te bizony sokat plágadzol. Én is sokat...,plágadzok,plágadzom,0
NA,1,esp trial,78,"[""drügzöm"",""drügzök""]",8,100,Te bizony sokat drügzöl. Én is sokat...,drügzök,drügzöm,0
NA,1,esp trial,74,"[""szűslök"",""szűslöm""]",8,102,Te bizony sokat szűslesz. Én is sokat...,szűslöm,szűslöm,1
NA,1,esp trial,93,"[""klidlom"",""klidlok""]",8,104,Te bizony sokat klidlasz. Én is sokat...,klidlom,klidlom,1
NA,1,esp trial,65,"[""prohódzok"",""prohódzom""]",8,106,Te bizony sokat prohódzol. Én is sokat...,prohódzok,prohódzom,0
NA,1,esp trial,62,"[""táklom"",""táklok""]",8,108,Te bizony sokat táklasz. Én is sokat...,táklok,táklom,0
NA,0,esp trial,99,"[""flérlem"",""flérlek""]",8,110,Te bizony sokat flérlesz. Én is sokat...,flérlem,flérlek,0
NA,1,esp trial,88,"[""mékszek"",""mékszem""]",8,112,Te bizony sokat mékszel. Én is sokat...,mékszek,mékszem,0
NA,1,esp trial,63,"[""spatszom"",""spatszok""]",8,114,Te bizony sokat spatszol. Én is sokat...,spatszok,spatszom,0
NA,0,posttest trial,52,"[""prűrlök"",""prűrlöm""]",1,117,Te bizony sokat prűrlesz. Én is sokat...,NA,prűrlök,NA
NA,1,posttest trial,52,"[""piragszom"",""piragszok""]",1,118,Te bizony sokat piragszol. Én is sokat...,NA,piragszom,NA
NA,0,posttest trial,52,"[""brüjlök"",""brüjlöm""]",1,119,Te bizony sokat brüjlesz. Én is sokat...,NA,brüjlök,NA
NA,1,posttest trial,52,"[""narjárzom"",""narjárzok""]",1,120,Te bizony sokat narjárzol. Én is sokat...,NA,narjárzom,NA
NA,1,posttest trial,52,"[""siladzom"",""siladzok""]",1,121,Te bizony sokat siladzol. Én is sokat...,NA,siladzom,NA
NA,1,posttest trial,52,"[""drubódzom"",""drubódzok""]",1,122,Te bizony sokat drubódzol. Én is sokat...,NA,drubódzom,NA
NA,0,posttest trial,52,"[""ruslom"",""ruslok""]",1,123,Te bizony sokat ruslasz. Én is sokat...,NA,ruslok,NA
NA,1,posttest trial,52,"[""bölszöm"",""bölszök""]",1,124,Te bizony sokat bölszöl. Én is sokat...,NA,bölszöm,NA
NA,1,posttest trial,52,"[""ribegzek"",""ribegzem""]",1,125,Te bizony sokat ribegzel. Én is sokat...,NA,ribegzem,NA
NA,0,posttest trial,52,"[""nyáslom"",""nyáslok""]",1,126,Te bizony sokat nyáslasz. Én is sokat...,NA,nyáslok,NA
