trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
survey-text,"{""Q0"":""5f9eb8c1c1dc8505f5f1bcd4"",""Q1"":""férfi"",""Q2"":""1998"",""Q3"":""17""}",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,esp trial,93,"[""spibaklok"",""spibaklom""]",2,8,Te bizony sokat spibaklasz. Én is sokat...,spibaklom,spibaklom,1
NA,1,esp trial,98,"[""sűzlök"",""sűzlöm""]",2,10,Te bizony sokat sűzlesz. Én is sokat...,sűzlöm,sűzlöm,1
NA,1,esp trial,66,"[""csíszlom"",""csíszlok""]",2,12,Te bizony sokat csíszlasz. Én is sokat...,csíszlom,csíszlom,1
NA,1,esp trial,78,"[""flüröslök"",""flüröslöm""]",2,14,Te bizony sokat flüröslesz. Én is sokat...,flüröslöm,flüröslöm,1
NA,1,esp trial,65,"[""ribegzem"",""ribegzek""]",2,16,Te bizony sokat ribegzel. Én is sokat...,ribegzem,ribegzem,1
NA,0,esp trial,81,"[""spűmlöm"",""spűmlök""]",2,18,Te bizony sokat spűmlesz. Én is sokat...,spűmlöm,spűmlök,0
NA,1,esp trial,95,"[""klibamlok"",""klibamlom""]",2,20,Te bizony sokat klibamlasz. Én is sokat...,klibamlom,klibamlom,1
NA,1,esp trial,79,"[""hilarzom"",""hilarzok""]",2,22,Te bizony sokat hilarzol. Én is sokat...,hilarzom,hilarzom,1
NA,1,esp trial,82,"[""spatárzok"",""spatárzom""]",2,24,Te bizony sokat spatárzol. Én is sokat...,spatárzom,spatárzom,1
NA,1,esp trial,58,"[""narjárzok"",""narjárzom""]",2,26,Te bizony sokat narjárzol. Én is sokat...,narjárzom,narjárzom,1
NA,1,esp trial,61,"[""málapszom"",""málapszok""]",2,28,Te bizony sokat málapszol. Én is sokat...,málapszom,málapszom,1
NA,1,esp trial,75,"[""drubódzom"",""drubódzok""]",2,30,Te bizony sokat drubódzol. Én is sokat...,drubódzok,drubódzom,0
NA,1,esp trial,57,"[""tiregzem"",""tiregzek""]",2,32,Te bizony sokat tiregzel. Én is sokat...,tiregzem,tiregzem,1
NA,1,esp trial,78,"[""trilszom"",""trilszok""]",2,34,Te bizony sokat trilszol. Én is sokat...,trilszom,trilszom,1
NA,1,esp trial,55,"[""szirlom"",""szirlok""]",2,36,Te bizony sokat szirlasz. Én is sokat...,szirlom,szirlom,1
NA,0,esp trial,77,"[""jüslöm"",""jüslök""]",2,38,Te bizony sokat jüslesz. Én is sokat...,jüslöm,jüslök,0
NA,1,esp trial,77,"[""piragszom"",""piragszok""]",2,40,Te bizony sokat piragszol. Én is sokat...,piragszok,piragszom,0
NA,0,esp trial,94,"[""feténylek"",""feténylem""]",2,42,Te bizony sokat feténylesz. Én is sokat...,feténylem,feténylek,0
NA,0,esp trial,97,"[""sztremlem"",""sztremlek""]",2,44,Te bizony sokat sztremlesz. Én is sokat...,sztremlem,sztremlek,0
NA,1,esp trial,98,"[""flűröklök"",""flűröklöm""]",2,46,Te bizony sokat flűröklesz. Én is sokat...,flűröklöm,flűröklöm,1
NA,1,esp trial,67,"[""böjzöm"",""böjzök""]",2,48,Te bizony sokat böjzöl. Én is sokat...,böjzöm,böjzöm,1
NA,1,esp trial,53,"[""prilegzek"",""prilegzem""]",2,50,Te bizony sokat prilegzel. Én is sokat...,prilegzek,prilegzem,0
NA,0,esp trial,54,"[""büglöm"",""büglök""]",2,52,Te bizony sokat büglesz. Én is sokat...,büglöm,büglök,0
NA,1,esp trial,63,"[""bölszök"",""bölszöm""]",2,54,Te bizony sokat bölszöl. Én is sokat...,bölszöm,bölszöm,1
NA,1,esp trial,50,"[""tínylok"",""tínylom""]",2,56,Te bizony sokat tínylasz. Én is sokat...,tínylom,tínylom,1
NA,1,esp trial,58,"[""juszlom"",""juszlok""]",2,58,Te bizony sokat juszlasz. Én is sokat...,juszlom,juszlom,1
NA,1,esp trial,54,"[""brágaklok"",""brágaklom""]",2,60,Te bizony sokat brágaklasz. Én is sokat...,brágaklok,brágaklom,0
NA,1,esp trial,97,"[""herégszem"",""herégszek""]",2,62,Te bizony sokat herégszel. Én is sokat...,herégszek,herégszem,0
NA,1,esp trial,60,"[""flagárzom"",""flagárzok""]",2,64,Te bizony sokat flagárzol. Én is sokat...,flagárzom,flagárzom,1
NA,0,esp trial,87,"[""tomlok"",""tomlom""]",2,66,Te bizony sokat tomlasz. Én is sokat...,tomlom,tomlok,0
NA,1,esp trial,72,"[""driládzok"",""driládzom""]",2,68,Te bizony sokat driládzol. Én is sokat...,driládzok,driládzom,0
NA,1,esp trial,85,"[""klörlök"",""klörlöm""]",2,70,Te bizony sokat klörlesz. Én is sokat...,klörlöm,klörlöm,1
NA,1,esp trial,87,"[""sprogzom"",""sprogzok""]",2,72,Te bizony sokat sprogzol. Én is sokat...,sprogzok,sprogzom,0
NA,1,esp trial,67,"[""pebzek"",""pebzem""]",2,74,Te bizony sokat pebzel. Én is sokat...,pebzem,pebzem,1
NA,1,esp trial,53,"[""marzok"",""marzom""]",2,76,Te bizony sokat marzol. Én is sokat...,marzom,marzom,1
NA,1,esp trial,86,"[""nyáslok"",""nyáslom""]",2,78,Te bizony sokat nyáslasz. Én is sokat...,nyáslom,nyáslom,1
NA,1,esp trial,92,"[""sojzom"",""sojzok""]",2,80,Te bizony sokat sojzol. Én is sokat...,sojzok,sojzom,0
NA,1,esp trial,50,"[""sprökszöm"",""sprökszök""]",2,82,Te bizony sokat sprökszöl. Én is sokat...,sprökszök,sprökszöm,0
NA,1,esp trial,50,"[""prűrlök"",""prűrlöm""]",2,84,Te bizony sokat prűrlesz. Én is sokat...,prűrlöm,prűrlöm,1
NA,0,esp trial,100,"[""fibamlom"",""fibamlok""]",2,86,Te bizony sokat fibamlasz. Én is sokat...,fibamlom,fibamlok,0
NA,0,esp trial,95,"[""spéslem"",""spéslek""]",2,88,Te bizony sokat spéslesz. Én is sokat...,spéslem,spéslek,0
NA,1,esp trial,61,"[""pivegszem"",""pivegszek""]",2,90,Te bizony sokat pivegszel. Én is sokat...,pivegszek,pivegszem,0
NA,1,esp trial,99,"[""frilegszem"",""frilegszek""]",2,92,Te bizony sokat frilegszel. Én is sokat...,frilegszek,frilegszem,0
NA,1,esp trial,88,"[""brüjlöm"",""brüjlök""]",2,94,Te bizony sokat brüjlesz. Én is sokat...,brüjlöm,brüjlöm,1
NA,1,esp trial,79,"[""fretszek"",""fretszem""]",2,96,Te bizony sokat fretszel. Én is sokat...,fretszem,fretszem,1
NA,1,esp trial,88,"[""ribzok"",""ribzom""]",2,98,Te bizony sokat ribzol. Én is sokat...,ribzok,ribzom,0
NA,1,esp trial,70,"[""siladzok"",""siladzom""]",2,100,Te bizony sokat siladzol. Én is sokat...,siladzok,siladzom,0
NA,0,esp trial,57,"[""femlek"",""femlem""]",2,102,Te bizony sokat femlesz. Én is sokat...,femlem,femlek,0
NA,0,esp trial,64,"[""flagánylom"",""flagánylok""]",2,104,Te bizony sokat flagánylasz. Én is sokat...,flagánylom,flagánylok,0
NA,1,esp trial,52,"[""spilágzom"",""spilágzok""]",2,106,Te bizony sokat spilágzol. Én is sokat...,spilágzok,spilágzom,0
NA,1,esp trial,70,"[""lorjódzok"",""lorjódzom""]",2,108,Te bizony sokat lorjódzol. Én is sokat...,lorjódzom,lorjódzom,1
NA,1,esp trial,93,"[""vilakszom"",""vilakszok""]",2,110,Te bizony sokat vilakszol. Én is sokat...,vilakszok,vilakszom,0
NA,1,esp trial,90,"[""ruslok"",""ruslom""]",2,112,Te bizony sokat ruslasz. Én is sokat...,ruslom,ruslom,1
NA,0,esp trial,89,"[""pratánylom"",""pratánylok""]",2,114,Te bizony sokat pratánylasz. Én is sokat...,pratánylom,pratánylok,0
NA,1,posttest trial,62,"[""nűröklöm"",""nűröklök""]",4,117,Te bizony sokat nűröklesz. Én is sokat...,NA,nűröklöm,NA
NA,0,posttest trial,62,"[""treglek"",""treglem""]",4,118,Te bizony sokat treglesz. Én is sokat...,NA,treglek,NA
NA,1,posttest trial,62,"[""salárzom"",""salárzok""]",4,119,Te bizony sokat salárzol. Én is sokat...,NA,salárzom,NA
NA,1,posttest trial,62,"[""plugzom"",""plugzok""]",4,120,Te bizony sokat plugzol. Én is sokat...,NA,plugzom,NA
NA,0,posttest trial,62,"[""klaráglok"",""klaráglom""]",4,121,Te bizony sokat klaráglasz. Én is sokat...,NA,klaráglok,NA
NA,1,posttest trial,62,"[""rájzom"",""rájzok""]",4,122,Te bizony sokat rájzol. Én is sokat...,NA,rájzom,NA
NA,1,posttest trial,62,"[""narádzok"",""narádzom""]",4,123,Te bizony sokat narádzol. Én is sokat...,NA,narádzom,NA
NA,1,posttest trial,62,"[""düjzöm"",""düjzök""]",4,124,Te bizony sokat düjzöl. Én is sokat...,NA,düjzöm,NA
NA,0,posttest trial,62,"[""szibánylok"",""szibánylom""]",4,125,Te bizony sokat szibánylasz. Én is sokat...,NA,szibánylok,NA
NA,1,posttest trial,62,"[""brubzok"",""brubzom""]",4,126,Te bizony sokat brubzol. Én is sokat...,NA,brubzom,NA
NA,1,posttest trial,62,"[""sztrijzom"",""sztrijzok""]",4,127,Te bizony sokat sztrijzol. Én is sokat...,NA,sztrijzom,NA
NA,0,posttest trial,62,"[""flitlok"",""flitlom""]",4,128,Te bizony sokat flitlasz. Én is sokat...,NA,flitlok,NA
NA,1,posttest trial,62,"[""pítszok"",""pítszom""]",4,129,Te bizony sokat pítszol. Én is sokat...,NA,pítszom,NA
NA,1,posttest trial,62,"[""spülűdzöm"",""spülűdzök""]",4,130,Te bizony sokat spülűdzöl. Én is sokat...,NA,spülűdzöm,NA
NA,1,posttest trial,62,"[""spihegzem"",""spihegzek""]",4,131,Te bizony sokat spihegzel. Én is sokat...,NA,spihegzem,NA
NA,1,posttest trial,62,"[""trehégszek"",""trehégszem""]",4,132,Te bizony sokat trehégszel. Én is sokat...,NA,trehégszem,NA
NA,0,posttest trial,62,"[""frodlok"",""frodlom""]",4,133,Te bizony sokat frodlasz. Én is sokat...,NA,frodlok,NA
NA,0,posttest trial,62,"[""spáraklom"",""spáraklok""]",4,134,Te bizony sokat spáraklasz. Én is sokat...,NA,spáraklok,NA
NA,1,posttest trial,62,"[""flátszom"",""flátszok""]",4,135,Te bizony sokat flátszol. Én is sokat...,NA,flátszom,NA
NA,1,posttest trial,62,"[""brobódzok"",""brobódzom""]",4,136,Te bizony sokat brobódzol. Én is sokat...,NA,brobódzom,NA
NA,0,posttest trial,62,"[""pribemlem"",""pribemlek""]",4,137,Te bizony sokat pribemlesz. Én is sokat...,NA,pribemlek,NA
NA,1,posttest trial,62,"[""trádlom"",""trádlok""]",4,138,Te bizony sokat trádlasz. Én is sokat...,NA,trádlom,NA
NA,0,posttest trial,62,"[""jonylok"",""jonylom""]",4,139,Te bizony sokat jonylasz. Én is sokat...,NA,jonylok,NA
NA,0,posttest trial,62,"[""flűmlök"",""flűmlöm""]",4,140,Te bizony sokat flűmlesz. Én is sokat...,NA,flűmlök,NA
NA,0,posttest trial,62,"[""gyibeslem"",""gyibeslek""]",4,141,Te bizony sokat gyibeslesz. Én is sokat...,NA,gyibeslek,NA
NA,0,posttest trial,62,"[""bihánylom"",""bihánylok""]",4,142,Te bizony sokat bihánylasz. Én is sokat...,NA,bihánylok,NA
NA,1,posttest trial,62,"[""hűgzök"",""hűgzöm""]",4,143,Te bizony sokat hűgzöl. Én is sokat...,NA,hűgzöm,NA
NA,1,posttest trial,62,"[""spröbzöm"",""spröbzök""]",4,144,Te bizony sokat spröbzöl. Én is sokat...,NA,spröbzöm,NA
NA,0,posttest trial,62,"[""plűbzök"",""plűbzöm""]",4,145,Te bizony sokat plűbzöl. Én is sokat...,NA,plűbzök,NA
NA,1,posttest trial,62,"[""filágzok"",""filágzom""]",4,146,Te bizony sokat filágzol. Én is sokat...,NA,filágzom,NA
NA,1,posttest trial,62,"[""ibékszem"",""ibékszek""]",4,147,Te bizony sokat ibékszel. Én is sokat...,NA,ibékszem,NA
NA,0,posttest trial,62,"[""spihemlem"",""spihemlek""]",4,148,Te bizony sokat spihemlesz. Én is sokat...,NA,spihemlek,NA
NA,0,posttest trial,62,"[""flehénylem"",""flehénylek""]",4,149,Te bizony sokat flehénylesz. Én is sokat...,NA,flehénylek,NA
NA,1,posttest trial,62,"[""sztrűkszök"",""sztrűkszöm""]",4,150,Te bizony sokat sztrűkszöl. Én is sokat...,NA,sztrűkszöm,NA
NA,0,posttest trial,62,"[""píjlok"",""píjlom""]",4,151,Te bizony sokat píjlasz. Én is sokat...,NA,píjlok,NA
NA,1,posttest trial,62,"[""klétszek"",""klétszem""]",4,152,Te bizony sokat klétszel. Én is sokat...,NA,klétszem,NA
