trial_type,response,trial_kind,rt,choices,list_number,trial_index,stimulus,esp_response,response_string,esp_match
survey-text,"{""Q0"":""5f9eb8c1c1dc8505f5f1bcd4"",""Q1"":""férfi"",""Q2"":""1998"",""Q3"":""17""}",NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,esp trial,75,"[""fliraklok"",""fliraklom""]",9,8,Te bizony sokat fliraklasz. Én is sokat...,fliraklok,fliraklom,0
NA,1,esp trial,99,"[""péleslek"",""péleslem""]",9,10,Te bizony sokat péleslesz. Én is sokat...,péleslek,péleslem,0
NA,1,esp trial,78,"[""gilárzok"",""gilárzom""]",9,12,Te bizony sokat gilárzol. Én is sokat...,gilárzom,gilárzom,1
NA,1,esp trial,97,"[""fligzok"",""fligzom""]",9,14,Te bizony sokat fligzol. Én is sokat...,fligzom,fligzom,1
NA,1,esp trial,86,"[""klidlok"",""klidlom""]",9,16,Te bizony sokat klidlasz. Én is sokat...,klidlok,klidlom,0
NA,0,esp trial,94,"[""sprédlek"",""sprédlem""]",9,18,Te bizony sokat sprédlesz. Én is sokat...,sprédlek,sprédlek,1
NA,0,esp trial,71,"[""kumlom"",""kumlok""]",9,20,Te bizony sokat kumlasz. Én is sokat...,kumlok,kumlok,1
NA,0,esp trial,96,"[""flözlök"",""flözlöm""]",9,22,Te bizony sokat flözlesz. Én is sokat...,flözlök,flözlök,1
NA,1,esp trial,89,"[""frágapszom"",""frágapszok""]",9,24,Te bizony sokat frágapszol. Én is sokat...,frágapszom,frágapszom,1
NA,0,esp trial,59,"[""gerénylem"",""gerénylek""]",9,26,Te bizony sokat gerénylesz. Én is sokat...,gerénylek,gerénylek,1
NA,0,esp trial,94,"[""vűjlöm"",""vűjlök""]",9,28,Te bizony sokat vűjlesz. Én is sokat...,vűjlök,vűjlök,1
NA,1,esp trial,73,"[""livaklok"",""livaklom""]",9,30,Te bizony sokat livaklasz. Én is sokat...,livaklom,livaklom,1
NA,1,esp trial,61,"[""vihepszek"",""vihepszem""]",9,32,Te bizony sokat vihepszel. Én is sokat...,vihepszem,vihepszem,1
NA,0,esp trial,87,"[""praslom"",""praslok""]",9,34,Te bizony sokat praslasz. Én is sokat...,praslok,praslok,1
NA,1,esp trial,68,"[""floglok"",""floglom""]",9,36,Te bizony sokat floglasz. Én is sokat...,floglok,floglom,0
NA,0,esp trial,70,"[""frivajlom"",""frivajlok""]",9,38,Te bizony sokat frivajlasz. Én is sokat...,frivajlok,frivajlok,1
NA,1,esp trial,64,"[""spatszom"",""spatszok""]",9,40,Te bizony sokat spatszol. Én is sokat...,spatszom,spatszom,1
NA,1,esp trial,75,"[""gyibakszok"",""gyibakszom""]",9,42,Te bizony sokat gyibakszol. Én is sokat...,gyibakszom,gyibakszom,1
NA,1,esp trial,95,"[""klárzom"",""klárzok""]",9,44,Te bizony sokat klárzol. Én is sokat...,klárzok,klárzom,0
NA,1,esp trial,88,"[""ibáglok"",""ibáglom""]",9,46,Te bizony sokat ibáglasz. Én is sokat...,ibáglok,ibáglom,0
NA,0,esp trial,73,"[""prezlem"",""prezlek""]",9,48,Te bizony sokat prezlesz. Én is sokat...,prezlek,prezlek,1
NA,1,esp trial,51,"[""spüszlök"",""spüszlöm""]",9,50,Te bizony sokat spüszlesz. Én is sokat...,spüszlök,spüszlöm,0
NA,1,esp trial,60,"[""friszlok"",""friszlom""]",9,52,Te bizony sokat friszlasz. Én is sokat...,friszlok,friszlom,0
NA,1,esp trial,65,"[""sprálszok"",""sprálszom""]",9,54,Te bizony sokat sprálszol. Én is sokat...,sprálszom,sprálszom,1
NA,1,esp trial,51,"[""tuboklok"",""tuboklom""]",9,56,Te bizony sokat tuboklasz. Én is sokat...,tuboklok,tuboklom,0
NA,1,esp trial,56,"[""huklom"",""huklok""]",9,58,Te bizony sokat huklasz. Én is sokat...,huklok,huklom,0
NA,1,esp trial,62,"[""spülőrzöm"",""spülőrzök""]",9,60,Te bizony sokat spülőrzöl. Én is sokat...,spülőrzök,spülőrzöm,0
NA,1,esp trial,71,"[""zödlöm"",""zödlök""]",9,62,Te bizony sokat zödlesz. Én is sokat...,zödlök,zödlöm,0
NA,1,esp trial,55,"[""aglom"",""aglok""]",9,64,Te bizony sokat aglasz. Én is sokat...,aglok,aglom,0
NA,1,esp trial,85,"[""flibekszek"",""flibekszem""]",9,66,Te bizony sokat flibekszel. Én is sokat...,flibekszem,flibekszem,1
NA,1,esp trial,79,"[""prihekszem"",""prihekszek""]",9,68,Te bizony sokat prihekszel. Én is sokat...,prihekszek,prihekszem,0
