my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,144.8372,space,13.5331,right,7.0301,space,14.3958,left,6.2488,space,8.0465,left,9.2437,space,18.2652,spűmlök,spűmlöm,left,8.1292,0,0,0,86,1,33,spűmlik,spűmlesz,NA,NA,Te bizony sokat spűmlesz.,Én is sokat...,spűmlök,spűmlöm,lakik,-lik,1,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,málapszok,málapszom,right,5.0083,0,1,1,66,1,13,málapszik,málapszol,NA,NA,Te bizony sokat málapszol.,Én is sokat...,málapszok,málapszom,lakik,-szik,2,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,prélemlenek,prélemeznek,left,14.1888,0,2,2,110,1,3,prélemlik / prélemezik,"prélemlik, prélemezni",nek,NA,"János imád prélemezni, ezért sokat prélemlik.",Ők ritkán...,prélemlenek,prélemeznek,cselekszik,-lik,2,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,gatágozunk,gatáglunk,left,5.7315,0,3,3,137,1,30,gatáglik / gatágozik,"gatáglik, gatágozni",ünk,NA,"János imád gatágozni, ezért sokat gatáglik.",Mi ritkán...,gatáglunk,gatágozunk,cselekszik,-lik,2,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,gyibeslem,gyibeslek,right,6.3245,0,4,4,98,1,45,gyibeslik,gyibeslesz,NA,NA,Te bizony sokat gyibeslesz.,Én is sokat...,gyibeslek,gyibeslem,lakik,-lik,2,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,kliszernél,kliszernál,left,5.5519,0,5,5,31,1,32,kliszer,kliszer,nál,e,Ez itt egy kliszer.,Nincs is jobb egy jó...,kliszernél,kliszernál,dzsungel,NA,NA,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,tránélynek,tránélynak,right,10.831,0,6,6,17,1,18,tránély,tránély,nak,é,Ez itt egy tránély.,Elneveztem a kutyámat...,tránélynek,tránélynak,dzsungel,NA,NA,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,prugoroztok,prugorzotok,left,5.9646,0,7,7,116,1,9,prugorzik / prugorozik,"prugorzik, prugorozni",tek,NA,"János imád prugorozni, ezért sokat prugorzik.",Ti ritkán...,prugorzotok,prugoroztok,cselekszik,-zik,2,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,drűröznek,drűrzenek,left,10.6302,0,8,8,126,1,19,drűrzik / drűrözik,"drűrzik, drűrözni",nek,NA,"János imád drűrözni, ezért sokat drűrzik.",Ők ritkán...,drűrzenek,drűröznek,cselekszik,-zik,1,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
,,,,,,,,,,,,,,,,,frorlanak,froroznak,left,6.5547,0,9,9,143,1,36,frorlik / frorozik,"frorlik, frorozni",nek,NA,"János imád frorozni, ezért sokat frorlik.",Ők ritkán...,frorlanak,froroznak,cselekszik,-lik,1,PR2072,1993,nő,nem,2022-04-18_14h51.40.480,hesp_baseline,2021.2.3,Win32,60.13590715
