my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,18.0159,space,5.8114,right,8.3789,space,9.2388,left,7.2533,space,3.1613,left,7.3606,space,4.9448,brivegzem,brivegzek,right,9.6584,0,0,0,70,1,71,brivegzik,brivegzel,NA,NA,Te bizony sokat brivegzel.,Én is sokat...,brivegzek,brivegzem,lakik,-zik,2,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,klehényletek,klehényeztek,right,8.0789,0,1,1,113,1,60,klehénylik / klehényezik,"klehénylik, klehényezni",tek,NA,"János imád klehényezni, ezért sokat klehénylik.",Ti ritkán...,klehényletek,klehényeztek,cselekszik,-lik,2,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,ikszertban,ikszertben,right,4.8606,0,2,2,19,1,74,ikszert,ikszert,ban,e,Ez itt egy ikszert.,Ott vagyunk a...,ikszertben,ikszertban,dzsungel,NA,NA,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,nyádlanak,nyádoznak,right,13.0645,0,3,3,120,1,67,nyádlik / nyádozik,"nyádlik, nyádozni",nek,NA,"János imád nyádozni, ezért sokat nyádlik.",Ők ritkán...,nyádlanak,nyádoznak,cselekszik,-lik,1,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,mihágzotok,mihágoztok,right,10.9632,0,4,4,118,1,65,mihágzik / mihágozik,"mihágzik, mihágozni",tek,NA,"János imád mihágozni, ezért sokat mihágzik.",Ti ritkán...,mihágzotok,mihágoztok,cselekszik,-zik,2,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,zihencnek,zihencnak,left,6.7323,0,5,5,52,1,107,zihenc,zihenc,nak,e,Ez itt egy zihenc.,Elneveztem a kutyámat...,zihencnek,zihencnak,dzsungel,NA,NA,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,flitlok,flitlom,left,9.8609,0,6,6,90,1,91,flitlik,flitlasz,NA,NA,Te bizony sokat flitlasz.,Én is sokat...,flitlok,flitlom,lakik,-lik,1,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,sponyoznak,sponylanak,left,13.0934,0,7,7,125,1,72,sponylik / sponyozik,"sponylik, sponyozni",nek,NA,"János imád sponyozni, ezért sokat sponylik.",Ők ritkán...,sponylanak,sponyoznak,cselekszik,-lik,1,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,spubonylok,spubonylom,left,4.0969,0,8,8,104,1,105,spubonylik,spubonylasz,NA,NA,Te bizony sokat spubonylasz.,Én is sokat...,spubonylok,spubonylom,lakik,-lik,2,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,nuroklunk,nurokozunk,right,5.2809,0,9,9,131,1,78,nuroklik / nurokozik,"nuroklik, nurokozni",ünk,NA,"János imád nurokozni, ezért sokat nuroklik.",Mi ritkán...,nuroklunk,nurokozunk,cselekszik,-lik,2,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,fojlegynak,fojlegynek,right,5.3141,0,10,10,3,1,58,fojlegy,fojlegy,nak,e,Ez itt egy fojlegy.,Elneveztem a kutyámat...,fojlegynek,fojlegynak,dzsungel,NA,NA,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,spivélnek,spivélnak,left,2.8484,0,11,11,27,1,82,spivél,spivél,nak,é,Ez itt egy spivél.,Elneveztem a kutyámat...,spivélnek,spivélnak,dzsungel,NA,NA,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,fájézban,fájézben,right,7.1042,0,12,12,7,1,62,fájéz,fájéz,ban,é,Ez itt egy fájéz.,Ott vagyunk a...,fájézben,fájézban,dzsungel,NA,NA,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
,,,,,,,,,,,,,,,,,sojzom,sojzok,left,7.8786,0,13,13,74,1,75,sojzik,sojzol,NA,NA,Te bizony sokat sojzol.,Én is sokat...,sojzok,sojzom,lakik,-zik,1,PR2035,1983,nő,nem,2022-04-12_18h30.31.020,hesp_baseline,2021.2.3,Win32,59.99880002
