my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,13.1082,space,6.5407,right,9.7864,space,14.1665,left,5.3554,space,7.5741,left,6.091,space,2.5661,spülöklöm,spülöklök,left,8.0691,0,0,0,56,1,111,spülöklik,spülöklesz,NA,NA,Te bizony sokat spülöklesz.,Én is sokat...,spülöklök,spülöklöm,lakik,-lik,2,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,sztruglom,sztruglok,left,5.4604,0,1,1,67,1,122,sztruglik,sztruglasz,NA,NA,Te bizony sokat sztruglasz.,Én is sokat...,sztruglok,sztruglom,lakik,-lik,1,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,sztrozlok,sztrozlom,right,15.6443,0,2,2,104,1,159,sztrozlik,sztrozlasz,NA,NA,Te bizony sokat sztrozlasz.,Én is sokat...,sztrozlok,sztrozlom,lakik,-lik,1,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,dralágzunk,dralágozunk,right,9.0138,0,3,3,156,1,157,dralágzik / dralágozik,"dralágzik, dralágozni",ünk,NA,"János imád dralágozni, ezért sokat dralágzik.",Mi ritkán...,dralágzunk,dralágozunk,cselekszik,-zik,2,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,spröbzök,spröbzöm,right,5.3038,0,4,4,90,1,145,spröbzik,spröbzöl,NA,NA,Te bizony sokat spröbzöl.,Én is sokat...,spröbzök,spröbzöm,lakik,-zik,1,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,filányozunk,filánylunk,right,8.436,0,5,5,134,1,135,filánylik / filányozik,"filánylik, filányozni",ünk,NA,"János imád filányozni, ezért sokat filánylik.",Mi ritkán...,filánylunk,filányozunk,cselekszik,-lik,2,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,pijélnél,pijélnál,left,5.2128,0,6,6,3,1,112,pijél,pijél,nál,é,Ez itt egy pijél.,Nincs is jobb egy jó...,pijélnél,pijélnál,dzsungel,NA,NA,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,drilarozunk,drilarzunk,left,5.4073,0,7,7,131,1,132,drilarzik / drilarozik,"drilarzik, drilarozni",ünk,NA,"János imád drilarozni, ezért sokat drilarzik.",Mi ritkán...,drilarzunk,drilarozunk,cselekszik,-zik,2,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,gyibakszom,gyibakszok,left,4.0118,0,8,8,57,1,112,gyibakszik,gyibakszol,NA,NA,Te bizony sokat gyibakszol.,Én is sokat...,gyibakszok,gyibakszom,lakik,-szik,2,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
,,,,,,,,,,,,,,,,,ronszekban,ronszekben,right,4.7147,0,9,9,18,1,127,ronszek,ronszek,ban,e,Ez itt egy ronszek.,Ott vagyunk a...,ronszekben,ronszekban,dzsungel,NA,NA,PR2065,1979,nő,nem,2022-04-15_21h37.40.216,hesp_baseline,2021.2.3,Win32,60.0276127
