my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,23386.283,space,10.178,right,8.614,space,18.224,left,4.933,space,10.991,left,10.79,space,28.576,garcépnál,garcépnél,left,11.224,0,0,0,38,1,93,garcép,garcép,nál,é,Ez itt egy garcép.,Nincs is jobb egy jó...,garcépnél,garcépnál,dzsungel,NA,NA,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,fröjözünk,fröjlünk,left,9.797,0,1,1,117,1,64,fröjlik / fröjözik,"fröjlik, fröjözni",ünk,NA,"János imád fröjözni, ezért sokat fröjlik.",Mi ritkán...,fröjlünk,fröjözünk,cselekszik,-lik,1,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,míjzunk,míjozunk,right,7.182,0,2,2,114,1,61,míjzik / míjozik,"míjzik, míjozni",ünk,NA,"János imád míjozni, ezért sokat míjzik.",Mi ritkán...,míjzunk,míjozunk,cselekszik,-zik,1,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,vorszennál,vorszennél,right,10.678,0,3,3,30,1,85,vorszen,vorszen,nál,e,Ez itt egy vorszen.,Nincs is jobb egy jó...,vorszennél,vorszennál,dzsungel,NA,NA,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,tomlok,tomlom,left,7.948,0,4,4,86,1,87,tomlik,tomlasz,NA,NA,Te bizony sokat tomlasz.,Én is sokat...,tomlok,tomlom,lakik,-lik,1,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,fluboklotok,flubokoztok,right,12.19,0,5,5,151,1,98,fluboklik / flubokozik,"fluboklik, flubokozni",tek,NA,"János imád flubokozni, ezért sokat fluboklik.",Ti ritkán...,fluboklotok,flubokoztok,cselekszik,-lik,2,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,júdernek,júdernak,left,6.763,0,6,6,53,1,108,júder,júder,nak,e,Ez itt egy júder.,Elneveztem a kutyámat...,júdernek,júdernak,dzsungel,NA,NA,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,prazlunk,prazozunk,right,13.425,0,7,7,119,1,66,prazlik / prazozik,"prazlik, prazozni",ünk,NA,"János imád prazozni, ezért sokat prazlik.",Mi ritkán...,prazlunk,prazozunk,cselekszik,-lik,1,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,pribemlem,pribemlek,right,10.781,0,8,8,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
,,,,,,,,,,,,,,,,,szűslöm,szűslök,right,10.126,0,9,9,85,1,86,szűslik,szűslesz,NA,NA,Te bizony sokat szűslesz.,Én is sokat...,szűslök,szűslöm,lakik,-lik,1,PR2071,2003,nő,nem,2022-04-18_12h23.48.369,hesp_baseline,2021.2.3,Win32,90.09009009
