my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,14.9322,space,8.5372,right,5.0046,space,16.7863,left,5.6453,space,14.5446,left,11.8578,space,21.5172,fretszek,fretszem,right,10.0535,0,0,0,66,1,121,fretszik,fretszel,NA,NA,Te bizony sokat fretszel.,Én is sokat...,fretszek,fretszem,lakik,-szik,1,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,düjzök,düjzöm,right,10.3602,0,1,1,97,1,152,düjzik,düjzöl,NA,NA,Te bizony sokat düjzöl.,Én is sokat...,düjzök,düjzöm,lakik,-zik,1,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,nyupérnál,nyupérnél,left,4.7141,0,2,2,52,1,161,nyupér,nyupér,nál,é,Ez itt egy nyupér.,Nincs is jobb egy jó...,nyupérnél,nyupérnál,dzsungel,NA,NA,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,bihánylom,bihánylok,right,5.8235,0,3,3,89,1,144,bihánylik,bihánylasz,NA,NA,Te bizony sokat bihánylasz.,Én is sokat...,bihánylok,bihánylom,lakik,-lik,2,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,flátoztok,flátlotok,right,37.3751,0,4,4,132,1,133,flátlik / flátozik,"flátlik, flátozni",tek,NA,"János imád flátozni, ezért sokat flátlik.",Ti ritkán...,flátlotok,flátoztok,cselekszik,-lik,1,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,sűjözünk,sűjlünk,left,13.5357,0,5,5,128,1,129,sűjlik / sűjözik,"sűjlik, sűjözni",ünk,NA,"János imád sűjözni, ezért sokat sűjlik.",Mi ritkán...,sűjlünk,sűjözünk,cselekszik,-lik,1,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,vihepszek,vihepszem,right,7.3619,0,6,6,59,1,114,vihepszik,vihepszel,NA,NA,Te bizony sokat vihepszel.,Én is sokat...,vihepszek,vihepszem,lakik,-szik,2,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,treglek,treglem,left,27.5697,0,7,7,81,1,136,treglik,treglesz,NA,NA,Te bizony sokat treglesz.,Én is sokat...,treglek,treglem,lakik,-lik,1,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,trilszom,trilszok,right,11.729,0,8,8,103,1,158,trilszik,trilszol,NA,NA,Te bizony sokat trilszol.,Én is sokat...,trilszok,trilszom,lakik,-szik,1,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
,,,,,,,,,,,,,,,,,hűgzöm,hűgzök,left,5.2753,0,9,9,107,1,162,hűgzik,hűgzöl,NA,NA,Te bizony sokat hűgzöl.,Én is sokat...,hűgzök,hűgzöm,lakik,-zik,1,PR2025,2000,nő,nem,2022-04-08_24h20.10.460,hesp_baseline,2021.2.3,Win32,60.12506013
