my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,12.1144,space,5.9704,right,8.5683,space,6.1869,left,3.7862,space,6.2187,left,7.5526,space,12.2006,feténylem,feténylek,right,6.2392,0,0,0,85,1,32,feténylik,feténylesz,NA,NA,Te bizony sokat feténylesz.,Én is sokat...,feténylek,feténylem,lakik,-lik,2,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,flagárzok,flagárzom,right,6.2242,0,1,1,64,1,11,flagárzik,flagárzol,NA,NA,Te bizony sokat flagárzol.,Én is sokat...,flagárzok,flagárzom,lakik,-zik,2,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,hosétnak,hosétnek,right,8.5285,0,2,2,8,1,9,hosét,hosét,nak,é,Ez itt egy hosét.,Elneveztem a kutyámat...,hosétnek,hosétnak,dzsungel,NA,NA,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,gyivádzom,gyivádzok,left,7.7142,0,3,3,87,1,34,gyivádzik,gyivádzol,NA,NA,Te bizony sokat gyivádzol.,Én is sokat...,gyivádzok,gyivádzom,lakik,-zik,2,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,nuhétnél,nuhétnál,right,7.6323,0,4,4,29,1,30,nuhét,nuhét,nál,é,Ez itt egy nuhét.,Nincs is jobb egy jó...,nuhétnél,nuhétnál,dzsungel,NA,NA,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,vihapodunk,vihapszunk,right,11.4419,0,5,5,112,1,5,vihapszik / vihapodik,"vihapszik, vihapodni",ünk,NA,"János imád vihapodni, ezért sokat vihapszik.",Mi ritkán...,vihapszunk,vihapodunk,cselekszik,-szik,2,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,csibagzotok,csibagoztok,right,18.3132,0,6,6,114,1,7,csibagzik / csibagozik,"csibagzik, csibagozni",tek,NA,"János imád csibagozni, ezért sokat csibagzik.",Ti ritkán...,csibagzotok,csibagoztok,cselekszik,-zik,2,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,dajrensnál,dajrensnél,right,5.1303,0,7,7,49,1,50,dajrens,dajrens,nál,e,Ez itt egy dajrens.,Nincs is jobb egy jó...,dajrensnél,dajrensnál,dzsungel,NA,NA,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,köszlötök,köszöztök,right,9.4011,0,8,8,120,1,13,köszlik / köszözik,"köszlik, köszözni",tek,NA,"János imád köszözni, ezért sokat köszlik.",Ti ritkán...,köszlötök,köszöztök,cselekszik,-lik,1,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
,,,,,,,,,,,,,,,,,sprudozunk,sprudlunk,right,21.3822,0,9,9,136,1,29,sprudlik / sprudozik,"sprudlik, sprudozni",ünk,NA,"János imád sprudozni, ezért sokat sprudlik.",Mi ritkán...,sprudlunk,sprudozunk,cselekszik,-lik,1,PR2040,1978,nő,nem,2022-04-12_19h32.43.533,hesp_baseline,2021.2.3,Win32,60.14675809
