my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,12.7219,space,5.3889,right,4.5219,space,8.9141,left,3.6821,space,5.0477,left,4.4509,space,11.8091,ronszekben,ronszekban,left,7.2832,0,0,0,18,1,127,ronszek,ronszek,ban,e,Ez itt egy ronszek.,Ott vagyunk a...,ronszekben,ronszekban,dzsungel,NA,NA,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,bupézban,bupézben,left,5.8508,0,1,1,48,1,157,bupéz,bupéz,ban,é,Ez itt egy bupéz.,Ott vagyunk a...,bupézben,bupézban,dzsungel,NA,NA,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,büglöm,büglök,left,3.9617,0,2,2,101,1,156,büglik,büglesz,NA,NA,Te bizony sokat büglesz.,Én is sokat...,büglök,büglöm,lakik,-lik,1,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,frilegszem,frilegszek,right,6.0121,0,3,3,72,1,127,frilegszik,frilegszel,NA,NA,Te bizony sokat frilegszel.,Én is sokat...,frilegszek,frilegszem,lakik,-szik,2,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,nágapszanak,nágapodnak,left,8.9161,0,4,4,152,1,153,nágapszik / nágapodik,"nágapszik, nágapodni",nek,NA,"János imád nágapodni, ezért sokat nágapszik.",Ők ritkán...,nágapszanak,nágapodnak,cselekszik,-szik,2,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,prűrlök,prűrlöm,left,5.4729,0,5,5,75,1,130,prűrlik,prűrlesz,NA,NA,Te bizony sokat prűrlesz.,Én is sokat...,prűrlök,prűrlöm,lakik,-lik,1,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,nyarcéjnak,nyarcéjnek,left,6.7186,0,6,6,37,1,146,nyarcéj,nyarcéj,nak,é,Ez itt egy nyarcéj.,Elneveztem a kutyámat...,nyarcéjnek,nyarcéjnak,dzsungel,NA,NA,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,triképben,triképban,left,2.9084,0,7,7,33,1,142,trikép,trikép,ban,é,Ez itt egy trikép.,Ott vagyunk a...,triképben,triképban,dzsungel,NA,NA,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,klétszek,klétszem,left,4.0014,0,8,8,60,1,115,klétszik,klétszel,NA,NA,Te bizony sokat klétszel.,Én is sokat...,klétszek,klétszem,lakik,-szik,1,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
,,,,,,,,,,,,,,,,,trálaklanak,trálakoznak,right,10.7372,0,9,9,116,1,117,trálaklik / trálakozik,"trálaklik, trálakozni",nek,NA,"János imád trálakozni, ezért sokat trálaklik.",Ők ritkán...,trálaklanak,trálakoznak,cselekszik,-lik,2,PR2012,1999,nő,nem,2022-04-05_16h41.44.345,hesp_baseline,2021.2.3,Win32,75.00750075
