my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,10.5957,space,8.5508,right,9.3945,space,11.3469,left,4.8543,space,6.4948,left,7.4303,space,19.7022,sprogzom,sprogzok,left,11.8741,0,0,0,89,1,90,sprogzik,sprogzol,NA,NA,Te bizony sokat sprogzol.,Én is sokat...,sprogzok,sprogzom,lakik,-zik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,driládzok,driládzom,right,10.2253,0,1,1,67,1,68,driládzik,driládzol,NA,NA,Te bizony sokat driládzol.,Én is sokat...,driládzok,driládzom,lakik,-zik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,szűslöm,szűslök,left,5.323,0,2,2,85,1,86,szűslik,szűslesz,NA,NA,Te bizony sokat szűslesz.,Én is sokat...,szűslök,szűslöm,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,sprigoztok,sprigzotok,left,21.6568,0,3,3,129,1,76,sprigzik / sprigozik,"sprigzik, sprigozni",tek,NA,"János imád sprigozni, ezért sokat sprigzik.",Ti ritkán...,sprigzotok,sprigoztok,cselekszik,-zik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,flüröslök,flüröslöm,left,6.8098,0,4,4,87,1,88,flüröslik,flüröslesz,NA,NA,Te bizony sokat flüröslesz.,Én is sokat...,flüröslök,flüröslöm,lakik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,csólorzom,csólorzok,left,6.6572,0,5,5,102,1,103,csólorzik,csólorzol,NA,NA,Te bizony sokat csólorzol.,Én is sokat...,csólorzok,csólorzom,lakik,-zik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,dingecnak,dingecnek,right,5.381,0,6,6,42,1,97,dingec,dingec,nak,e,Ez itt egy dingec.,Elneveztem a kutyámat...,dingecnek,dingecnak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,dóbemnek,dóbemnak,left,3.7938,0,7,7,48,1,103,dóbem,dóbem,nak,e,Ez itt egy dóbem.,Elneveztem a kutyámat...,dóbemnek,dóbemnak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,fájézban,fájézben,right,8.4791,0,8,8,7,1,62,fájéz,fájéz,ban,é,Ez itt egy fájéz.,Ott vagyunk a...,fájézben,fájézban,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,szirlok,szirlom,left,3.6449,0,9,9,62,1,63,szirlik,szirlasz,NA,NA,Te bizony sokat szirlasz.,Én is sokat...,szirlok,szirlom,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,pratelynek,pratelynak,left,3.7709,0,10,10,47,1,102,prately,prately,nak,e,Ez itt egy prately.,Elneveztem a kutyámat...,pratelynek,pratelynak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,mihágoztok,mihágzotok,left,5.8633,0,11,11,118,1,65,mihágzik / mihágozik,"mihágzik, mihágozni",tek,NA,"János imád mihágozni, ezért sokat mihágzik.",Ti ritkán...,mihágzotok,mihágoztok,cselekszik,-zik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,nűröklök,nűröklöm,right,3.264,0,12,12,106,1,107,nűröklik,nűröklesz,NA,NA,Te bizony sokat nűröklesz.,Én is sokat...,nűröklök,nűröklöm,lakik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,livénylünk,livényezünk,left,4.8057,0,13,13,128,1,75,livénylik / livényezik,"livénylik, livényezni",ünk,NA,"János imád livényezni, ezért sokat livénylik.",Mi ritkán...,livénylünk,livényezünk,cselekszik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,zutennél,zutennál,left,2.8958,0,14,14,43,1,98,zuten,zuten,nál,e,Ez itt egy zuten.,Nincs is jobb egy jó...,zutennél,zutennál,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,spügzünk,spügözünk,right,9.3857,0,15,15,143,1,90,spügzik / spügözik,"spügzik, spügözni",ünk,NA,"János imád spügözni, ezért sokat spügzik.",Mi ritkán...,spügzünk,spügözünk,cselekszik,-zik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,sojzom,sojzok,left,5.6836,0,16,16,74,1,75,sojzik,sojzol,NA,NA,Te bizony sokat sojzol.,Én is sokat...,sojzok,sojzom,lakik,-zik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,trírozunk,trírzunk,left,6.6748,0,17,17,116,1,63,trírzik / trírozik,"trírzik, trírozni",ünk,NA,"János imád trírozni, ezért sokat trírzik.",Mi ritkán...,trírzunk,trírozunk,cselekszik,-zik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,flitlom,flitlok,left,3.4111,0,18,18,90,1,91,flitlik,flitlasz,NA,NA,Te bizony sokat flitlasz.,Én is sokat...,flitlok,flitlom,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,spihegzem,spihegzek,left,3.5205,0,19,19,81,1,82,spihegzik,spihegzel,NA,NA,Te bizony sokat spihegzel.,Én is sokat...,spihegzek,spihegzem,lakik,-zik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,molszotok,molodtok,left,9.129,0,20,20,142,1,89,molszik / molodik,"molszik, molodni",tek,NA,"János imád molodni, ezért sokat molszik.",Ti ritkán...,molszotok,molodtok,cselekszik,-szik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,péleslem,péleslek,left,6.8272,0,21,21,73,1,74,péleslik,péleslesz,NA,NA,Te bizony sokat péleslesz.,Én is sokat...,péleslek,péleslem,lakik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,flagánylom,flagánylok,right,4.4776,0,22,22,82,1,83,flagánylik,flagánylasz,NA,NA,Te bizony sokat flagánylasz.,Én is sokat...,flagánylok,flagánylom,lakik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,spivélnek,spivélnak,left,2.7205,0,23,23,27,1,82,spivél,spivél,nak,é,Ez itt egy spivél.,Elneveztem a kutyámat...,spivélnek,spivélnak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,bivégszem,bivégszek,left,4.3124,0,24,24,68,1,69,bivégszik,bivégszel,NA,NA,Te bizony sokat bivégszel.,Én is sokat...,bivégszek,bivégszem,lakik,-szik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,klidlom,klidlok,right,3.9923,0,25,25,72,1,73,klidlik,klidlasz,NA,NA,Te bizony sokat klidlasz.,Én is sokat...,klidlok,klidlom,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,ikszertban,ikszertben,right,3.2209,0,26,26,19,1,74,ikszert,ikszert,ban,e,Ez itt egy ikszert.,Ott vagyunk a...,ikszertben,ikszertban,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,prazozunk,prazlunk,left,7.4457,0,27,27,119,1,66,prazlik / prazozik,"prazlik, prazozni",ünk,NA,"János imád prazozni, ezért sokat prazlik.",Mi ritkán...,prazlunk,prazozunk,cselekszik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,gúdenben,gúdenban,left,2.6609,0,28,28,4,1,59,gúden,gúden,ban,e,Ez itt egy gúden.,Ott vagyunk a...,gúdenben,gúdenban,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,plugzok,plugzom,right,5.0642,0,29,29,60,1,61,plugzik,plugzol,NA,NA,Te bizony sokat plugzol.,Én is sokat...,plugzok,plugzom,lakik,-zik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,sporzemnak,sporzemnek,right,3.4995,0,30,30,26,1,81,sporzem,sporzem,nak,e,Ez itt egy sporzem.,Elneveztem a kutyámat...,sporzemnek,sporzemnak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,kalrézben,kalrézban,left,3.4124,0,31,31,16,1,71,kalréz,kalréz,ban,é,Ez itt egy kalréz.,Ott vagyunk a...,kalrézben,kalrézban,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,nyöböznek,nyöbzenek,left,7.1776,0,32,32,152,1,99,nyöbzik / nyöbözik,"nyöbzik, nyöbözni",nek,NA,"János imád nyöbözni, ezért sokat nyöbzik.",Ők ritkán...,nyöbzenek,nyöböznek,cselekszik,-zik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,gilárzok,gilárzom,left,3.5661,0,33,33,94,1,95,gilárzik,gilárzol,NA,NA,Te bizony sokat gilárzol.,Én is sokat...,gilárzok,gilárzom,lakik,-zik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,kumlok,kumlom,left,3.1811,0,34,34,105,1,106,kumlik,kumlasz,NA,NA,Te bizony sokat kumlasz.,Én is sokat...,kumlok,kumlom,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,dárakodunk,dárakszunk,left,8.6838,0,35,35,126,1,73,dárakszik / dárakodik,"dárakszik, dárakodni",ünk,NA,"János imád dárakodni, ezért sokat dárakszik.",Mi ritkán...,dárakszunk,dárakodunk,cselekszik,-szik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,nyábétben,nyábétban,left,2.3769,0,36,36,21,1,76,nyábét,nyábét,ban,é,Ez itt egy nyábét.,Ott vagyunk a...,nyábétben,nyábétban,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,csíszlok,csíszlom,left,5.0817,0,37,37,84,1,85,csíszlik,csíszlasz,NA,NA,Te bizony sokat csíszlasz.,Én is sokat...,csíszlok,csíszlom,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,lírlanak,líroznak,left,4.7946,0,38,38,115,1,62,lírlik / lírozik,"lírlik, lírozni",nek,NA,"János imád lírozni, ezért sokat lírlik.",Ők ritkán...,lírlanak,líroznak,cselekszik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,spubonylok,spubonylom,left,5.0788,0,39,39,104,1,105,spubonylik,spubonylasz,NA,NA,Te bizony sokat spubonylasz.,Én is sokat...,spubonylok,spubonylom,lakik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,játlunk,játozunk,left,8.6328,0,40,40,145,1,92,játlik / játozik,"játlik, játozni",ünk,NA,"János imád játozni, ezért sokat játlik.",Mi ritkán...,játlunk,játozunk,cselekszik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,floglok,floglom,left,3.3274,0,41,41,92,1,93,floglik,floglasz,NA,NA,Te bizony sokat floglasz.,Én is sokat...,floglok,floglom,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,lijeznak,lijeznek,right,4.4326,0,42,42,40,1,95,lijez,lijez,nak,e,Ez itt egy lijez.,Elneveztem a kutyámat...,lijeznek,lijeznak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,csimennál,csimennél,right,2.7741,0,43,43,44,1,99,csimen,csimen,nál,e,Ez itt egy csimen.,Nincs is jobb egy jó...,csimennél,csimennál,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,flemezünk,flemlünk,left,6.4855,0,44,44,137,1,84,flemlik / flemezik,"flemlik, flemezni",ünk,NA,"János imád flemezni, ezért sokat flemlik.",Mi ritkán...,flemlünk,flemezünk,cselekszik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,jóbecnek,jóbecnak,left,2.7974,0,45,45,11,1,66,jóbec,jóbec,nak,e,Ez itt egy jóbec.,Elneveztem a kutyámat...,jóbecnek,jóbecnak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,spatárzok,spatárzom,right,6.0667,0,46,46,69,1,70,spatárzik,spatárzol,NA,NA,Te bizony sokat spatárzol.,Én is sokat...,spatárzok,spatárzom,lakik,-zik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,prohódzom,prohódzok,left,4.1402,0,47,47,66,1,67,prohódzik,prohódzol,NA,NA,Te bizony sokat prohódzol.,Én is sokat...,prohódzok,prohódzom,lakik,-zik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,szanéjnek,szanéjnak,left,2.6105,0,48,48,13,1,68,szanéj,szanéj,nak,é,Ez itt egy szanéj.,Elneveztem a kutyámat...,szanéjnek,szanéjnak,dzsungel,NA,NA,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,juszlom,juszlok,right,1.9865,0,49,49,79,1,80,juszlik,juszlasz,NA,NA,Te bizony sokat juszlasz.,Én is sokat...,juszlok,juszlom,lakik,-lik,1,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,prihegszenek,prihegednek,right,6.4427,0,50,50,155,1,102,prihegszik / prihegedik,"prihegszik, prihegedni",nek,NA,"János imád prihegedni, ezért sokat prihegszik.",Ők ritkán...,prihegszenek,prihegednek,cselekszik,-szik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,hubonylotok,hubonyoztok,left,5.6514,0,51,51,157,1,104,hubonylik / hubonyozik,"hubonylik, hubonyozni",tek,NA,"János imád hubonyozni, ezért sokat hubonylik.",Ti ritkán...,hubonylotok,hubonyoztok,cselekszik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
,,,,,,,,,,,,,,,,,gihamlanak,gihamoznak,left,2.3535,0,52,52,133,1,80,gihamlik / gihamozik,"gihamlik, gihamozni",nek,NA,"János imád gihamozni, ezért sokat gihamlik.",Ők ritkán...,gihamlanak,gihamoznak,cselekszik,-lik,2,PR2022,2000,férfi,nem,2022-04-07_16h55.38.313,hesp_baseline,2021.2.3,Win32,59.89458553
