my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,13.97,space,6.991,left,36.382,space,17.383,right,3.791,space,7.657,left,8.726,space,11.644,flézletek,flézeztek,right,8.276,0,0,0,134,1,81,flézlik / flézezik,"flézlik, flézezni",tek,NA,"János imád flézezni, ezért sokat flézlik.",Ti ritkán...,flézletek,flézeztek,cselekszik,-lik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,dineltban,dineltben,right,6.505,0,1,1,0,1,55,dinelt,dinelt,ban,e,Ez itt egy dinelt.,Ott vagyunk a...,dineltben,dineltban,dzsungel,NA,NA,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,sprebzenek,sprebeznek,right,10.507,0,2,2,139,1,86,sprebzik / sprebezik,"sprebzik, sprebezni",nek,NA,"János imád sprebezni, ezért sokat sprebzik.",Ők ritkán...,sprebzenek,sprebeznek,cselekszik,-zik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,gúdenban,gúdenben,right,3.63,0,3,3,4,1,59,gúden,gúden,ban,e,Ez itt egy gúden.,Ott vagyunk a...,gúdenben,gúdenban,dzsungel,NA,NA,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,pribemlek,pribemlem,left,7.851,0,4,4,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,zsigénnál,zsigénnél,right,4.138,0,5,5,12,1,67,zsigén,zsigén,nál,é,Ez itt egy zsigén.,Nincs is jobb egy jó...,zsigénnél,zsigénnál,dzsungel,NA,NA,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,flibekszem,flibekszek,left,8.866,0,6,6,93,1,94,flibekszik,flibekszel,NA,NA,Te bizony sokat flibekszel.,Én is sokat...,flibekszek,flibekszem,lakik,-szik,2,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,cságyeltban,cságyeltben,right,4.717,0,7,7,10,1,65,cságyelt,cságyelt,ban,e,Ez itt egy cságyelt.,Ott vagyunk a...,cságyeltben,cságyeltban,dzsungel,NA,NA,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,drojozunk,drojzunk,right,6.201,0,8,8,140,1,87,drojzik / drojozik,"drojzik, drojozni",ünk,NA,"János imád drojozni, ezért sokat drojzik.",Mi ritkán...,drojzunk,drojozunk,cselekszik,-zik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,lihadzom,lihadzok,left,3.678,0,9,9,101,1,102,lihadzik,lihadzol,NA,NA,Te bizony sokat lihadzol.,Én is sokat...,lihadzok,lihadzom,lakik,-zik,2,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,nyöbzenek,nyöböznek,right,4.837,0,10,10,152,1,99,nyöbzik / nyöbözik,"nyöbzik, nyöbözni",nek,NA,"János imád nyöbözni, ezért sokat nyöbzik.",Ők ritkán...,nyöbzenek,nyöböznek,cselekszik,-zik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,huroslok,huroslom,right,4.97,0,11,11,76,1,77,huroslik,huroslasz,NA,NA,Te bizony sokat huroslasz.,Én is sokat...,huroslok,huroslom,lakik,-lik,2,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,csíszlok,csíszlom,right,3.228,0,12,12,84,1,85,csíszlik,csíszlasz,NA,NA,Te bizony sokat csíszlasz.,Én is sokat...,csíszlok,csíszlom,lakik,-lik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,flitlok,flitlom,right,3.929,0,13,13,90,1,91,flitlik,flitlasz,NA,NA,Te bizony sokat flitlasz.,Én is sokat...,flitlok,flitlom,lakik,-lik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,molodtok,molszotok,right,8.349,0,14,14,142,1,89,molszik / molodik,"molszik, molodni",tek,NA,"János imád molodni, ezért sokat molszik.",Ti ritkán...,molszotok,molodtok,cselekszik,-szik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,frodlok,frodlom,right,5.659,0,15,15,61,1,62,frodlik,frodlasz,NA,NA,Te bizony sokat frodlasz.,Én is sokat...,frodlok,frodlom,lakik,-lik,1,nincsen,1979,nő,igen,2022-04-18_21h22.15.241,hesp_baseline,2021.2.3,Win32,60.0240096
