my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,15.3837,space,10.3399,right,6.522,space,10.8059,left,4.7809,space,7.477,left,6.111,space,14.0372,sartelyben,sartelyban,right,5.6988,0,0,0,40,1,149,sartely,sartely,ban,e,Ez itt egy sartely.,Ott vagyunk a...,sartelyben,sartelyban,dzsungel,NA,NA,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,nyáslom,nyáslok,right,8.2331,0,1,1,100,1,155,nyáslik,nyáslasz,NA,NA,Te bizony sokat nyáslasz.,Én is sokat...,nyáslok,nyáslom,lakik,-lik,1,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,virzanak,viroznak,right,7.28,0,2,2,125,1,126,virzik / virozik,"virzik, virozni",nek,NA,"János imád virozni, ezért sokat virzik.",Ők ritkán...,virzanak,viroznak,cselekszik,-zik,1,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,pibegzenek,pibegeznek,right,7.1641,0,3,3,127,1,128,pibegzik / pibegezik,"pibegzik, pibegezni",nek,NA,"János imád pibegezni, ezért sokat pibegzik.",Ők ritkán...,pibegzenek,pibegeznek,cselekszik,-zik,2,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,triklotok,trikoztok,right,8.3175,0,4,4,160,1,161,triklik / trikozik,"triklik, trikozni",tek,NA,"János imád trikozni, ezért sokat triklik.",Ti ritkán...,triklotok,trikoztok,cselekszik,-lik,1,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,zinednak,zinednek,right,5.9793,0,5,5,22,1,131,zined,zined,nak,e,Ez itt egy zined.,Elneveztem a kutyámat...,zinednek,zinednak,dzsungel,NA,NA,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,brivepszünk,brivepedünk,left,7.5703,0,6,6,113,1,114,brivepszik / brivepedik,"brivepszik, brivepedni",ünk,NA,"János imád brivepedni, ezért sokat brivepszik.",Mi ritkán...,brivepszünk,brivepedünk,cselekszik,-szik,2,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,sűzlöm,sűzlök,right,3.8199,0,7,7,54,1,109,sűzlik,sűzlesz,NA,NA,Te bizony sokat sűzlesz.,Én is sokat...,sűzlök,sűzlöm,lakik,-lik,1,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,mülőrzünk,mülőrözünk,right,9.4408,0,8,8,120,1,121,mülőrzik / mülőrözik,"mülőrzik, mülőrözni",ünk,NA,"János imád mülőrözni, ezért sokat mülőrzik.",Mi ritkán...,mülőrzünk,mülőrözünk,cselekszik,-zik,2,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
,,,,,,,,,,,,,,,,,narjárzok,narjárzom,left,4.1555,0,9,9,61,1,116,narjárzik,narjárzol,NA,NA,Te bizony sokat narjárzol.,Én is sokat...,narjárzok,narjárzom,lakik,-zik,2,PR2042,2002,nő,nem,2022-04-12_21h38.01.014,hesp_baseline,2021.2.3,Win32,60.12867537
