my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,32.462,space,14.3189,right,9.0336,space,12.6218,left,6.1865,space,8.4604,left,9.4521,space,14.8042,brüröznek,brürzenek,right,21.4993,0,0,0,110,1,111,brürzik / brürözik,"brürzik, brürözni",nek,NA,"János imád brürözni, ezért sokat brürzik.",Ők ritkán...,brürzenek,brüröznek,cselekszik,-zik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,treglek,treglem,left,9.4347,0,1,1,81,1,136,treglik,treglesz,NA,NA,Te bizony sokat treglesz.,Én is sokat...,treglek,treglem,lakik,-lik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,finceknál,finceknél,right,7.1433,0,2,2,9,1,118,fincek,fincek,nál,e,Ez itt egy fincek.,Nincs is jobb egy jó...,finceknél,finceknál,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,féjzem,féjzek,right,5.3459,0,3,3,91,1,146,féjzik,féjzel,NA,NA,Te bizony sokat féjzel.,Én is sokat...,féjzek,féjzem,lakik,-zik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,ibékszek,ibékszem,right,3.4163,0,4,4,95,1,150,ibékszik,ibékszel,NA,NA,Te bizony sokat ibékszel.,Én is sokat...,ibékszek,ibékszem,lakik,-szik,2,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,frálapodtok,frálapszotok,right,5.7628,0,5,5,150,1,151,frálapszik / frálapodik,"frálapszik, frálapodni",tek,NA,"János imád frálapodni, ezért sokat frálapszik.",Ti ritkán...,frálapszotok,frálapodtok,cselekszik,-szik,2,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,briskédnál,briskédnél,right,5.0152,0,6,6,51,1,160,briskéd,briskéd,nál,é,Ez itt egy briskéd.,Nincs is jobb egy jó...,briskédnél,briskédnál,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,zábénynak,zábénynek,right,16.3578,0,7,7,43,1,152,zábény,zábény,nak,é,Ez itt egy zábény.,Elneveztem a kutyámat...,zábénynek,zábénynak,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,lájzotok,lájoztok,left,4.1414,0,8,8,159,1,160,lájzik / lájozik,"lájzik, lájozni",tek,NA,"János imád lájozni, ezért sokat lájzik.",Ti ritkán...,lájzotok,lájoztok,cselekszik,-zik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,bűtszök,bűtszöm,right,5.1196,0,9,9,82,1,137,bűtszik,bűtszöl,NA,NA,Te bizony sokat bűtszöl.,Én is sokat...,bűtszök,bűtszöm,lakik,-szik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,sprozoznak,sprozlanak,right,7.9098,0,10,10,147,1,148,sprozlik / sprozozik,"sprozlik, sprozozni",nek,NA,"János imád sprozozni, ezért sokat sprozlik.",Ők ritkán...,sprozlanak,sprozoznak,cselekszik,-lik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,pazévnél,pazévnál,right,6.7255,0,11,11,36,1,145,pazév,pazév,nál,é,Ez itt egy pazév.,Nincs is jobb egy jó...,pazévnél,pazévnál,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,surnegynál,surnegynél,right,12.5766,0,12,12,8,1,117,surnegy,surnegy,nál,e,Ez itt egy surnegy.,Nincs is jobb egy jó...,surnegynél,surnegynál,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,vihepszek,vihepszem,left,14.7863,0,13,13,59,1,114,vihepszik,vihepszel,NA,NA,Te bizony sokat vihepszel.,Én is sokat...,vihepszek,vihepszem,lakik,-szik,2,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,licegyben,licegyban,right,5.5452,0,14,14,15,1,124,licegy,licegy,ban,e,Ez itt egy licegy.,Ott vagyunk a...,licegyben,licegyban,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,sűjlünk,sűjözünk,left,6.4734,0,15,15,128,1,129,sűjlik / sűjözik,"sűjlik, sűjözni",ünk,NA,"János imád sűjözni, ezért sokat sűjlik.",Mi ritkán...,sűjlünk,sűjözünk,cselekszik,-lik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,sprökszöm,sprökszök,left,5.8425,0,16,16,88,1,143,sprökszik,sprökszöl,NA,NA,Te bizony sokat sprökszöl.,Én is sokat...,sprökszök,sprökszöm,lakik,-szik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,spüszlöm,spüszlök,right,4.4829,0,17,17,96,1,151,spüszlik,spüszlesz,NA,NA,Te bizony sokat spüszlesz.,Én is sokat...,spüszlök,spüszlöm,lakik,-lik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,tuboklok,tuboklom,left,3.6676,0,18,18,84,1,139,tuboklik,tuboklasz,NA,NA,Te bizony sokat tuboklasz.,Én is sokat...,tuboklok,tuboklom,lakik,-lik,2,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,sprálszom,sprálszok,left,5.3394,0,19,19,65,1,120,sprálszik,sprálszol,NA,NA,Te bizony sokat sprálszol.,Én is sokat...,sprálszok,sprálszom,lakik,-szik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,bródesznak,bródesznek,right,3.3976,0,20,20,32,1,141,bródesz,bródesz,nak,e,Ez itt egy bródesz.,Elneveztem a kutyámat...,bródesznek,bródesznak,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,tínylok,tínylom,left,3.3018,0,21,21,58,1,113,tínylik,tínylasz,NA,NA,Te bizony sokat tínylasz.,Én is sokat...,tínylok,tínylom,lakik,-lik,1,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
,,,,,,,,,,,,,,,,,szihétnek,szihétnak,left,3.098,0,22,22,4,1,113,szihét,szihét,nak,é,Ez itt egy szihét.,Elneveztem a kutyámat...,szihétnek,szihétnak,dzsungel,NA,NA,PR2014,2003,nő,nem,2022-04-05_16h00.00.192,hesp_baseline,2021.2.3,Win32,60.07449237
