my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,6.8973,space,3.3661,right,4.4258,space,4.8307,right,2.8369,space,2.1661,left,2.7739,space,4.7738,klajrénnek,klajrénnak,right,2.35,0,0,0,41,1,96,klajrén,klajrén,nak,é,Ez itt egy klajrén.,Elneveztem a kutyámat...,klajrénnek,klajrénnak,dzsungel,NA,NA,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,spizecnek,spizecnak,left,1.6688,0,1,1,6,1,61,spizec,spizec,nak,e,Ez itt egy spizec.,Elneveztem a kutyámat...,spizecnek,spizecnak,dzsungel,NA,NA,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,dóbemnak,dóbemnek,right,1.2732,0,2,2,48,1,103,dóbem,dóbem,nak,e,Ez itt egy dóbem.,Elneveztem a kutyámat...,dóbemnek,dóbemnak,dzsungel,NA,NA,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,klingeszben,klingeszban,left,1.2825,0,3,3,1,1,56,klingesz,klingesz,ban,e,Ez itt egy klingesz.,Ott vagyunk a...,klingeszben,klingeszban,dzsungel,NA,NA,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,gihamlanak,gihamoznak,right,0.8823,0,4,4,133,1,80,gihamlik / gihamozik,"gihamlik, gihamozni",nek,NA,"János imád gihamozni, ezért sokat gihamlik.",Ők ritkán...,gihamlanak,gihamoznak,cselekszik,-lik,2,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,navecben,navecban,right,1.1729,0,5,5,8,1,63,navec,navec,ban,e,Ez itt egy navec.,Ott vagyunk a...,navecben,navecban,dzsungel,NA,NA,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,fájézban,fájézben,left,0.4035,0,6,6,7,1,62,fájéz,fájéz,ban,é,Ez itt egy fájéz.,Ott vagyunk a...,fájézben,fájézban,dzsungel,NA,NA,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,gyihegeztek,gyihegzetek,left,0.5139,0,7,7,124,1,71,gyihegzik / gyihegezik,"gyihegzik, gyihegezni",tek,NA,"János imád gyihegezni, ezért sokat gyihegzik.",Ti ritkán...,gyihegzetek,gyihegeztek,cselekszik,-zik,2,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,trigencnek,trigencnak,right,0.4631,0,8,8,31,1,86,trigenc,trigenc,nak,e,Ez itt egy trigenc.,Elneveztem a kutyámat...,trigencnek,trigencnak,dzsungel,NA,NA,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
,,,,,,,,,,,,,,,,,metégszenek,metégednek,left,0.3904,0,9,9,112,1,59,metégszik / metégedik,"metégszik, metégedni",nek,NA,"János imád metégedni, ezért sokat metégszik.",Ők ritkán...,metégszenek,metégednek,cselekszik,-szik,2,00000,1990,nő,de!,2022-03-22_11h10.29.630,hesp_baseline,2021.2.3,Win32,60.35367252
