my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,9.4045,space,4.8884,right,3.7857,space,8.1177,right,6.7581,space,5.4398,left,6.8991,space,16.2424,plugzom,plugzok,right,10.6792,0,0,0,60,1,61,plugzik,plugzol,NA,NA,Te bizony sokat plugzol.,Én is sokat...,plugzok,plugzom,lakik,-zik,1,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,spibeglünk,spibegezünk,left,8.8539,0,1,1,147,1,94,spibeglik / spibegezik,"spibeglik, spibegezni",ünk,NA,"János imád spibegezni, ezért sokat spibeglik.",Mi ritkán...,spibeglünk,spibegezünk,cselekszik,-lik,2,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,trírzunk,trírozunk,right,22.7604,0,2,2,116,1,63,trírzik / trírozik,"trírzik, trírozni",ünk,NA,"János imád trírozni, ezért sokat trírzik.",Mi ritkán...,trírzunk,trírozunk,cselekszik,-zik,1,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,kalrézban,kalrézben,left,5.8749,0,3,3,16,1,71,kalréz,kalréz,ban,é,Ez itt egy kalréz.,Ott vagyunk a...,kalrézben,kalrézban,dzsungel,NA,NA,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,sortemnál,sortemnél,right,5.4887,0,4,4,15,1,70,sortem,sortem,nál,e,Ez itt egy sortem.,Nincs is jobb egy jó...,sortemnél,sortemnál,dzsungel,NA,NA,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,brágaklok,brágaklom,right,7.3218,0,5,5,71,1,72,brágaklik,brágaklasz,NA,NA,Te bizony sokat brágaklasz.,Én is sokat...,brágaklok,brágaklom,lakik,-lik,2,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,spiharzotok,spiharoztok,right,7.2625,0,6,6,127,1,74,spiharzik / spiharozik,"spiharzik, spiharozni",tek,NA,"János imád spiharozni, ezért sokat spiharzik.",Ti ritkán...,spiharzotok,spiharoztok,cselekszik,-zik,2,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,hubonyoztok,hubonylotok,left,7.1616,0,7,7,157,1,104,hubonylik / hubonyozik,"hubonylik, hubonyozni",tek,NA,"János imád hubonyozni, ezért sokat hubonylik.",Ti ritkán...,hubonylotok,hubonyoztok,cselekszik,-lik,2,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,csintékben,csintékban,left,4.6408,0,8,8,23,1,78,csinték,csinték,ban,é,Ez itt egy csinték.,Ott vagyunk a...,csintékben,csintékban,dzsungel,NA,NA,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
,,,,,,,,,,,,,,,,,fájézban,fájézben,left,4.2606,0,9,9,7,1,62,fájéz,fájéz,ban,é,Ez itt egy fájéz.,Ott vagyunk a...,fájézben,fájézban,dzsungel,NA,NA,PR2031,2002,nő,nem,2022-04-08_22h06.42.058,hesp_baseline,2021.2.3,Win32,59.8372427
