my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,29.1885,space,9.2576,right,8.1061,space,12.1978,left,5.1359,space,9.4715,left,6.681,space,15.9509,trugoznak,trugzanak,left,7.3266,0,0,0,146,1,93,trugzik / trugozik,"trugzik, trugozni",nek,NA,"János imád trugozni, ezért sokat trugzik.",Ők ritkán...,trugzanak,trugoznak,cselekszik,-zik,1,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,dingecnak,dingecnek,right,27.6206,0,1,1,42,1,97,dingec,dingec,nak,e,Ez itt egy dingec.,Elneveztem a kutyámat...,dingecnek,dingecnak,dzsungel,NA,NA,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,sporzemnek,sporzemnak,right,21.7404,0,2,2,26,1,81,sporzem,sporzem,nak,e,Ez itt egy sporzem.,Elneveztem a kutyámat...,sporzemnek,sporzemnak,dzsungel,NA,NA,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,dihelynek,dihelynak,left,4.333,0,3,3,20,1,75,dihely,dihely,nak,e,Ez itt egy dihely.,Elneveztem a kutyámat...,dihelynek,dihelynak,dzsungel,NA,NA,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,prihegednek,prihegszenek,right,7.4642,0,4,4,155,1,102,prihegszik / prihegedik,"prihegszik, prihegedni",nek,NA,"János imád prihegedni, ezért sokat prihegszik.",Ők ritkán...,prihegszenek,prihegednek,cselekszik,-szik,2,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,kluzoztok,kluzlotok,right,15.568,0,5,5,148,1,95,kluzlik / kluzozik,"kluzlik, kluzozni",tek,NA,"János imád kluzozni, ezért sokat kluzlik.",Ti ritkán...,kluzlotok,kluzoztok,cselekszik,-lik,1,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,kumlok,kumlom,left,4.1319,0,6,6,105,1,106,kumlik,kumlasz,NA,NA,Te bizony sokat kumlasz.,Én is sokat...,kumlok,kumlom,lakik,-lik,1,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,flűröklök,flűröklöm,left,3.9865,0,7,7,91,1,92,flűröklik,flűröklesz,NA,NA,Te bizony sokat flűröklesz.,Én is sokat...,flűröklök,flűröklöm,lakik,-lik,2,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,flodoztok,flodlotok,right,2.5707,0,8,8,144,1,91,flodlik / flodozik,"flodlik, flodozni",tek,NA,"János imád flodozni, ezért sokat flodlik.",Ti ritkán...,flodlotok,flodoztok,cselekszik,-lik,1,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
,,,,,,,,,,,,,,,,,tomlok,tomlom,left,2.4686,0,9,9,86,1,87,tomlik,tomlasz,NA,NA,Te bizony sokat tomlasz.,Én is sokat...,tomlok,tomlom,lakik,-lik,1,PR2019,2001,férfi,nem,2022-04-06_18h06.57.641,hesp_baseline,2021.2.3,Win32,59.76929054
