my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,17.6896,space,5.416,right,5.5156,space,12.2695,left,7.5002,space,6.267,left,8.0075,space,17.5216,nyülöklenek,nyülököznek,left,45.3384,0,0,0,108,1,1,nyülöklik / nyülöközik,"nyülöklik, nyülöközni",nek,NA,"János imád nyülöközni, ezért sokat nyülöklik.",Ők ritkán...,nyülöklenek,nyülököznek,cselekszik,-lik,2,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,nuhétnál,nuhétnél,left,4.9783,0,1,1,29,1,30,nuhét,nuhét,nál,é,Ez itt egy nuhét.,Nincs is jobb egy jó...,nuhétnél,nuhétnál,dzsungel,NA,NA,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,flözlök,flözlöm,left,11.2096,0,2,2,74,1,21,flözlik,flözlesz,NA,NA,Te bizony sokat flözlesz.,Én is sokat...,flözlök,flözlöm,lakik,-lik,1,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,gyibeslek,gyibeslem,left,4.119,0,3,3,98,1,45,gyibeslik,gyibeslesz,NA,NA,Te bizony sokat gyibeslesz.,Én is sokat...,gyibeslek,gyibeslem,lakik,-lik,2,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,klörlöm,klörlök,right,8.1613,0,4,4,80,1,27,klörlik,klörlesz,NA,NA,Te bizony sokat klörlesz.,Én is sokat...,klörlök,klörlöm,lakik,-lik,1,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,vülődzök,vülődzöm,left,3.8271,0,5,5,81,1,28,vülődzik,vülődzöl,NA,NA,Te bizony sokat vülődzöl.,Én is sokat...,vülődzök,vülődzöm,lakik,-zik,2,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,tágarozunk,tágarzunk,right,9.0935,0,6,6,155,1,48,tágarzik / tágarozik,"tágarzik, tágarozni",ünk,NA,"János imád tágarozni, ezért sokat tágarzik.",Mi ritkán...,tágarzunk,tágarozunk,cselekszik,-zik,2,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,frágapszok,frágapszom,right,14.918,0,7,7,60,1,7,frágapszik,frágapszol,NA,NA,Te bizony sokat frágapszol.,Én is sokat...,frágapszok,frágapszom,lakik,-szik,2,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,feténylem,feténylek,right,4.3225,0,8,8,85,1,32,feténylik,feténylesz,NA,NA,Te bizony sokat feténylesz.,Én is sokat...,feténylek,feténylem,lakik,-lik,2,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
,,,,,,,,,,,,,,,,,fádensnak,fádensnek,right,4.1451,0,9,9,33,1,34,fádens,fádens,nak,e,Ez itt egy fádens.,Elneveztem a kutyámat...,fádensnek,fádensnak,dzsungel,NA,NA,PR2078,2002,nő,nem,2022-04-19_11h21.45.609,hesp_baseline,2021.2.3,Win32,60.59137179
