my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,179.2213,space,13.0654,right,10.3136,space,16.8517,left,15.8798,space,11.0873,left,10.2321,space,19.6483,vűjlöm,vűjlök,left,30.845,0,0,0,94,1,149,vűjlik,vűjlesz,NA,NA,Te bizony sokat vűjlesz.,Én is sokat...,vűjlök,vűjlöm,lakik,-lik,1,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,spibamlanak,spibamoznak,left,20.0165,0,1,1,142,1,143,spibamlik / spibamozik,"spibamlik, spibamozni",nek,NA,"János imád spibamozni, ezért sokat spibamlik.",Ők ritkán...,spibamlanak,spibamoznak,cselekszik,-lik,2,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,zinednak,zinednek,right,8.5151,0,2,2,22,1,131,zined,zined,nak,e,Ez itt egy zined.,Elneveztem a kutyámat...,zinednek,zinednak,dzsungel,NA,NA,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,trűnylenek,trűnyöznek,left,10.8614,0,3,3,119,1,120,trűnylik / trűnyözik,"trűnylik, trűnyözni",nek,NA,"János imád trűnyözni, ezért sokat trűnylik.",Ők ritkán...,trűnylenek,trűnyöznek,cselekszik,-lik,1,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,prezlem,prezlek,right,8.1743,0,4,4,87,1,142,prezlik,prezlesz,NA,NA,Te bizony sokat prezlesz.,Én is sokat...,prezlek,prezlem,lakik,-lik,1,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,murdesnál,murdesnél,right,7.1219,0,5,5,47,1,156,murdes,murdes,nál,e,Ez itt egy murdes.,Nincs is jobb egy jó...,murdesnél,murdesnál,dzsungel,NA,NA,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,spülőrzöm,spülőrzök,left,21.7064,0,6,6,69,1,124,spülőrzik,spülőrzöl,NA,NA,Te bizony sokat spülőrzöl.,Én is sokat...,spülőrzök,spülőrzöm,lakik,-zik,2,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,zábénynak,zábénynek,right,9.9765,0,7,7,43,1,152,zábény,zábény,nak,é,Ez itt egy zábény.,Elneveztem a kutyámat...,zábénynek,zábénynak,dzsungel,NA,NA,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,trismélnak,trismélnek,right,6.3501,0,8,8,5,1,114,trismél,trismél,nak,é,Ez itt egy trismél.,Elneveztem a kutyámat...,trismélnek,trismélnak,dzsungel,NA,NA,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,spuboroznak,spuborzanak,left,10.4675,0,9,9,161,1,162,spuborzik / spuborozik,"spuborzik, spuborozni",nek,NA,"János imád spuborozni, ezért sokat spuborzik.",Ők ritkán...,spuborzanak,spuboroznak,cselekszik,-zik,2,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,sprivencnál,sprivencnél,right,5.1208,0,10,10,13,1,122,sprivenc,sprivenc,nál,e,Ez itt egy sprivenc.,Nincs is jobb egy jó...,sprivencnél,sprivencnál,dzsungel,NA,NA,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,trilekszetek,trilekedtek,right,9.6137,0,11,11,157,1,158,trilekszik / trilekedik,"trilekszik, trilekedni",tek,NA,"János imád trilekedni, ezért sokat trilekszik.",Ti ritkán...,trilekszetek,trilekedtek,cselekszik,-szik,2,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,sztruglok,sztruglom,right,7.411,0,12,12,67,1,122,sztruglik,sztruglasz,NA,NA,Te bizony sokat sztruglasz.,Én is sokat...,sztruglok,sztruglom,lakik,-lik,1,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,voboztok,vobzotok,left,20.9571,0,13,13,158,1,159,vobzik / vobozik,"vobzik, vobozni",tek,NA,"János imád vobozni, ezért sokat vobzik.",Ti ritkán...,vobzotok,voboztok,cselekszik,-zik,1,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,drivegzetek,drivegeztek,right,31.7123,0,14,14,112,1,113,drivegzik / drivegezik,"drivegzik, drivegezni",tek,NA,"János imád drivegezni, ezért sokat drivegzik.",Ti ritkán...,drivegzetek,drivegeztek,cselekszik,-zik,2,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,zatéjnál,zatéjnél,right,10.7506,0,15,15,34,1,143,zatéj,zatéj,nál,é,Ez itt egy zatéj.,Nincs is jobb egy jó...,zatéjnél,zatéjnál,dzsungel,NA,NA,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,táklok,táklom,right,6.874,0,16,16,79,1,134,táklik,táklasz,NA,NA,Te bizony sokat táklasz.,Én is sokat...,táklok,táklom,lakik,-lik,1,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
,,,,,,,,,,,,,,,,,dibezban,dibezben,right,7.2176,0,17,17,27,1,136,dibez,dibez,ban,e,Ez itt egy dibez.,Ott vagyunk a...,dibezben,dibezban,dzsungel,NA,NA,PR2064,1973.10.07.,nő,nem,2022-04-15_18h09.27.240,hesp_baseline,2021.2.3,Win32,59.76214666
