my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,16.5964,space,10.4333,right,6.9507,space,12.941,left,6.4508,space,5.6013,left,10.0129,space,22.4688,gatáglunk,gatágozunk,right,11.8212,0,0,0,137,1,30,gatáglik / gatágozik,"gatáglik, gatágozni",ünk,NA,"János imád gatágozni, ezért sokat gatáglik.",Mi ritkán...,gatáglunk,gatágozunk,cselekszik,-lik,2,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,plibzotok,pliboztok,right,14.8692,0,1,1,140,1,33,plibzik / plibozik,"plibzik, plibozni",tek,NA,"János imád plibozni, ezért sokat plibzik.",Ti ritkán...,plibzotok,pliboztok,cselekszik,-zik,1,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,bregezünk,bregzünk,right,5.8173,0,2,2,139,1,32,bregzik / bregezik,"bregzik, bregezni",ünk,NA,"János imád bregezni, ezért sokat bregzik.",Mi ritkán...,bregzünk,bregezünk,cselekszik,-zik,1,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,kaszépnak,kaszépnek,right,7.8937,0,3,3,40,1,41,kaszép,kaszép,nak,é,Ez itt egy kaszép.,Elneveztem a kutyámat...,kaszépnek,kaszépnak,dzsungel,NA,NA,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,spéslem,spéslek,right,4.8174,0,4,4,93,1,40,spéslik,spéslesz,NA,NA,Te bizony sokat spéslesz.,Én is sokat...,spéslek,spéslem,lakik,-lik,1,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,sztremlem,sztremlek,right,5.5901,0,5,5,95,1,42,sztremlik,sztremlesz,NA,NA,Te bizony sokat sztremlesz.,Én is sokat...,sztremlek,sztremlem,lakik,-lik,1,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,küslünk,küsözünk,right,7.0245,0,6,6,141,1,34,küslik / küsözik,"küslik, küsözni",ünk,NA,"János imád küsözni, ezért sokat küslik.",Mi ritkán...,küslünk,küsözünk,cselekszik,-lik,1,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,spihemlek,spihemlem,left,6.3675,0,7,7,94,1,41,spihemlik,spihemlesz,NA,NA,Te bizony sokat spihemlesz.,Én is sokat...,spihemlek,spihemlem,lakik,-lik,2,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,marzok,marzom,left,18.5843,0,8,8,99,1,46,marzik,marzol,NA,NA,Te bizony sokat marzol.,Én is sokat...,marzok,marzom,lakik,-zik,1,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,pilégszenek,pilégednek,left,15.4397,0,9,9,150,1,43,pilégszik / pilégedik,"pilégszik, pilégedni",nek,NA,"János imád pilégedni, ezért sokat pilégszik.",Ők ritkán...,pilégszenek,pilégednek,cselekszik,-szik,2,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,pekszünk,pekedünk,left,24.8506,0,10,10,161,1,54,pekszik / pekedik,"pekszik, pekedni",ünk,NA,"János imád pekedni, ezért sokat pekszik.",Mi ritkán...,pekszünk,pekedünk,cselekszik,-szik,1,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,tivencban,tivencben,right,7.5286,0,11,11,53,1,54,tivenc,tivenc,ban,e,Ez itt egy tivenc.,Ott vagyunk a...,tivencben,tivencban,dzsungel,NA,NA,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,brigesztnak,brigesztnek,right,8.3898,0,12,12,48,1,49,brigeszt,brigeszt,nak,e,Ez itt egy brigeszt.,Elneveztem a kutyámat...,brigesztnek,brigesztnak,dzsungel,NA,NA,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
,,,,,,,,,,,,,,,,,spivejeznek,spivejlenek,right,14.6723,0,13,13,125,1,18,spivejlik / spivejezik,"spivejlik, spivejezni",nek,NA,"János imád spivejezni, ezért sokat spivejlik.",Ők ritkán...,spivejlenek,spivejeznek,cselekszik,-lik,2,PR2083,2000,nő,nem,2022-04-19_19h17.33.872,hesp_baseline,2021.2.3,Win32,60.0024001
