my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,17.8615,space,9.8492,right,11.382,space,17.3726,left,5.5337,space,10.5174,left,10.2034,space,17.975,aglom,aglok,left,9.115,0,0,0,100,1,47,aglik,aglasz,NA,NA,Te bizony sokat aglasz.,Én is sokat...,aglok,aglom,lakik,-lik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,bejzünk,bejezünk,right,9.6411,0,1,1,148,1,41,bejzik / bejezik,"bejzik, bejezni",ünk,NA,"János imád bejezni, ezért sokat bejzik.",Mi ritkán...,bejzünk,bejezünk,cselekszik,-zik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,gatáglunk,gatágozunk,left,12.4578,0,2,2,137,1,30,gatáglik / gatágozik,"gatáglik, gatágozni",ünk,NA,"János imád gatágozni, ezért sokat gatáglik.",Mi ritkán...,gatáglunk,gatágozunk,cselekszik,-lik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,brubzom,brubzok,left,7.6639,0,3,3,92,1,39,brubzik,brubzol,NA,NA,Te bizony sokat brubzol.,Én is sokat...,brubzok,brubzom,lakik,-zik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,bötőrzünk,bötőrözünk,left,7.1373,0,4,4,158,1,51,bötőrzik / bötőrözik,"bötőrzik, bötőrözni",ünk,NA,"János imád bötőrözni, ezért sokat bötőrzik.",Mi ritkán...,bötőrzünk,bötőrözünk,cselekszik,-zik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,jorzégnek,jorzégnak,left,10.0458,0,5,5,45,1,46,jorzég,jorzég,nak,é,Ez itt egy jorzég.,Elneveztem a kutyámat...,jorzégnek,jorzégnak,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,jüslök,jüslöm,left,95.8846,0,6,6,56,1,3,jüslik,jüslesz,NA,NA,Te bizony sokat jüslesz.,Én is sokat...,jüslök,jüslöm,lakik,-lik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,mísozunk,míslunk,right,9.5891,0,7,7,123,1,16,míslik / mísozik,"míslik, mísozni",ünk,NA,"János imád mísozni, ezért sokat míslik.",Mi ritkán...,míslunk,mísozunk,cselekszik,-lik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,trodélyben,trodélyban,right,5.1978,0,8,8,28,1,29,trodély,trodély,ban,é,Ez itt egy trodély.,Ott vagyunk a...,trodélyben,trodélyban,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,pekszünk,pekedünk,left,5.3813,0,9,9,161,1,54,pekszik / pekedik,"pekszik, pekedni",ünk,NA,"János imád pekedni, ezért sokat pekszik.",Mi ritkán...,pekszünk,pekedünk,cselekszik,-szik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,nyizozunk,nyizlunk,right,4.8659,0,10,10,135,1,28,nyizlik / nyizozik,"nyizlik, nyizozni",ünk,NA,"János imád nyizozni, ezért sokat nyizlik.",Mi ritkán...,nyizlunk,nyizozunk,cselekszik,-lik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,buhényben,buhényban,right,4.1232,0,11,11,43,1,44,buhény,buhény,ban,é,Ez itt egy buhény.,Ott vagyunk a...,buhényben,buhényban,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,flivegzenek,flivegeznek,right,11.4117,0,12,12,138,1,31,flivegzik / flivegezik,"flivegzik, flivegezni",nek,NA,"János imád flivegezni, ezért sokat flivegzik.",Ők ritkán...,flivegzenek,flivegeznek,cselekszik,-zik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,hosétnek,hosétnak,right,8.9639,0,13,13,8,1,9,hosét,hosét,nak,é,Ez itt egy hosét.,Elneveztem a kutyámat...,hosétnek,hosétnak,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,jalrénynál,jalrénynél,right,9.7472,0,14,14,0,1,1,jalrény,jalrény,nál,é,Ez itt egy jalrény.,Nincs is jobb egy jó...,jalrénynél,jalrénynál,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,dábegyben,dábegyban,left,4.1894,0,15,15,6,1,7,dábegy,dábegy,ban,e,Ez itt egy dábegy.,Ott vagyunk a...,dábegyben,dábegyban,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,zsúdelnek,zsúdelnak,left,4.5729,0,16,16,14,1,15,zsúdel,zsúdel,nak,e,Ez itt egy zsúdel.,Elneveztem a kutyámat...,zsúdelnek,zsúdelnak,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,brobódzom,brobódzok,right,6.5287,0,17,17,96,1,43,brobódzik,brobódzol,NA,NA,Te bizony sokat brobódzol.,Én is sokat...,brobódzok,brobódzom,lakik,-zik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,vihapodunk,vihapszunk,left,16.6704,0,18,18,112,1,5,vihapszik / vihapodik,"vihapszik, vihapodni",ünk,NA,"János imád vihapodni, ezért sokat vihapszik.",Mi ritkán...,vihapszunk,vihapodunk,cselekszik,-szik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,trihagzok,trihagzom,left,3.7336,0,19,19,83,1,30,trihagzik,trihagzol,NA,NA,Te bizony sokat trihagzol.,Én is sokat...,trihagzok,trihagzom,lakik,-zik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,sihennél,sihennál,left,4.2231,0,20,20,18,1,19,sihen,sihen,nál,e,Ez itt egy sihen.,Nincs is jobb egy jó...,sihennél,sihennál,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,tágarzunk,tágarozunk,right,7.5782,0,21,21,155,1,48,tágarzik / tágarozik,"tágarzik, tágarozni",ünk,NA,"János imád tágarozni, ezért sokat tágarzik.",Mi ritkán...,tágarzunk,tágarozunk,cselekszik,-zik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,dunkészban,dunkészben,left,4.8651,0,22,22,24,1,25,dunkész,dunkész,ban,é,Ez itt egy dunkész.,Ott vagyunk a...,dunkészben,dunkészban,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,jurlunk,jurozunk,left,4.7248,0,23,23,111,1,4,jurlik / jurozik,"jurlik, jurozni",ünk,NA,"János imád jurozni, ezért sokat jurlik.",Mi ritkán...,jurlunk,jurozunk,cselekszik,-lik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,tragzok,tragzom,left,3.3728,0,24,24,90,1,37,tragzik,tragzol,NA,NA,Te bizony sokat tragzol.,Én is sokat...,tragzok,tragzom,lakik,-zik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,zsopédban,zsopédben,left,2.7699,0,25,25,50,1,51,zsopéd,zsopéd,ban,é,Ez itt egy zsopéd.,Ott vagyunk a...,zsopédben,zsopédban,dzsungel,NA,NA,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,brarlom,brarlok,right,6.557,0,26,26,71,1,18,brarlik,brarlasz,NA,NA,Te bizony sokat brarlasz.,Én is sokat...,brarlok,brarlom,lakik,-lik,1,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,friheglünk,frihegezünk,left,6.525,0,27,27,132,1,25,friheglik / frihegezik,"friheglik, frihegezni",ünk,NA,"János imád frihegezni, ezért sokat friheglik.",Mi ritkán...,friheglünk,frihegezünk,cselekszik,-lik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,nyülöklenek,nyülököznek,right,7.7634,0,28,28,108,1,1,nyülöklik / nyülöközik,"nyülöklik, nyülöközni",nek,NA,"János imád nyülöközni, ezért sokat nyülöklik.",Ők ritkán...,nyülöklenek,nyülököznek,cselekszik,-lik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
,,,,,,,,,,,,,,,,,prugorzotok,prugoroztok,right,19.5285,0,29,29,116,1,9,prugorzik / prugorozik,"prugorzik, prugorozni",tek,NA,"János imád prugorozni, ezért sokat prugorzik.",Ti ritkán...,prugorzotok,prugoroztok,cselekszik,-zik,2,PR2088,2002,nő,nem,2022-04-19_22h58.21.004,hesp_baseline,2021.2.3,Win32,58.77167205
