my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,10.0645,space,8.1493,right,9.6094,space,9.1448,left,3.9588,space,5.0781,left,5.7394,space,7.2617,frinyozunk,frinylunk,left,11.6526,0,0,0,133,1,26,frinylik / frinyozik,"frinylik, frinyozni",ünk,NA,"János imád frinyozni, ezért sokat frinylik.",Mi ritkán...,frinylunk,frinyozunk,cselekszik,-lik,1,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,lumézben,lumézban,right,6.8907,0,1,1,32,1,33,luméz,luméz,ban,é,Ez itt egy luméz.,Ott vagyunk a...,lumézben,lumézban,dzsungel,NA,NA,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,kaszépnek,kaszépnak,left,4.3682,0,2,2,40,1,41,kaszép,kaszép,nak,é,Ez itt egy kaszép.,Elneveztem a kutyámat...,kaszépnek,kaszépnak,dzsungel,NA,NA,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,darhénban,darhénben,left,2.3328,0,3,3,27,1,28,darhén,darhén,ban,é,Ez itt egy darhén.,Ott vagyunk a...,darhénben,darhénban,dzsungel,NA,NA,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,dujoznak,dujzanak,right,7.5569,0,4,4,128,1,21,dujzik / dujozik,"dujzik, dujozni",nek,NA,"János imád dujozni, ezért sokat dujzik.",Ők ritkán...,dujzanak,dujoznak,cselekszik,-zik,1,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,drűröznek,drűrzenek,right,5.0167,0,5,5,126,1,19,drűrzik / drűrözik,"drűrzik, drűrözni",nek,NA,"János imád drűrözni, ezért sokat drűrzik.",Ők ritkán...,drűrzenek,drűröznek,cselekszik,-zik,1,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,spicetnak,spicetnek,right,4.551,0,6,6,35,1,36,spicet,spicet,nak,e,Ez itt egy spicet.,Elneveztem a kutyámat...,spicetnek,spicetnak,dzsungel,NA,NA,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,gyivádzom,gyivádzok,left,3.3156,0,7,7,87,1,34,gyivádzik,gyivádzol,NA,NA,Te bizony sokat gyivádzol.,Én is sokat...,gyivádzok,gyivádzom,lakik,-zik,2,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,monvegnál,monvegnél,left,7.3609,0,8,8,26,1,27,monveg,monveg,nál,e,Ez itt egy monveg.,Nincs is jobb egy jó...,monvegnél,monvegnál,dzsungel,NA,NA,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,jurlunk,jurozunk,left,7.0453,0,9,9,111,1,4,jurlik / jurozik,"jurlik, jurozni",ünk,NA,"János imád jurozni, ezért sokat jurlik.",Mi ritkán...,jurlunk,jurozunk,cselekszik,-lik,1,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
,,,,,,,,,,,,,,,,,zsúdelnek,zsúdelnak,left,3.9681,0,10,10,14,1,15,zsúdel,zsúdel,nak,e,Ez itt egy zsúdel.,Elneveztem a kutyámat...,zsúdelnek,zsúdelnak,dzsungel,NA,NA,PR2001,2001,férfi,nem,2022-03-28_18h13.18.076,hesp_baseline,2021.2.3,Win32,61.01653548
