my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,20.6107,space,11.0856,right,5.8162,space,10.0149,left,2.5854,space,6.934,left,8.7649,space,13.7641,klarágzotok,klarágoztok,left,21.5927,0,0,0,114,1,115,klarágzik / klarágozik,"klarágzik, klarágozni",tek,NA,"János imád klarágozni, ezért sokat klarágzik.",Ti ritkán...,klarágzotok,klarágoztok,cselekszik,-zik,2,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,danétnél,danétnál,right,9.0237,0,1,1,38,1,147,danét,danét,nál,é,Ez itt egy danét.,Nincs is jobb egy jó...,danétnél,danétnál,dzsungel,NA,NA,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,klégezünk,kléglünk,right,12.3929,0,2,2,122,1,123,kléglik / klégezik,"kléglik, klégezni",ünk,NA,"János imád klégezni, ezért sokat kléglik.",Mi ritkán...,kléglünk,klégezünk,cselekszik,-lik,1,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,spalárzanak,spalároznak,left,8.2617,0,3,3,137,1,138,spalárzik / spalározik,"spalárzik, spalározni",nek,NA,"János imád spalározni, ezért sokat spalárzik.",Ők ritkán...,spalárzanak,spalároznak,cselekszik,-zik,2,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,vűjlök,vűjlöm,left,5.8728,0,4,4,94,1,149,vűjlik,vűjlesz,NA,NA,Te bizony sokat vűjlesz.,Én is sokat...,vűjlök,vűjlöm,lakik,-lik,1,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,fliraklok,fliraklom,left,9.4444,0,5,5,98,1,153,fliraklik,fliraklasz,NA,NA,Te bizony sokat fliraklasz.,Én is sokat...,fliraklok,fliraklom,lakik,-lik,2,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,braszencnél,braszencnál,left,8.8438,0,6,6,7,1,116,braszenc,braszenc,nál,e,Ez itt egy braszenc.,Nincs is jobb egy jó...,braszencnél,braszencnál,dzsungel,NA,NA,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,sztruglok,sztruglom,left,11.1913,0,7,7,67,1,122,sztruglik,sztruglasz,NA,NA,Te bizony sokat sztruglasz.,Én is sokat...,sztruglok,sztruglom,lakik,-lik,1,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,brindeznak,brindeznek,right,10.6475,0,8,8,6,1,115,brindez,brindez,nak,e,Ez itt egy brindez.,Elneveztem a kutyámat...,brindeznek,brindeznak,dzsungel,NA,NA,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,nágapodnak,nágapszanak,right,13.0285,0,9,9,152,1,153,nágapszik / nágapodik,"nágapszik, nágapodni",nek,NA,"János imád nágapodni, ezért sokat nágapszik.",Ők ritkán...,nágapszanak,nágapodnak,cselekszik,-szik,2,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
,,,,,,,,,,,,,,,,,hűgzök,hűgzöm,right,9.229,0,10,10,107,1,162,hűgzik,hűgzöl,NA,NA,Te bizony sokat hűgzöl.,Én is sokat...,hűgzök,hűgzöm,lakik,-zik,1,PR2087,1989,nő,nem,2022-04-19_23h05.03.114,hesp_baseline,2021.2.3,MacIntel,59.99880002
