my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,23.166,space,9.591,right,10.611,space,12.985,left,8.101,space,57.388,left,14.545,space,19.666,flehénylek,flehénylem,left,15.023,0,0,0,106,1,53,flehénylik,flehénylesz,NA,NA,Te bizony sokat flehénylesz.,Én is sokat...,flehénylek,flehénylem,lakik,-lik,2,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,prugorzotok,prugoroztok,right,39.033,0,1,1,116,1,9,prugorzik / prugorozik,"prugorzik, prugorozni",tek,NA,"János imád prugorozni, ezért sokat prugorzik.",Ti ritkán...,prugorzotok,prugoroztok,cselekszik,-zik,2,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,jalrénynál,jalrénynél,right,9.434,0,2,2,0,1,1,jalrény,jalrény,nál,é,Ez itt egy jalrény.,Nincs is jobb egy jó...,jalrénynél,jalrénynál,dzsungel,NA,NA,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,aglom,aglok,left,22.183,0,3,3,100,1,47,aglik,aglasz,NA,NA,Te bizony sokat aglasz.,Én is sokat...,aglok,aglom,lakik,-lik,1,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,pliboztok,plibzotok,left,24.854,0,4,4,140,1,33,plibzik / plibozik,"plibzik, plibozni",tek,NA,"János imád plibozni, ezért sokat plibzik.",Ti ritkán...,plibzotok,pliboztok,cselekszik,-zik,1,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,marzom,marzok,right,15.153,0,5,5,99,1,46,marzik,marzol,NA,NA,Te bizony sokat marzol.,Én is sokat...,marzok,marzom,lakik,-zik,1,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,flagárzok,flagárzom,right,6.208,0,6,6,64,1,11,flagárzik,flagárzol,NA,NA,Te bizony sokat flagárzol.,Én is sokat...,flagárzok,flagárzom,lakik,-zik,2,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,köszlötök,köszöztök,right,21.968,0,7,7,120,1,13,köszlik / köszözik,"köszlik, köszözni",tek,NA,"János imád köszözni, ezért sokat köszlik.",Ti ritkán...,köszlötök,köszöztök,cselekszik,-lik,1,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,zopélynál,zopélynél,right,7.564,0,8,8,5,1,6,zopély,zopély,nál,é,Ez itt egy zopély.,Nincs is jobb egy jó...,zopélynél,zopélynál,dzsungel,NA,NA,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,pilégednek,pilégszenek,left,17.034,0,9,9,150,1,43,pilégszik / pilégedik,"pilégszik, pilégedni",nek,NA,"János imád pilégedni, ezért sokat pilégszik.",Ők ritkán...,pilégszenek,pilégednek,cselekszik,-szik,2,PR2033,2001,férfi,nem,2022-04-09_13h16.33.019,hesp_baseline,2021.2.3,Win32,59.95203837
