my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,198.4761,space,20.3861,right,8.6265,space,95.4606,left,6.2906,space,23.4504,left,11.2497,space,19.4448,szibánylom,szibánylok,right,18.1308,0,0,0,67,1,14,szibánylik,szibánylasz,NA,NA,Te bizony sokat szibánylasz.,Én is sokat...,szibánylok,szibánylom,lakik,-lik,2,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,csarténynak,csarténynek,left,16.9816,0,1,1,36,1,37,csartény,csartény,nak,é,Ez itt egy csartény.,Elneveztem a kutyámat...,csarténynek,csarténynak,dzsungel,NA,NA,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,tivencban,tivencben,right,11.4572,0,2,2,53,1,54,tivenc,tivenc,ban,e,Ez itt egy tivenc.,Ott vagyunk a...,tivencben,tivencban,dzsungel,NA,NA,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,huklom,huklok,right,22.1802,0,3,3,78,1,25,huklik,huklasz,NA,NA,Te bizony sokat huklasz.,Én is sokat...,huklok,huklom,lakik,-lik,1,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,dujoznak,dujzanak,right,10.3267,0,4,4,128,1,21,dujzik / dujozik,"dujzik, dujozni",nek,NA,"János imád dujozni, ezért sokat dujzik.",Ők ritkán...,dujzanak,dujoznak,cselekszik,-zik,1,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,spábétban,spábétben,right,13.1925,0,5,5,51,1,52,spábét,spábét,ban,é,Ez itt egy spábét.,Ott vagyunk a...,spábétben,spábétban,dzsungel,NA,NA,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,rokszom,rokszok,right,6.4388,0,6,6,101,1,48,rokszik,rokszol,NA,NA,Te bizony sokat rokszol.,Én is sokat...,rokszok,rokszom,lakik,-szik,1,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,zsúdelnak,zsúdelnek,right,5.2681,0,7,7,14,1,15,zsúdel,zsúdel,nak,e,Ez itt egy zsúdel.,Elneveztem a kutyámat...,zsúdelnek,zsúdelnak,dzsungel,NA,NA,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,frélegezünk,frélegzünk,left,11.5126,0,8,8,147,1,40,frélegzik / frélegezik,"frélegzik, frélegezni",ünk,NA,"János imád frélegezni, ezért sokat frélegzik.",Mi ritkán...,frélegzünk,frélegezünk,cselekszik,-zik,2,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
,,,,,,,,,,,,,,,,,plövőrzöm,plövőrzök,left,7.7129,0,9,9,58,1,5,plövőrzik,plövőrzöl,NA,NA,Te bizony sokat plövőrzöl.,Én is sokat...,plövőrzök,plövőrzöm,lakik,-zik,2,PR2016,2000,nő,nem,2022-04-06_10h33.43.018,hesp_baseline,2021.2.3,Win32,59.83366242
