my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,9.7383,space,4.5234,right,4.8746,space,9.2696,right,8.2371,space,7.1276,left,11.5027,space,8.2929,nyürzenek,nyüröznek,right,17.3475,0,0,0,123,1,70,nyürzik / nyürözik,"nyürzik, nyürözni",nek,NA,"János imád nyürözni, ezért sokat nyürzik.",Ők ritkán...,nyürzenek,nyüröznek,cselekszik,-zik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,flűröklök,flűröklöm,right,10.4621,0,1,1,91,1,92,flűröklik,flűröklesz,NA,NA,Te bizony sokat flűröklesz.,Én is sokat...,flűröklök,flűröklöm,lakik,-lik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,spügözünk,spügzünk,right,7.2143,0,2,2,143,1,90,spügzik / spügözik,"spügzik, spügözni",ünk,NA,"János imád spügözni, ezért sokat spügzik.",Mi ritkán...,spügzünk,spügözünk,cselekszik,-zik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,praslok,praslom,left,8.4292,0,3,3,80,1,81,praslik,praslasz,NA,NA,Te bizony sokat praslasz.,Én is sokat...,praslok,praslom,lakik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,pivegszek,pivegszem,right,6.3379,0,4,4,99,1,100,pivegszik,pivegszel,NA,NA,Te bizony sokat pivegszel.,Én is sokat...,pivegszek,pivegszem,lakik,-szik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,figlok,figlom,left,3.8289,0,5,5,75,1,76,figlik,figlasz,NA,NA,Te bizony sokat figlasz.,Én is sokat...,figlok,figlom,lakik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,tribejeztek,tribejletek,left,26.557,0,6,6,132,1,79,tribejlik / tribejezik,"tribejlik, tribejezni",tek,NA,"János imád tribejezni, ezért sokat tribejlik.",Ti ritkán...,tribejletek,tribejeztek,cselekszik,-lik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,míjzunk,míjozunk,left,11.0974,0,7,7,114,1,61,míjzik / míjozik,"míjzik, míjozni",ünk,NA,"János imád míjozni, ezért sokat míjzik.",Mi ritkán...,míjzunk,míjozunk,cselekszik,-zik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,gihesztnek,gihesztnak,left,9.626,0,8,8,36,1,91,giheszt,giheszt,nak,e,Ez itt egy giheszt.,Elneveztem a kutyámat...,gihesztnek,gihesztnak,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,nyametben,nyametban,left,2.4278,0,9,9,17,1,72,nyamet,nyamet,ban,e,Ez itt egy nyamet.,Ott vagyunk a...,nyametben,nyametban,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,játlunk,játozunk,right,9.2332,0,10,10,145,1,92,játlik / játozik,"játlik, játozni",ünk,NA,"János imád játozni, ezért sokat játlik.",Mi ritkán...,játlunk,játozunk,cselekszik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,flemezünk,flemlünk,right,6.8511,0,11,11,137,1,84,flemlik / flemezik,"flemlik, flemezni",ünk,NA,"János imád flemezni, ezért sokat flemlik.",Mi ritkán...,flemlünk,flemezünk,cselekszik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,flagánylom,flagánylok,right,4.0712,0,12,12,82,1,83,flagánylik,flagánylasz,NA,NA,Te bizony sokat flagánylasz.,Én is sokat...,flagánylok,flagánylom,lakik,-lik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,kumlok,kumlom,left,3.3465,0,13,13,105,1,106,kumlik,kumlasz,NA,NA,Te bizony sokat kumlasz.,Én is sokat...,kumlok,kumlom,lakik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,zsigénnél,zsigénnál,left,4.2611,0,14,14,12,1,67,zsigén,zsigén,nál,é,Ez itt egy zsigén.,Nincs is jobb egy jó...,zsigénnél,zsigénnál,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,csimennál,csimennél,right,2.7324,0,15,15,44,1,99,csimen,csimen,nál,e,Ez itt egy csimen.,Nincs is jobb egy jó...,csimennél,csimennál,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,flitlok,flitlom,left,2.4338,0,16,16,90,1,91,flitlik,flitlasz,NA,NA,Te bizony sokat flitlasz.,Én is sokat...,flitlok,flitlom,lakik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,flehékszem,flehékszek,left,2.3334,0,17,17,77,1,78,flehékszik,flehékszel,NA,NA,Te bizony sokat flehékszel.,Én is sokat...,flehékszek,flehékszem,lakik,-szik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,zutennél,zutennál,left,1.8451,0,18,18,43,1,98,zuten,zuten,nál,e,Ez itt egy zuten.,Nincs is jobb egy jó...,zutennél,zutennál,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,tranékben,tranékban,left,2.0625,0,19,19,2,1,57,tranék,tranék,ban,é,Ez itt egy tranék.,Ott vagyunk a...,tranékben,tranékban,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,flerékszünk,flerékedünk,right,9.0928,0,20,20,159,1,106,flerékszik / flerékedik,"flerékszik, flerékedni",ünk,NA,"János imád flerékedni, ezért sokat flerékszik.",Mi ritkán...,flerékszünk,flerékedünk,cselekszik,-szik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,klazérben,klazérban,left,2.4942,0,21,21,51,1,106,klazér,klazér,ban,é,Ez itt egy klazér.,Ott vagyunk a...,klazérben,klazérban,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,tomlom,tomlok,right,2.5967,0,22,22,86,1,87,tomlik,tomlasz,NA,NA,Te bizony sokat tomlasz.,Én is sokat...,tomlok,tomlom,lakik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,juszlok,juszlom,left,3.1527,0,23,23,79,1,80,juszlik,juszlasz,NA,NA,Te bizony sokat juszlasz.,Én is sokat...,juszlok,juszlom,lakik,-lik,1,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,brágaklom,brágaklok,left,5.6852,0,24,24,71,1,72,brágaklik,brágaklasz,NA,NA,Te bizony sokat brágaklasz.,Én is sokat...,brágaklok,brágaklom,lakik,-lik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,tosélyben,tosélyban,left,1.509,0,25,25,25,1,80,tosély,tosély,ban,é,Ez itt egy tosély.,Ott vagyunk a...,tosélyben,tosélyban,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,kátédnál,kátédnél,right,2.1466,0,26,26,37,1,92,kátéd,kátéd,nál,é,Ez itt egy kátéd.,Nincs is jobb egy jó...,kátédnél,kátédnál,dzsungel,NA,NA,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
,,,,,,,,,,,,,,,,,prilepedünk,prilepszünk,right,5.4259,0,27,27,161,1,108,prilepszik / prilepedik,"prilepszik, prilepedni",ünk,NA,"János imád prilepedni, ezért sokat prilepszik.",Mi ritkán...,prilepszünk,prilepedünk,cselekszik,-szik,2,PR2077,2001,nő,nem,2022-04-19_15h18.34.038,hesp_baseline,2021.2.3,Win32,61.75507936
