my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,84.7282,space,7.4294,right,4.997,space,9.9907,left,3.8252,space,6.2004,left,7.4855,space,6.4401,küslünk,küsözünk,left,10.2251,0,0,0,141,1,34,küslik / küsözik,"küslik, küsözni",ünk,NA,"János imád küsözni, ezért sokat küslik.",Mi ritkán...,küslünk,küsözünk,cselekszik,-lik,1,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,plűbzök,plűbzöm,left,13.9499,0,1,1,107,1,54,plűbzik,plűbzöl,NA,NA,Te bizony sokat plűbzöl.,Én is sokat...,plűbzök,plűbzöm,lakik,-zik,1,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,brubzom,brubzok,right,3.4591,0,2,2,92,1,39,brubzik,brubzol,NA,NA,Te bizony sokat brubzol.,Én is sokat...,brubzok,brubzom,lakik,-zik,1,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,géregletek,géregeztek,left,8.7089,0,3,3,124,1,17,géreglik / géregezik,"géreglik, géregezni",tek,NA,"János imád géregezni, ezért sokat géreglik.",Ti ritkán...,géregletek,géregeztek,cselekszik,-lik,2,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,rokszom,rokszok,right,8.092,0,4,4,101,1,48,rokszik,rokszol,NA,NA,Te bizony sokat rokszol.,Én is sokat...,rokszok,rokszom,lakik,-szik,1,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,spilágzok,spilágzom,right,10.7916,0,5,5,76,1,23,spilágzik,spilágzol,NA,NA,Te bizony sokat spilágzol.,Én is sokat...,spilágzok,spilágzom,lakik,-zik,2,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,marzok,marzom,left,6.5001,0,6,6,99,1,46,marzik,marzol,NA,NA,Te bizony sokat marzol.,Én is sokat...,marzok,marzom,lakik,-zik,1,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,privékszenek,privékednek,right,7.2758,0,7,7,149,1,42,privékszik / privékedik,"privékszik, privékedni",nek,NA,"János imád privékedni, ezért sokat privékszik.",Ők ritkán...,privékszenek,privékednek,cselekszik,-szik,2,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,flehénylem,flehénylek,right,5.6096,0,8,8,106,1,53,flehénylik,flehénylesz,NA,NA,Te bizony sokat flehénylesz.,Én is sokat...,flehénylek,flehénylem,lakik,-lik,2,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,lumézben,lumézban,left,8.0354,0,9,9,32,1,33,luméz,luméz,ban,é,Ez itt egy luméz.,Ott vagyunk a...,lumézben,lumézban,dzsungel,NA,NA,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,kalhésznak,kalhésznek,right,5.5002,0,10,10,46,1,47,kalhész,kalhész,nak,é,Ez itt egy kalhész.,Elneveztem a kutyámat...,kalhésznek,kalhésznak,dzsungel,NA,NA,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,flözlöm,flözlök,right,3.5182,0,11,11,74,1,21,flözlik,flözlesz,NA,NA,Te bizony sokat flözlesz.,Én is sokat...,flözlök,flözlöm,lakik,-lik,1,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
,,,,,,,,,,,,,,,,,vanylok,vanylom,left,6.5613,0,12,12,61,1,8,vanylik,vanylasz,NA,NA,Te bizony sokat vanylasz.,Én is sokat...,vanylok,vanylom,lakik,-lik,1,PR2011,2000,nő,nem,2022-04-04_21h56.25.978,hesp_baseline,2021.2.3,Win32,119.8035222
