my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,139267.8315,space,8.2632,right,9.9867,space,11.4671,left,4.197,space,9.4511,left,4.7523,space,14.8391,dibáglotok,dibágoztok,left,17.1187,0,0,0,154,1,101,dibáglik / dibágozik,"dibáglik, dibágozni",tek,NA,"János imád dibágozni, ezért sokat dibáglik.",Ti ritkán...,dibáglotok,dibágoztok,cselekszik,-lik,2,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,fröjözünk,fröjlünk,right,6.614,0,1,1,117,1,64,fröjlik / fröjözik,"fröjlik, fröjözni",ünk,NA,"János imád fröjözni, ezért sokat fröjlik.",Mi ritkán...,fröjlünk,fröjözünk,cselekszik,-lik,1,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,tomlom,tomlok,left,4.029,0,2,2,86,1,87,tomlik,tomlasz,NA,NA,Te bizony sokat tomlasz.,Én is sokat...,tomlok,tomlom,lakik,-lik,1,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,sortemnál,sortemnél,right,5.3459,0,3,3,15,1,70,sortem,sortem,nál,e,Ez itt egy sortem.,Nincs is jobb egy jó...,sortemnél,sortemnál,dzsungel,NA,NA,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,pribemlek,pribemlem,left,6.6875,0,4,4,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,tumélynél,tumélynál,right,3.6165,0,5,5,28,1,83,tumély,tumély,nál,é,Ez itt egy tumély.,Nincs is jobb egy jó...,tumélynél,tumélynál,dzsungel,NA,NA,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,hákodnak,hákszanak,right,6.8803,0,6,6,150,1,97,hákszik / hákodik,"hákszik, hákodni",nek,NA,"János imád hákodni, ezért sokat hákszik.",Ők ritkán...,hákszanak,hákodnak,cselekszik,-szik,1,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,sprogzok,sprogzom,right,16.9074,0,7,7,89,1,90,sprogzik,sprogzol,NA,NA,Te bizony sokat sprogzol.,Én is sokat...,sprogzok,sprogzom,lakik,-zik,1,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,ítensben,ítensban,left,4.5317,0,8,8,50,1,105,ítens,ítens,ban,e,Ez itt egy ítens.,Ott vagyunk a...,ítensben,ítensban,dzsungel,NA,NA,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,klajrénnek,klajrénnak,right,5.4178,0,9,9,41,1,96,klajrén,klajrén,nak,é,Ez itt egy klajrén.,Elneveztem a kutyámat...,klajrénnek,klajrénnak,dzsungel,NA,NA,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,pivegszem,pivegszek,left,4.0207,0,10,10,99,1,100,pivegszik,pivegszel,NA,NA,Te bizony sokat pivegszel.,Én is sokat...,pivegszek,pivegszem,lakik,-szik,2,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,zutennál,zutennél,right,3.1857,0,11,11,43,1,98,zuten,zuten,nál,e,Ez itt egy zuten.,Nincs is jobb egy jó...,zutennél,zutennál,dzsungel,NA,NA,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
,,,,,,,,,,,,,,,,,spizecnek,spizecnak,left,5.0345,0,12,12,6,1,61,spizec,spizec,nak,e,Ez itt egy spizec.,Elneveztem a kutyámat...,spizecnek,spizecnak,dzsungel,NA,NA,PR2052,2003,nő,nem,2022-04-13_20h17.30.585,hesp_baseline,2021.2.3,Win32,58.42827929
