my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,463.937,space,6.842,right,10.47,space,48.62,left,8.62,space,2.528,left,8.513,space,39.385,bejzünk,bejezünk,left,10.42,0,0,0,148,1,41,bejzik / bejezik,"bejzik, bejezni",ünk,NA,"János imád bejezni, ezért sokat bejzik.",Mi ritkán...,bejzünk,bejezünk,cselekszik,-zik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,sztremlek,sztremlem,left,8.182,0,1,1,95,1,42,sztremlik,sztremlesz,NA,NA,Te bizony sokat sztremlesz.,Én is sokat...,sztremlek,sztremlem,lakik,-lik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,mádépnál,mádépnél,left,7.522,0,2,2,1,1,2,mádép,mádép,nál,é,Ez itt egy mádép.,Nincs is jobb egy jó...,mádépnél,mádépnál,dzsungel,NA,NA,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,szibánylok,szibánylom,left,20.458,0,3,3,67,1,14,szibánylik,szibánylasz,NA,NA,Te bizony sokat szibánylasz.,Én is sokat...,szibánylok,szibánylom,lakik,-lik,2,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,spűmlöm,spűmlök,right,3.433,0,4,4,86,1,33,spűmlik,spűmlesz,NA,NA,Te bizony sokat spűmlesz.,Én is sokat...,spűmlök,spűmlöm,lakik,-lik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,flehénylek,flehénylem,left,4.282,0,5,5,106,1,53,flehénylik,flehénylesz,NA,NA,Te bizony sokat flehénylesz.,Én is sokat...,flehénylek,flehénylem,lakik,-lik,2,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,fágyépnél,fágyépnál,left,4.569,0,6,6,10,1,11,fágyép,fágyép,nál,é,Ez itt egy fágyép.,Nincs is jobb egy jó...,fágyépnél,fágyépnál,dzsungel,NA,NA,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,pebzem,pebzek,right,3.517,0,7,7,57,1,4,pebzik,pebzel,NA,NA,Te bizony sokat pebzel.,Én is sokat...,pebzek,pebzem,lakik,-zik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,lumézban,lumézben,left,7.723,0,8,8,32,1,33,luméz,luméz,ban,é,Ez itt egy luméz.,Ott vagyunk a...,lumézben,lumézban,dzsungel,NA,NA,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,bölszöm,bölszök,right,3.031,0,9,9,105,1,52,bölszik,bölszöl,NA,NA,Te bizony sokat bölszöl.,Én is sokat...,bölszök,bölszöm,lakik,-szik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,trukszotok,trukodtok,left,5.698,0,10,10,157,1,50,trukszik / trukodik,"trukszik, trukodni",tek,NA,"János imád trukodni, ezért sokat trukszik.",Ti ritkán...,trukszotok,trukodtok,cselekszik,-szik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,gatágozunk,gatáglunk,left,6.78,0,11,11,137,1,30,gatáglik / gatágozik,"gatáglik, gatágozni",ünk,NA,"János imád gatágozni, ezért sokat gatáglik.",Mi ritkán...,gatáglunk,gatágozunk,cselekszik,-lik,2,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,dábegyban,dábegyben,right,5.196,0,12,12,6,1,7,dábegy,dábegy,ban,e,Ez itt egy dábegy.,Ott vagyunk a...,dábegyben,dábegyban,dzsungel,NA,NA,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,bügzenek,bügöznek,left,8.6,0,13,13,118,1,11,bügzik / bügözik,"bügzik, bügözni",nek,NA,"János imád bügözni, ezért sokat bügzik.",Ők ritkán...,bügzenek,bügöznek,cselekszik,-zik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,tragzok,tragzom,left,2.816,0,14,14,90,1,37,tragzik,tragzol,NA,NA,Te bizony sokat tragzol.,Én is sokat...,tragzok,tragzom,lakik,-zik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,pugoslok,pugoslom,left,3.094,0,15,15,84,1,31,pugoslik,pugoslasz,NA,NA,Te bizony sokat pugoslasz.,Én is sokat...,pugoslok,pugoslom,lakik,-lik,2,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,frágapszom,frágapszok,right,5.268,0,16,16,60,1,7,frágapszik,frágapszol,NA,NA,Te bizony sokat frágapszol.,Én is sokat...,frágapszok,frágapszom,lakik,-szik,2,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,pivédben,pivédban,left,2.947,0,17,17,52,1,53,pivéd,pivéd,ban,é,Ez itt egy pivéd.,Ott vagyunk a...,pivédben,pivédban,dzsungel,NA,NA,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,nuhétnél,nuhétnál,left,4.033,0,18,18,29,1,30,nuhét,nuhét,nál,é,Ez itt egy nuhét.,Nincs is jobb egy jó...,nuhétnél,nuhétnál,dzsungel,NA,NA,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,tágarzunk,tágarozunk,right,5.416,0,19,19,155,1,48,tágarzik / tágarozik,"tágarzik, tágarozni",ünk,NA,"János imád tágarozni, ezért sokat tágarzik.",Mi ritkán...,tágarzunk,tágarozunk,cselekszik,-zik,2,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,dajrensnél,dajrensnál,left,3.432,0,20,20,49,1,50,dajrens,dajrens,nál,e,Ez itt egy dajrens.,Nincs is jobb egy jó...,dajrensnél,dajrensnál,dzsungel,NA,NA,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,sprédlek,sprédlem,left,2.778,0,21,21,70,1,17,sprédlik,sprédlesz,NA,NA,Te bizony sokat sprédlesz.,Én is sokat...,sprédlek,sprédlem,lakik,-lik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,prögöztök,prögzötök,left,5.64,0,22,22,151,1,44,prögzik / prögözik,"prögzik, prögözni",tek,NA,"János imád prögözni, ezért sokat prögzik.",Ti ritkán...,prögzötök,prögöztök,cselekszik,-zik,1,PR2029,2001,férfi,nem,2022-04-08_19h33.01.333,hesp_baseline,2021.2.3,Win32,60.0240096
