my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,11.703,space,6.177,right,9.544,space,10.297,left,4.936,space,6.414,left,6.238,space,10.269,nyáslom,nyáslok,right,7.042,0,0,0,100,1,155,nyáslik,nyáslasz,NA,NA,Te bizony sokat nyáslasz.,Én is sokat...,nyáslok,nyáslom,lakik,-lik,1,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,nyarcéjnak,nyarcéjnek,right,13.384,0,1,1,37,1,146,nyarcéj,nyarcéj,nak,é,Ez itt egy nyarcéj.,Elneveztem a kutyámat...,nyarcéjnek,nyarcéjnak,dzsungel,NA,NA,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,sartelyban,sartelyben,right,6.227,0,2,2,40,1,149,sartely,sartely,ban,e,Ez itt egy sartely.,Ott vagyunk a...,sartelyben,sartelyban,dzsungel,NA,NA,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,licegyban,licegyben,right,3.963,0,3,3,15,1,124,licegy,licegy,ban,e,Ez itt egy licegy.,Ott vagyunk a...,licegyben,licegyban,dzsungel,NA,NA,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,gicéjnál,gicéjnél,right,3.846,0,4,4,17,1,126,gicéj,gicéj,nál,é,Ez itt egy gicéj.,Nincs is jobb egy jó...,gicéjnél,gicéjnál,dzsungel,NA,NA,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,pibegzenek,pibegeznek,right,7.189,0,5,5,127,1,128,pibegzik / pibegezik,"pibegzik, pibegezni",nek,NA,"János imád pibegezni, ezért sokat pibegzik.",Ők ritkán...,pibegzenek,pibegeznek,cselekszik,-zik,2,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,virzanak,viroznak,right,12.294,0,6,6,125,1,126,virzik / virozik,"virzik, virozni",nek,NA,"János imád virozni, ezért sokat virzik.",Ők ritkán...,virzanak,viroznak,cselekszik,-zik,1,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,pristélban,pristélben,right,6.56,0,7,7,1,1,110,pristél,pristél,ban,é,Ez itt egy pristél.,Ott vagyunk a...,pristélben,pristélban,dzsungel,NA,NA,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,braszencnél,braszencnál,left,11.794,0,8,8,7,1,116,braszenc,braszenc,nál,e,Ez itt egy braszenc.,Nincs is jobb egy jó...,braszencnél,braszencnál,dzsungel,NA,NA,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,trálakoznak,trálaklanak,left,15.71,0,9,9,116,1,117,trálaklik / trálakozik,"trálaklik, trálakozni",nek,NA,"János imád trálakozni, ezért sokat trálaklik.",Ők ritkán...,trálaklanak,trálakoznak,cselekszik,-lik,2,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
,,,,,,,,,,,,,,,,,brotesban,brotesben,right,4.597,0,10,10,53,1,162,brotes,brotes,ban,e,Ez itt egy brotes.,Ott vagyunk a...,brotesben,brotesban,dzsungel,NA,NA,PR2056,1986,nő,nem,2022-04-14_12h38.46.238,hesp_baseline,2021.2.3,Win32,59.95203837
