my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,9.9734,space,5.7019,right,4.9539,space,10.9539,left,3.9101,space,6.4524,left,4.7458,space,10.7609,lírlanak,líroznak,right,7.4614,0,0,0,115,1,62,lírlik / lírozik,"lírlik, lírozni",nek,NA,"János imád lírozni, ezért sokat lírlik.",Ők ritkán...,lírlanak,líroznak,cselekszik,-lik,1,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,ruslom,ruslok,right,8.0943,0,1,1,83,1,84,ruslik,ruslasz,NA,NA,Te bizony sokat ruslasz.,Én is sokat...,ruslok,ruslom,lakik,-lik,1,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,sprízemnál,sprízemnél,right,6.0465,0,2,2,22,1,77,sprízem,sprízem,nál,e,Ez itt egy sprízem.,Nincs is jobb egy jó...,sprízemnél,sprízemnál,dzsungel,NA,NA,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,fréslünk,frésezünk,left,6.6578,0,3,3,138,1,85,fréslik / frésezik,"fréslik, frésezni",ünk,NA,"János imád frésezni, ezért sokat fréslik.",Mi ritkán...,fréslünk,frésezünk,cselekszik,-lik,1,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,tiregzem,tiregzek,left,4.6122,0,4,4,64,1,65,tiregzik,tiregzel,NA,NA,Te bizony sokat tiregzel.,Én is sokat...,tiregzek,tiregzem,lakik,-zik,2,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,sprogzok,sprogzom,right,2.8205,0,5,5,89,1,90,sprogzik,sprogzol,NA,NA,Te bizony sokat sprogzol.,Én is sokat...,sprogzok,sprogzom,lakik,-zik,1,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,frálaslanak,frálasoznak,left,7.7111,0,6,6,110,1,57,frálaslik / frálasozik,"frálaslik, frálasozni",nek,NA,"János imád frálasozni, ezért sokat frálaslik.",Ők ritkán...,frálaslanak,frálasoznak,cselekszik,-lik,2,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,ronvetnek,ronvetnak,left,4.1417,0,7,7,9,1,64,ronvet,ronvet,nak,e,Ez itt egy ronvet.,Elneveztem a kutyámat...,ronvetnek,ronvetnak,dzsungel,NA,NA,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,spöközünk,spöklünk,right,5.6113,0,8,8,130,1,77,spöklik / spöközik,"spöklik, spöközni",ünk,NA,"János imád spöközni, ezért sokat spöklik.",Mi ritkán...,spöklünk,spöközünk,cselekszik,-lik,1,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
,,,,,,,,,,,,,,,,,cságyeltben,cságyeltban,left,5.6025,0,9,9,10,1,65,cságyelt,cságyelt,ban,e,Ez itt egy cságyelt.,Ott vagyunk a...,cságyeltben,cságyeltban,dzsungel,NA,NA,PR2049,1990,nő,nem,2022-04-13_16h12.16.801,hesp_baseline,2021.2.3,Win32,58.61664713
