my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,16.1024,space,8.0635,right,7.0276,space,11.4642,left,2.2815,space,10.998,left,4.1201,space,14.2738,prohódzom,prohódzok,left,9.1791,0,0,0,66,1,67,prohódzik,prohódzol,NA,NA,Te bizony sokat prohódzol.,Én is sokat...,prohódzok,prohódzom,lakik,-zik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,tribejeztek,tribejletek,right,41.7876,0,1,1,132,1,79,tribejlik / tribejezik,"tribejlik, tribejezni",tek,NA,"János imád tribejezni, ezért sokat tribejlik.",Ti ritkán...,tribejletek,tribejeztek,cselekszik,-lik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,trugoznak,trugzanak,right,20.4651,0,2,2,146,1,93,trugzik / trugozik,"trugzik, trugozni",nek,NA,"János imád trugozni, ezért sokat trugzik.",Ők ritkán...,trugzanak,trugoznak,cselekszik,-zik,1,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,flehékszek,flehékszem,left,10.4466,0,3,3,77,1,78,flehékszik,flehékszel,NA,NA,Te bizony sokat flehékszel.,Én is sokat...,flehékszek,flehékszem,lakik,-szik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,dihelynek,dihelynak,left,5.5421,0,4,4,20,1,75,dihely,dihely,nak,e,Ez itt egy dihely.,Elneveztem a kutyámat...,dihelynek,dihelynak,dzsungel,NA,NA,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,pítendben,pítendban,left,4.0137,0,5,5,18,1,73,pítend,pítend,ban,e,Ez itt egy pítend.,Ott vagyunk a...,pítendben,pítendban,dzsungel,NA,NA,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,flerékszünk,flerékedünk,left,10.2727,0,6,6,159,1,106,flerékszik / flerékedik,"flerékszik, flerékedni",ünk,NA,"János imád flerékedni, ezért sokat flerékszik.",Mi ritkán...,flerékszünk,flerékedünk,cselekszik,-szik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,zihencnek,zihencnak,left,3.7789,0,7,7,52,1,107,zihenc,zihenc,nak,e,Ez itt egy zihenc.,Elneveztem a kutyámat...,zihencnek,zihencnak,dzsungel,NA,NA,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,spüjzök,spüjzöm,left,9.8637,0,8,8,59,1,60,spüjzik,spüjzöl,NA,NA,Te bizony sokat spüjzöl.,Én is sokat...,spüjzök,spüjzöm,lakik,-zik,1,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,prihegednek,prihegszenek,left,17.1963,0,9,9,155,1,102,prihegszik / prihegedik,"prihegszik, prihegedni",nek,NA,"János imád prihegedni, ezért sokat prihegszik.",Ők ritkán...,prihegszenek,prihegednek,cselekszik,-szik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,bingéjnek,bingéjnak,left,5.7311,0,10,10,49,1,104,bingéj,bingéj,nak,é,Ez itt egy bingéj.,Elneveztem a kutyámat...,bingéjnek,bingéjnak,dzsungel,NA,NA,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,csubzunk,csubozunk,left,10.941,0,11,11,111,1,58,csubzik / csubozik,"csubzik, csubozni",ünk,NA,"János imád csubozni, ezért sokat csubzik.",Mi ritkán...,csubzunk,csubozunk,cselekszik,-zik,1,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,kalrézban,kalrézben,left,4.6497,0,12,12,16,1,71,kalréz,kalréz,ban,é,Ez itt egy kalréz.,Ott vagyunk a...,kalrézben,kalrézban,dzsungel,NA,NA,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,pivegszem,pivegszek,left,8.6815,0,13,13,99,1,100,pivegszik,pivegszel,NA,NA,Te bizony sokat pivegszel.,Én is sokat...,pivegszek,pivegszem,lakik,-szik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,csintékban,csintékben,left,10.981,0,14,14,23,1,78,csinték,csinték,ban,é,Ez itt egy csinték.,Ott vagyunk a...,csintékben,csintékban,dzsungel,NA,NA,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,szirlom,szirlok,right,6.9013,0,15,15,62,1,63,szirlik,szirlasz,NA,NA,Te bizony sokat szirlasz.,Én is sokat...,szirlok,szirlom,lakik,-lik,1,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,gilárzom,gilárzok,left,16.9458,0,16,16,94,1,95,gilárzik,gilárzol,NA,NA,Te bizony sokat gilárzol.,Én is sokat...,gilárzok,gilárzom,lakik,-zik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,praslok,praslom,left,5.1758,0,17,17,80,1,81,praslik,praslasz,NA,NA,Te bizony sokat praslasz.,Én is sokat...,praslok,praslom,lakik,-lik,1,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,pratánylom,pratánylok,left,6.527,0,18,18,95,1,96,pratánylik,pratánylasz,NA,NA,Te bizony sokat pratánylasz.,Én is sokat...,pratánylok,pratánylom,lakik,-lik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,lingéknél,lingéknál,left,5.4384,0,19,19,32,1,87,lingék,lingék,nál,é,Ez itt egy lingék.,Nincs is jobb egy jó...,lingéknél,lingéknál,dzsungel,NA,NA,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,huroslom,huroslok,right,8.856,0,20,20,76,1,77,huroslik,huroslasz,NA,NA,Te bizony sokat huroslasz.,Én is sokat...,huroslok,huroslom,lakik,-lik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,nyöbzenek,nyöböznek,left,8.9699,0,21,21,152,1,99,nyöbzik / nyöbözik,"nyöbzik, nyöbözni",nek,NA,"János imád nyöbözni, ezért sokat nyöbzik.",Ők ritkán...,nyöbzenek,nyöböznek,cselekszik,-zik,1,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,spülűdzök,spülűdzöm,right,12.3622,0,22,22,56,1,57,spülűdzik,spülűdzöl,NA,NA,Te bizony sokat spülűdzöl.,Én is sokat...,spülűdzök,spülűdzöm,lakik,-zik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
,,,,,,,,,,,,,,,,,pribemlem,pribemlek,right,4.8674,0,23,23,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,PR2008,2000,nő,nem,2022-04-04_11h35.29.019,hesp_baseline,2021.2.3,Win32,59.85156811
