my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,358.7586,space,10.0281,right,7.8528,space,24.3813,left,4.6246,space,15.6173,left,8.6606,space,159.25,ikszertban,ikszertben,right,7.3762,0,0,0,19,1,74,ikszert,ikszert,ban,e,Ez itt egy ikszert.,Ott vagyunk a...,ikszertben,ikszertban,dzsungel,NA,NA,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,prohódzom,prohódzok,left,5.6392,0,1,1,66,1,67,prohódzik,prohódzol,NA,NA,Te bizony sokat prohódzol.,Én is sokat...,prohódzok,prohódzom,lakik,-zik,2,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,dingecnek,dingecnak,right,5.5612,0,2,2,42,1,97,dingec,dingec,nak,e,Ez itt egy dingec.,Elneveztem a kutyámat...,dingecnek,dingecnak,dzsungel,NA,NA,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,metégszenek,metégednek,right,12.0103,0,3,3,112,1,59,metégszik / metégedik,"metégszik, metégedni",nek,NA,"János imád metégedni, ezért sokat metégszik.",Ők ritkán...,metégszenek,metégednek,cselekszik,-szik,2,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,livénylünk,livényezünk,right,11.2817,0,4,4,128,1,75,livénylik / livényezik,"livénylik, livényezni",ünk,NA,"János imád livényezni, ezért sokat livénylik.",Mi ritkán...,livénylünk,livényezünk,cselekszik,-lik,2,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,nyürzenek,nyüröznek,right,6.5614,0,5,5,123,1,70,nyürzik / nyürözik,"nyürzik, nyürözni",nek,NA,"János imád nyürözni, ezért sokat nyürzik.",Ők ritkán...,nyürzenek,nyüröznek,cselekszik,-zik,1,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,frésezünk,fréslünk,right,12.8009,0,6,6,138,1,85,fréslik / frésezik,"fréslik, frésezni",ünk,NA,"János imád frésezni, ezért sokat fréslik.",Mi ritkán...,fréslünk,frésezünk,cselekszik,-lik,1,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,sponyoznak,sponylanak,right,8.428,0,7,7,125,1,72,sponylik / sponyozik,"sponylik, sponyozni",nek,NA,"János imád sponyozni, ezért sokat sponylik.",Ők ritkán...,sponylanak,sponyoznak,cselekszik,-lik,1,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,júdernek,júdernak,right,11.0874,0,8,8,53,1,108,júder,júder,nak,e,Ez itt egy júder.,Elneveztem a kutyámat...,júdernek,júdernak,dzsungel,NA,NA,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
,,,,,,,,,,,,,,,,,lorjódzom,lorjódzok,left,4.4781,0,9,9,88,1,89,lorjódzik,lorjódzol,NA,NA,Te bizony sokat lorjódzol.,Én is sokat...,lorjódzok,lorjódzom,lakik,-zik,2,PR2079,1980,nő,nem,2022-04-19_12h36.16.882,hesp_baseline,2021.2.3,Win32,60.27000964
