my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,42.0915,space,8.1305,right,8.4382,space,10.7628,left,6.6814,space,6.7309,left,7.8644,space,24.4075,szibánylok,szibánylom,left,11.6909,0,0,0,67,1,14,szibánylik,szibánylasz,NA,NA,Te bizony sokat szibánylasz.,Én is sokat...,szibánylok,szibánylom,lakik,-lik,2,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,vilakszok,vilakszom,right,10.4023,0,1,1,97,1,44,vilakszik,vilakszol,NA,NA,Te bizony sokat vilakszol.,Én is sokat...,vilakszok,vilakszom,lakik,-szik,2,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,salárzok,salárzom,left,4.7982,0,2,2,103,1,50,salárzik,salárzol,NA,NA,Te bizony sokat salárzol.,Én is sokat...,salárzok,salárzom,lakik,-zik,2,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,narádzom,narádzok,right,9.2636,0,3,3,63,1,10,narádzik,narádzol,NA,NA,Te bizony sokat narádzol.,Én is sokat...,narádzok,narádzom,lakik,-zik,2,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,sprudozunk,sprudlunk,left,11.4323,0,4,4,136,1,29,sprudlik / sprudozik,"sprudlik, sprudozni",ünk,NA,"János imád sprudozni, ezért sokat sprudlik.",Mi ritkán...,sprudlunk,sprudozunk,cselekszik,-lik,1,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,kliszernél,kliszernál,left,7.7582,0,5,5,31,1,32,kliszer,kliszer,nál,e,Ez itt egy kliszer.,Nincs is jobb egy jó...,kliszernél,kliszernál,dzsungel,NA,NA,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,gyivepszenek,gyivepednek,right,9.9812,0,6,6,160,1,53,gyivepszik / gyivepedik,"gyivepszik, gyivepedni",nek,NA,"János imád gyivepedni, ezért sokat gyivepszik.",Ők ritkán...,gyivepszenek,gyivepednek,cselekszik,-szik,2,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,brözöztök,brözlötök,right,8.0124,0,7,7,145,1,38,brözlik / brözözik,"brözlik, brözözni",tek,NA,"János imád brözözni, ezért sokat brözlik.",Ti ritkán...,brözlötök,brözöztök,cselekszik,-lik,1,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,hilarzok,hilarzom,left,7.0235,0,8,8,69,1,16,hilarzik,hilarzol,NA,NA,Te bizony sokat hilarzol.,Én is sokat...,hilarzok,hilarzom,lakik,-zik,2,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
,,,,,,,,,,,,,,,,,vülődzök,vülődzöm,right,6.7648,0,9,9,81,1,28,vülődzik,vülődzöl,NA,NA,Te bizony sokat vülődzöl.,Én is sokat...,vülődzök,vülődzöm,lakik,-zik,2,PR2043,1980,nő,nem,2022-04-15_20h19.37.479,hesp_baseline,2021.2.3,Win32,60.0132029
