my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,26.4222,space,6.5521,right,5.6387,space,13.0252,left,4.8576,space,8.5229,left,6.073,space,14.6082,nyivágozunk,nyivágzunk,right,9.1683,0,0,0,113,1,6,nyivágzik / nyivágozik,"nyivágzik, nyivágozni",ünk,NA,"János imád nyivágozni, ezért sokat nyivágzik.",Mi ritkán...,nyivágzunk,nyivágozunk,cselekszik,-zik,2,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,gyivepszenek,gyivepednek,left,14.9333,0,1,1,160,1,53,gyivepszik / gyivepedik,"gyivepszik, gyivepedni",nek,NA,"János imád gyivepedni, ezért sokat gyivepszik.",Ők ritkán...,gyivepszenek,gyivepednek,cselekszik,-szik,2,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,pliboztok,plibzotok,right,25.1863,0,2,2,140,1,33,plibzik / plibozik,"plibzik, plibozni",tek,NA,"János imád plibozni, ezért sokat plibzik.",Ti ritkán...,plibzotok,pliboztok,cselekszik,-zik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,fádensnak,fádensnek,right,6.9805,0,3,3,33,1,34,fádens,fádens,nak,e,Ez itt egy fádens.,Elneveztem a kutyámat...,fádensnek,fádensnak,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,kűdöznek,kűdlenek,right,9.8327,0,4,4,142,1,35,kűdlik / kűdözik,"kűdlik, kűdözni",nek,NA,"János imád kűdözni, ezért sokat kűdlik.",Ők ritkán...,kűdlenek,kűdöznek,cselekszik,-lik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,bralképben,bralképban,left,7.8262,0,5,5,12,1,13,bralkép,bralkép,ban,é,Ez itt egy bralkép.,Ott vagyunk a...,bralképben,bralképban,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,filágzom,filágzok,left,14.1592,0,6,6,102,1,49,filágzik,filágzol,NA,NA,Te bizony sokat filágzol.,Én is sokat...,filágzok,filágzom,lakik,-zik,2,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,píjlok,píjlom,right,17.2835,0,7,7,75,1,22,píjlik,píjlasz,NA,NA,Te bizony sokat píjlasz.,Én is sokat...,píjlok,píjlom,lakik,-lik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,plűbzök,plűbzöm,left,12.4228,0,8,8,107,1,54,plűbzik,plűbzöl,NA,NA,Te bizony sokat plűbzöl.,Én is sokat...,plűbzök,plűbzöm,lakik,-zik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,naremben,naremban,left,4.4302,0,9,9,2,1,3,narem,narem,ban,e,Ez itt egy narem.,Ott vagyunk a...,naremben,naremban,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,sihennél,sihennál,left,4.0171,0,10,10,18,1,19,sihen,sihen,nál,e,Ez itt egy sihen.,Nincs is jobb egy jó...,sihennél,sihennál,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,vilakszok,vilakszom,right,8.7143,0,11,11,97,1,44,vilakszik,vilakszol,NA,NA,Te bizony sokat vilakszol.,Én is sokat...,vilakszok,vilakszom,lakik,-szik,2,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,klörlöm,klörlök,right,6.6716,0,12,12,80,1,27,klörlik,klörlesz,NA,NA,Te bizony sokat klörlesz.,Én is sokat...,klörlök,klörlöm,lakik,-lik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,gyibeslek,gyibeslem,right,21.1214,0,13,13,98,1,45,gyibeslik,gyibeslesz,NA,NA,Te bizony sokat gyibeslesz.,Én is sokat...,gyibeslek,gyibeslem,lakik,-lik,2,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,brözöztök,brözlötök,right,12.6254,0,14,14,145,1,38,brözlik / brözözik,"brözlik, brözözni",tek,NA,"János imád brözözni, ezért sokat brözlik.",Ti ritkán...,brözlötök,brözöztök,cselekszik,-lik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,pivédben,pivédban,left,2.8555,0,15,15,52,1,53,pivéd,pivéd,ban,é,Ez itt egy pivéd.,Ott vagyunk a...,pivédben,pivédban,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,brigesztnak,brigesztnek,right,5.2639,0,16,16,48,1,49,brigeszt,brigeszt,nak,e,Ez itt egy brigeszt.,Elneveztem a kutyámat...,brigesztnek,brigesztnak,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,lorzensnál,lorzensnél,right,4.4547,0,17,17,34,1,35,lorzens,lorzens,nál,e,Ez itt egy lorzens.,Nincs is jobb egy jó...,lorzensnél,lorzensnál,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,sprudlunk,sprudozunk,left,6.5134,0,18,18,136,1,29,sprudlik / sprudozik,"sprudlik, sprudozni",ünk,NA,"János imád sprudozni, ezért sokat sprudlik.",Mi ritkán...,sprudlunk,sprudozunk,cselekszik,-lik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,spatszom,spatszok,right,14.8646,0,19,19,73,1,20,spatszik,spatszol,NA,NA,Te bizony sokat spatszol.,Én is sokat...,spatszok,spatszom,lakik,-szik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,privékszenek,privékednek,left,7.1155,0,20,20,149,1,42,privékszik / privékedik,"privékszik, privékedni",nek,NA,"János imád privékedni, ezért sokat privékszik.",Ők ritkán...,privékszenek,privékednek,cselekszik,-szik,2,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,pisélyban,pisélyben,right,3.552,0,21,21,21,1,22,pisély,pisély,ban,é,Ez itt egy pisély.,Ott vagyunk a...,pisélyben,pisélyban,dzsungel,NA,NA,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
,,,,,,,,,,,,,,,,,bejzünk,bejezünk,left,4.5779,0,22,22,148,1,41,bejzik / bejezik,"bejzik, bejezni",ünk,NA,"János imád bejezni, ezért sokat bejzik.",Mi ritkán...,bejzünk,bejezünk,cselekszik,-zik,1,PR2080,1991,nő,igen,2022-04-19_13h43.49.136,hesp_baseline,2021.2.3,Linux x86_64,59.99880002
