my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,18.1613,space,9.0747,right,6.6277,space,10.5824,left,3.7002,space,9.4004,left,5.0328,space,16.6487,spüszlöm,spüszlök,left,4.6937,0,0,0,96,1,151,spüszlik,spüszlesz,NA,NA,Te bizony sokat spüszlesz.,Én is sokat...,spüszlök,spüszlöm,lakik,-lik,1,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,brüjlök,brüjlöm,left,2.8263,0,1,1,55,1,110,brüjlik,brüjlesz,NA,NA,Te bizony sokat brüjlesz.,Én is sokat...,brüjlök,brüjlöm,lakik,-lik,1,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,brilegzünk,brilegezünk,right,6.4946,0,2,2,124,1,125,brilegzik / brilegezik,"brilegzik, brilegezni",ünk,NA,"János imád brilegezni, ezért sokat brilegzik.",Mi ritkán...,brilegzünk,brilegezünk,cselekszik,-zik,2,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,sztrozlok,sztrozlom,right,3.712,0,3,3,104,1,159,sztrozlik,sztrozlasz,NA,NA,Te bizony sokat sztrozlasz.,Én is sokat...,sztrozlok,sztrozlom,lakik,-lik,1,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,kátelnak,kátelnek,right,2.8098,0,4,4,12,1,121,kátel,kátel,nak,e,Ez itt egy kátel.,Elneveztem a kutyámat...,kátelnek,kátelnak,dzsungel,NA,NA,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,rájzom,rájzok,right,3.5056,0,5,5,70,1,125,rájzik,rájzol,NA,NA,Te bizony sokat rájzol.,Én is sokat...,rájzok,rájzom,lakik,-zik,1,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,tuboklok,tuboklom,left,3.1813,0,6,6,84,1,139,tuboklik,tuboklasz,NA,NA,Te bizony sokat tuboklasz.,Én is sokat...,tuboklok,tuboklom,lakik,-lik,2,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,trapszegynél,trapszegynál,left,4.1249,0,7,7,39,1,148,trapszegy,trapszegy,nál,e,Ez itt egy trapszegy.,Nincs is jobb egy jó...,trapszegynél,trapszegynál,dzsungel,NA,NA,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,klosétnek,klosétnak,right,4.405,0,8,8,45,1,154,klosét,klosét,nak,é,Ez itt egy klosét.,Elneveztem a kutyámat...,klosétnek,klosétnak,dzsungel,NA,NA,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,sztrijzok,sztrijzom,right,2.843,0,9,9,68,1,123,sztrijzik,sztrijzol,NA,NA,Te bizony sokat sztrijzol.,Én is sokat...,sztrijzok,sztrijzom,lakik,-zik,1,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,danétnél,danétnál,right,5.5316,0,10,10,38,1,147,danét,danét,nál,é,Ez itt egy danét.,Nincs is jobb egy jó...,danétnél,danétnál,dzsungel,NA,NA,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,nivároztok,nivárzotok,left,5.5779,0,11,11,146,1,147,nivárzik / nivározik,"nivárzik, nivározni",tek,NA,"János imád nivározni, ezért sokat nivárzik.",Ti ritkán...,nivárzotok,nivároztok,cselekszik,-zik,2,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
,,,,,,,,,,,,,,,,,spatelnek,spatelnak,left,3.6406,0,12,12,21,1,130,spatel,spatel,nak,e,Ez itt egy spatel.,Elneveztem a kutyámat...,spatelnek,spatelnak,dzsungel,NA,NA,PR2046,1991,nő,nem,2022-04-13_11h28.38.312,hesp_baseline,2021.2.3,Win32,60.04202942
