my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,20.214,space,6.559,right,5.329,space,10.108,left,7.541,space,7.109,left,9.539,space,11.405,trádlok,trádlom,left,5.525,0,0,0,105,1,160,trádlik,trádlasz,NA,NA,Te bizony sokat trádlasz.,Én is sokat...,trádlok,trádlom,lakik,-lik,1,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,lumoztok,lumlotok,right,33.541,0,1,1,149,1,150,lumlik / lumozik,"lumlik, lumozni",tek,NA,"János imád lumozni, ezért sokat lumlik.",Ti ritkán...,lumlotok,lumoztok,cselekszik,-lik,1,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,brálamlanak,brálamoznak,left,13.554,0,2,2,144,1,145,brálamlik / brálamozik,"brálamlik, brálamozni",nek,NA,"János imád brálamozni, ezért sokat brálamlik.",Ők ritkán...,brálamlanak,brálamoznak,cselekszik,-lik,2,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,nyarcéjnak,nyarcéjnek,left,6.99,0,3,3,37,1,146,nyarcéj,nyarcéj,nak,é,Ez itt egy nyarcéj.,Elneveztem a kutyámat...,nyarcéjnek,nyarcéjnak,dzsungel,NA,NA,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,zábénynek,zábénynak,right,4.268,0,4,4,43,1,152,zábény,zábény,nak,é,Ez itt egy zábény.,Elneveztem a kutyámat...,zábénynek,zábénynak,dzsungel,NA,NA,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,zsáderban,zsáderben,left,7.845,0,5,5,25,1,134,zsáder,zsáder,ban,e,Ez itt egy zsáder.,Ott vagyunk a...,zsáderben,zsáderban,dzsungel,NA,NA,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,fizendben,fizendban,left,2.893,0,6,6,49,1,158,fizend,fizend,ban,e,Ez itt egy fizend.,Ott vagyunk a...,fizendben,fizendban,dzsungel,NA,NA,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,gicéjnál,gicéjnél,right,4.688,0,7,7,17,1,126,gicéj,gicéj,nál,é,Ez itt egy gicéj.,Nincs is jobb egy jó...,gicéjnél,gicéjnál,dzsungel,NA,NA,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,brotesben,brotesban,right,4.244,0,8,8,53,1,162,brotes,brotes,ban,e,Ez itt egy brotes.,Ott vagyunk a...,brotesben,brotesban,dzsungel,NA,NA,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
,,,,,,,,,,,,,,,,,brukésznél,brukésznál,left,6.194,0,9,9,10,1,119,brukész,brukész,nál,é,Ez itt egy brukész.,Nincs is jobb egy jó...,brukésznél,brukésznál,dzsungel,NA,NA,dye,1972,férfi,igen,2022-03-23_16h54.19.558,hesp_baseline,2021.2.3,Linux x86_64,60.60606061
