my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,32.4366,space,10.3602,right,8.8563,space,14.3,left,4.3538,space,9.6599,left,9.0762,space,17.5639,posoztok,poslotok,right,9.9343,0,0,0,121,1,68,poslik / posozik,"poslik, posozni",tek,NA,"János imád posozni, ezért sokat poslik.",Ti ritkán...,poslotok,posoztok,cselekszik,-lik,1,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,pribemlem,pribemlek,right,15.9369,0,1,1,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,trírzunk,trírozunk,right,12.825,0,2,2,116,1,63,trírzik / trírozik,"trírzik, trírozni",ünk,NA,"János imád trírozni, ezért sokat trírzik.",Mi ritkán...,trírzunk,trírozunk,cselekszik,-zik,1,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,spügzünk,spügözünk,right,8.3008,0,3,3,143,1,90,spügzik / spügözik,"spügzik, spügözni",ünk,NA,"János imád spügözni, ezért sokat spügzik.",Mi ritkán...,spügzünk,spügözünk,cselekszik,-zik,1,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,spátennak,spátennek,right,5.5975,0,4,4,33,1,88,spáten,spáten,nak,e,Ez itt egy spáten.,Elneveztem a kutyámat...,spátennek,spátennak,dzsungel,NA,NA,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,szűslök,szűslöm,left,5.167,0,5,5,85,1,86,szűslik,szűslesz,NA,NA,Te bizony sokat szűslesz.,Én is sokat...,szűslök,szűslöm,lakik,-lik,1,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,flibekszem,flibekszek,right,10.3658,0,6,6,93,1,94,flibekszik,flibekszel,NA,NA,Te bizony sokat flibekszel.,Én is sokat...,flibekszek,flibekszem,lakik,-szik,2,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,brivegzek,brivegzem,right,14.5649,0,7,7,70,1,71,brivegzik,brivegzel,NA,NA,Te bizony sokat brivegzel.,Én is sokat...,brivegzek,brivegzem,lakik,-zik,2,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,nyádlanak,nyádoznak,right,6.7415,0,8,8,120,1,67,nyádlik / nyádozik,"nyádlik, nyádozni",nek,NA,"János imád nyádozni, ezért sokat nyádlik.",Ők ritkán...,nyádlanak,nyádoznak,cselekszik,-lik,1,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
,,,,,,,,,,,,,,,,,kátédnál,kátédnél,left,5.2274,0,9,9,37,1,92,kátéd,kátéd,nál,é,Ez itt egy kátéd.,Nincs is jobb egy jó...,kátédnél,kátédnál,dzsungel,NA,NA,PR2062,1998,nő,nem,2022-04-15_12h37.17.367,hesp_baseline,2021.2.3,Win32,59.87665409
