my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,33.061,space,12.056,right,6.127,space,24.962,left,5.932,space,6.726,left,13.48,space,47.303,bűtszök,bűtszöm,left,36.816,0,0,0,82,1,137,bűtszik,bűtszöl,NA,NA,Te bizony sokat bűtszöl.,Én is sokat...,bűtszök,bűtszöm,lakik,-szik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,trálaklanak,trálakoznak,right,43.365,0,1,1,116,1,117,trálaklik / trálakozik,"trálaklik, trálakozni",nek,NA,"János imád trálakozni, ezért sokat trálaklik.",Ők ritkán...,trálaklanak,trálakoznak,cselekszik,-lik,2,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,virzanak,viroznak,left,25.376,0,2,2,125,1,126,virzik / virozik,"virzik, virozni",nek,NA,"János imád virozni, ezért sokat virzik.",Ők ritkán...,virzanak,viroznak,cselekszik,-zik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,gyibakszok,gyibakszom,right,15.773,0,3,3,57,1,112,gyibakszik,gyibakszol,NA,NA,Te bizony sokat gyibakszol.,Én is sokat...,gyibakszok,gyibakszom,lakik,-szik,2,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,klibamlom,klibamlok,right,8.891,0,4,4,92,1,147,klibamlik,klibamlasz,NA,NA,Te bizony sokat klibamlasz.,Én is sokat...,klibamlok,klibamlom,lakik,-lik,2,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,büglöm,büglök,right,4.876,0,5,5,101,1,156,büglik,büglesz,NA,NA,Te bizony sokat büglesz.,Én is sokat...,büglök,büglöm,lakik,-lik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,kátelnak,kátelnek,right,5.396,0,6,6,12,1,121,kátel,kátel,nak,e,Ez itt egy kátel.,Elneveztem a kutyámat...,kátelnek,kátelnak,dzsungel,NA,NA,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,siladzom,siladzok,left,10.306,0,7,7,93,1,148,siladzik,siladzol,NA,NA,Te bizony sokat siladzol.,Én is sokat...,siladzok,siladzom,lakik,-zik,2,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,pristélben,pristélban,left,9.636,0,8,8,1,1,110,pristél,pristél,ban,é,Ez itt egy pristél.,Ott vagyunk a...,pristélben,pristélban,dzsungel,NA,NA,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,brürzenek,brüröznek,right,10.421,0,9,9,110,1,111,brürzik / brürözik,"brürzik, brürözni",nek,NA,"János imád brürözni, ezért sokat brürzik.",Ők ritkán...,brürzenek,brüröznek,cselekszik,-zik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,frilegszem,frilegszek,left,6.755,0,10,10,72,1,127,frilegszik,frilegszel,NA,NA,Te bizony sokat frilegszel.,Én is sokat...,frilegszek,frilegszem,lakik,-szik,2,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,vobzotok,voboztok,left,14.685,0,11,11,158,1,159,vobzik / vobozik,"vobzik, vobozni",tek,NA,"János imád vobozni, ezért sokat vobzik.",Ti ritkán...,vobzotok,voboztok,cselekszik,-zik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,spüszlök,spüszlöm,left,7.888,0,12,12,96,1,151,spüszlik,spüszlesz,NA,NA,Te bizony sokat spüszlesz.,Én is sokat...,spüszlök,spüszlöm,lakik,-lik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,mülőrzünk,mülőrözünk,left,15.84,0,13,13,120,1,121,mülőrzik / mülőrözik,"mülőrzik, mülőrözni",ünk,NA,"János imád mülőrözni, ezért sokat mülőrzik.",Mi ritkán...,mülőrzünk,mülőrözünk,cselekszik,-zik,2,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,lűköznek,lűklenek,right,8.221,0,14,14,136,1,137,lűklik / lűközik,"lűklik, lűközni",nek,NA,"János imád lűközni, ezért sokat lűklik.",Ők ritkán...,lűklenek,lűköznek,cselekszik,-lik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,vodecnél,vodecnál,left,6.156,0,15,15,30,1,139,vodec,vodec,nál,e,Ez itt egy vodec.,Nincs is jobb egy jó...,vodecnél,vodecnál,dzsungel,NA,NA,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,féjzek,féjzem,left,7.503,0,16,16,91,1,146,féjzik,féjzel,NA,NA,Te bizony sokat féjzel.,Én is sokat...,féjzek,féjzem,lakik,-zik,1,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,spalároznak,spalárzanak,right,10.519,0,17,17,137,1,138,spalárzik / spalározik,"spalárzik, spalározni",nek,NA,"János imád spalározni, ezért sokat spalárzik.",Ők ritkán...,spalárzanak,spalároznak,cselekszik,-zik,2,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
,,,,,,,,,,,,,,,,,klosétnak,klosétnek,left,9.155,0,18,18,45,1,154,klosét,klosét,nak,é,Ez itt egy klosét.,Elneveztem a kutyámat...,klosétnek,klosétnak,dzsungel,NA,NA,PR2089,2001,nő,nem,2022-04-19_23h18.00.513,hesp_baseline,2021.2.3,Win32,60.0240096
