my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list3.csv,space,21.8595,space,8.8617,right,7.4938,space,22.5601,right,16.2302,space,8.9105,left,11.2338,space,19.1885,treglem,treglek,right,10.2883,0,0,0,81,1,136,treglik,treglesz,NA,NA,Te bizony sokat treglesz.,Én is sokat...,treglek,treglem,lakik,-lik,1,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,gerénylek,gerénylem,left,11.3966,0,1,1,99,1,154,gerénylik,gerénylesz,NA,NA,Te bizony sokat gerénylesz.,Én is sokat...,gerénylek,gerénylem,lakik,-lik,2,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,mülőrözünk,mülőrzünk,left,27.8145,0,2,2,120,1,121,mülőrzik / mülőrözik,"mülőrzik, mülőrözni",ünk,NA,"János imád mülőrözni, ezért sokat mülőrzik.",Mi ritkán...,mülőrzünk,mülőrözünk,cselekszik,-zik,2,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,brüröznek,brürzenek,left,11.8029,0,3,3,110,1,111,brürzik / brürözik,"brürzik, brürözni",nek,NA,"János imád brürözni, ezért sokat brürzik.",Ők ritkán...,brürzenek,brüröznek,cselekszik,-zik,1,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,frivajlok,frivajlom,left,4.6782,0,4,4,78,1,133,frivajlik,frivajlasz,NA,NA,Te bizony sokat frivajlasz.,Én is sokat...,frivajlok,frivajlom,lakik,-lik,2,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,prűrlöm,prűrlök,right,7.4438,0,5,5,75,1,130,prűrlik,prűrlesz,NA,NA,Te bizony sokat prűrlesz.,Én is sokat...,prűrlök,prűrlöm,lakik,-lik,1,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,sűjlünk,sűjözünk,right,28.4459,0,6,6,128,1,129,sűjlik / sűjözik,"sűjlik, sűjözni",ünk,NA,"János imád sűjözni, ezért sokat sűjlik.",Mi ritkán...,sűjlünk,sűjözünk,cselekszik,-lik,1,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,sprökszök,sprökszöm,right,26.2945,0,7,7,88,1,143,sprökszik,sprökszöl,NA,NA,Te bizony sokat sprökszöl.,Én is sokat...,sprökszök,sprökszöm,lakik,-szik,1,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,pristélben,pristélban,left,6.7737,0,8,8,1,1,110,pristél,pristél,ban,é,Ez itt egy pristél.,Ott vagyunk a...,pristélben,pristélban,dzsungel,NA,NA,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
,,,,,,,,,,,,,,,,,klivaslom,klivaslok,right,8.4302,0,9,9,62,1,117,klivaslik,klivaslasz,NA,NA,Te bizony sokat klivaslasz.,Én is sokat...,klivaslok,klivaslom,lakik,-lik,2,PR2013,2001,férfi,nem,2022-04-05_15h38.40.047,hesp_baseline,2021.2.3,Win32,62.56647688
