my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,29.0506,space,7.7207,right,4.3854,space,13.6253,left,3.4242,space,7.0522,left,5.3091,space,13.0135,zsalrénnek,zsalrénnak,right,9.4775,0,0,0,19,1,20,zsalrén,zsalrén,nak,é,Ez itt egy zsalrén.,Elneveztem a kutyámat...,zsalrénnek,zsalrénnak,dzsungel,NA,NA,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,matézban,matézben,left,14.1495,0,1,1,37,1,38,matéz,matéz,ban,é,Ez itt egy matéz.,Ott vagyunk a...,matézben,matézban,dzsungel,NA,NA,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,spicetnek,spicetnak,right,6.9862,0,2,2,35,1,36,spicet,spicet,nak,e,Ez itt egy spicet.,Elneveztem a kutyámat...,spicetnek,spicetnak,dzsungel,NA,NA,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,sprudozunk,sprudlunk,left,16.4362,0,3,3,136,1,29,sprudlik / sprudozik,"sprudlik, sprudozni",ünk,NA,"János imád sprudozni, ezért sokat sprudlik.",Mi ritkán...,sprudlunk,sprudozunk,cselekszik,-lik,1,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,zsúdelnak,zsúdelnek,right,5.9377,0,4,4,14,1,15,zsúdel,zsúdel,nak,e,Ez itt egy zsúdel.,Elneveztem a kutyámat...,zsúdelnek,zsúdelnak,dzsungel,NA,NA,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,brözlötök,brözöztök,left,29.7634,0,5,5,145,1,38,brözlik / brözözik,"brözlik, brözözni",tek,NA,"János imád brözözni, ezért sokat brözlik.",Ti ritkán...,brözlötök,brözöztök,cselekszik,-lik,1,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,mádépnál,mádépnél,left,5.8254,0,6,6,1,1,2,mádép,mádép,nál,é,Ez itt egy mádép.,Nincs is jobb egy jó...,mádépnél,mádépnál,dzsungel,NA,NA,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,spélszem,spélszek,right,10.5756,0,7,7,68,1,15,spélszik,spélszel,NA,NA,Te bizony sokat spélszel.,Én is sokat...,spélszek,spélszem,lakik,-szik,1,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,brivakoztok,brivaklotok,left,6.0354,0,8,8,134,1,27,brivaklik / brivakozik,"brivaklik, brivakozni",tek,NA,"János imád brivakozni, ezért sokat brivaklik.",Ti ritkán...,brivaklotok,brivakoztok,cselekszik,-lik,2,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
,,,,,,,,,,,,,,,,,narádzok,narádzom,left,11.464,0,9,9,63,1,10,narádzik,narádzol,NA,NA,Te bizony sokat narádzol.,Én is sokat...,narádzok,narádzom,lakik,-zik,2,PR2048,2002,nő,nem,2022-04-13_14h34.46.523,hesp_baseline,2021.2.3,Win32,59.94125757
