my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,16.5569,space,10.0016,right,8.2214,space,41.6372,left,9.4023,space,8.6592,left,14.6484,space,16.4468,géregletek,géregeztek,right,37.9065,0,0,0,124,1,17,géreglik / géregezik,"géreglik, géregezni",tek,NA,"János imád géregezni, ezért sokat géreglik.",Ti ritkán...,géregletek,géregeztek,cselekszik,-lik,2,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,pekszünk,pekedünk,left,19.7162,0,1,1,161,1,54,pekszik / pekedik,"pekszik, pekedni",ünk,NA,"János imád pekedni, ezért sokat pekszik.",Mi ritkán...,pekszünk,pekedünk,cselekszik,-szik,1,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,frorlanak,froroznak,left,122.9317,0,2,2,143,1,36,frorlik / frorozik,"frorlik, frorozni",nek,NA,"János imád frorozni, ezért sokat frorlik.",Ők ritkán...,frorlanak,froroznak,cselekszik,-lik,1,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,jutélynál,jutélynél,left,21.3496,0,3,3,11,1,12,jutély,jutély,nál,é,Ez itt egy jutély.,Nincs is jobb egy jó...,jutélynél,jutélynál,dzsungel,NA,NA,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,klaráglom,klaráglok,right,29.7363,0,4,4,91,1,38,klaráglik,klaráglasz,NA,NA,Te bizony sokat klaráglasz.,Én is sokat...,klaráglok,klaráglom,lakik,-lik,2,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,hiragoznak,hiragzanak,left,30.7908,0,5,5,119,1,12,hiragzik / hiragozik,"hiragzik, hiragozni",nek,NA,"János imád hiragozni, ezért sokat hiragzik.",Ők ritkán...,hiragzanak,hiragoznak,cselekszik,-zik,2,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,jukélnál,jukélnél,right,10.537,0,6,6,42,1,43,jukél,jukél,nál,é,Ez itt egy jukél.,Nincs is jobb egy jó...,jukélnél,jukélnál,dzsungel,NA,NA,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,dábegyben,dábegyban,left,21.5608,0,7,7,6,1,7,dábegy,dábegy,ban,e,Ez itt egy dábegy.,Ott vagyunk a...,dábegyben,dábegyban,dzsungel,NA,NA,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,jorzégnak,jorzégnek,left,19.9574,0,8,8,45,1,46,jorzég,jorzég,nak,é,Ez itt egy jorzég.,Elneveztem a kutyámat...,jorzégnek,jorzégnak,dzsungel,NA,NA,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,kaszépnek,kaszépnak,right,10.977,0,9,9,40,1,41,kaszép,kaszép,nak,é,Ez itt egy kaszép.,Elneveztem a kutyámat...,kaszépnek,kaszépnak,dzsungel,NA,NA,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
,,,,,,,,,,,,,,,,,zsúdelnek,zsúdelnak,right,23.538,0,10,10,14,1,15,zsúdel,zsúdel,nak,e,Ez itt egy zsúdel.,Elneveztem a kutyámat...,zsúdelnek,zsúdelnak,dzsungel,NA,NA,PR2023,2002,nő,nem,2022-04-07_19h39.42.727,hesp_baseline,2021.2.3,Win32,60.26637739
