my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list1.csv,space,31.5195,space,8.3997,right,8.9643,space,28.4083,left,4.174,space,9.8996,left,7.0536,space,30.6081,incéjnek,incéjnak,left,4.3318,0,0,0,30,1,31,incéj,incéj,nak,é,Ez itt egy incéj.,Elneveztem a kutyámat...,incéjnek,incéjnak,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,drűröznek,drűrzenek,left,7.2111,0,1,1,126,1,19,drűrzik / drűrözik,"drűrzik, drűrözni",nek,NA,"János imád drűrözni, ezért sokat drűrzik.",Ők ritkán...,drűrzenek,drűröznek,cselekszik,-zik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,dutecnél,dutecnál,left,4.0892,0,2,2,22,1,23,dutec,dutec,nál,e,Ez itt egy dutec.,Nincs is jobb egy jó...,dutecnél,dutecnál,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,gihejlünk,gihejezünk,right,21.1317,0,3,3,146,1,39,gihejlik / gihejezik,"gihejlik, gihejezni",ünk,NA,"János imád gihejezni, ezért sokat gihejlik.",Mi ritkán...,gihejlünk,gihejezünk,cselekszik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,klaráglom,klaráglok,right,10.4463,0,4,4,91,1,38,klaráglik,klaráglasz,NA,NA,Te bizony sokat klaráglasz.,Én is sokat...,klaráglok,klaráglom,lakik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,pugoslom,pugoslok,right,5.5653,0,5,5,84,1,31,pugoslik,pugoslasz,NA,NA,Te bizony sokat pugoslasz.,Én is sokat...,pugoslok,pugoslom,lakik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,spivejlenek,spivejeznek,right,7.6259,0,6,6,125,1,18,spivejlik / spivejezik,"spivejlik, spivejezni",nek,NA,"János imád spivejezni, ezért sokat spivejlik.",Ők ritkán...,spivejlenek,spivejeznek,cselekszik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,filágzom,filágzok,left,11.2311,0,7,7,102,1,49,filágzik,filágzol,NA,NA,Te bizony sokat filágzol.,Én is sokat...,filágzok,filágzom,lakik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,brülöslünk,brülösözünk,right,31.0959,0,8,8,109,1,2,brülöslik / brülösözik,"brülöslik, brülösözni",ünk,NA,"János imád brülösözni, ezért sokat brülöslik.",Mi ritkán...,brülöslünk,brülösözünk,cselekszik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,friheglünk,frihegezünk,left,16.3191,0,9,9,132,1,25,friheglik / frihegezik,"friheglik, frihegezni",ünk,NA,"János imád frihegezni, ezért sokat friheglik.",Mi ritkán...,friheglünk,frihegezünk,cselekszik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,bralképben,bralképban,left,6.9192,0,10,10,12,1,13,bralkép,bralkép,ban,é,Ez itt egy bralkép.,Ott vagyunk a...,bralképben,bralképban,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,prugorzotok,prugoroztok,right,17.2853,0,11,11,116,1,9,prugorzik / prugorozik,"prugorzik, prugorozni",tek,NA,"János imád prugorozni, ezért sokat prugorzik.",Ti ritkán...,prugorzotok,prugoroztok,cselekszik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,jutélynél,jutélynál,right,5.9788,0,12,12,11,1,12,jutély,jutély,nál,é,Ez itt egy jutély.,Nincs is jobb egy jó...,jutélynél,jutélynál,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,bejzünk,bejezünk,left,4.548,0,13,13,148,1,41,bejzik / bejezik,"bejzik, bejezni",ünk,NA,"János imád bejezni, ezért sokat bejzik.",Mi ritkán...,bejzünk,bejezünk,cselekszik,-zik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,frakozunk,fraklunk,left,14.6872,0,14,14,159,1,52,fraklik / frakozik,"fraklik, frakozni",ünk,NA,"János imád frakozni, ezért sokat fraklik.",Mi ritkán...,fraklunk,frakozunk,cselekszik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,pilégszenek,pilégednek,left,7.5519,0,15,15,150,1,43,pilégszik / pilégedik,"pilégszik, pilégedni",nek,NA,"János imád pilégedni, ezért sokat pilégszik.",Ők ritkán...,pilégszenek,pilégednek,cselekszik,-szik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,hijegynél,hijegynál,left,4.5896,0,16,16,4,1,5,hijegy,hijegy,nál,e,Ez itt egy hijegy.,Nincs is jobb egy jó...,hijegynél,hijegynál,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,brigesztnek,brigesztnak,left,2.7747,0,17,17,48,1,49,brigeszt,brigeszt,nak,e,Ez itt egy brigeszt.,Elneveztem a kutyámat...,brigesztnek,brigesztnak,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,spibaklok,spibaklom,left,5.0211,0,18,18,55,1,2,spibaklik,spibaklasz,NA,NA,Te bizony sokat spibaklasz.,Én is sokat...,spibaklok,spibaklom,lakik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,jurozunk,jurlunk,left,5.2982,0,19,19,111,1,4,jurlik / jurozik,"jurlik, jurozni",ünk,NA,"János imád jurozni, ezért sokat jurlik.",Mi ritkán...,jurlunk,jurozunk,cselekszik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,flivegzenek,flivegeznek,right,7.6183,0,20,20,138,1,31,flivegzik / flivegezik,"flivegzik, flivegezni",nek,NA,"János imád flivegezni, ezért sokat flivegzik.",Ők ritkán...,flivegzenek,flivegeznek,cselekszik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,vanylom,vanylok,right,4.6034,0,21,21,61,1,8,vanylik,vanylasz,NA,NA,Te bizony sokat vanylasz.,Én is sokat...,vanylok,vanylom,lakik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,spilágzok,spilágzom,right,5.8543,0,22,22,76,1,23,spilágzik,spilágzol,NA,NA,Te bizony sokat spilágzol.,Én is sokat...,spilágzok,spilágzom,lakik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,hilarzom,hilarzok,left,3.4393,0,23,23,69,1,16,hilarzik,hilarzol,NA,NA,Te bizony sokat hilarzol.,Én is sokat...,hilarzok,hilarzom,lakik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,sprimlunk,sprimozunk,left,6.7695,0,24,24,127,1,20,sprimlik / sprimozik,"sprimlik, sprimozni",ünk,NA,"János imád sprimozni, ezért sokat sprimlik.",Mi ritkán...,sprimlunk,sprimozunk,cselekszik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,szibánylom,szibánylok,left,5.8374,0,25,25,67,1,14,szibánylik,szibánylasz,NA,NA,Te bizony sokat szibánylasz.,Én is sokat...,szibánylok,szibánylom,lakik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,zsopédban,zsopédben,left,4.0946,0,26,26,50,1,51,zsopéd,zsopéd,ban,é,Ez itt egy zsopéd.,Ott vagyunk a...,zsopédben,zsopédban,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,fágyépnál,fágyépnél,left,4.4471,0,27,27,10,1,11,fágyép,fágyép,nál,é,Ez itt egy fágyép.,Nincs is jobb egy jó...,fágyépnél,fágyépnál,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,hurjorzom,hurjorzok,left,7.026,0,28,28,59,1,6,hurjorzik,hurjorzol,NA,NA,Te bizony sokat hurjorzol.,Én is sokat...,hurjorzok,hurjorzom,lakik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,csublényben,csublényban,right,3.2735,0,29,29,16,1,17,csublény,csublény,ban,é,Ez itt egy csublény.,Ott vagyunk a...,csublényben,csublényban,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,zsúdelnak,zsúdelnek,left,2.9921,0,30,30,14,1,15,zsúdel,zsúdel,nak,e,Ez itt egy zsúdel.,Elneveztem a kutyámat...,zsúdelnek,zsúdelnak,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,píjlok,píjlom,left,3.4999,0,31,31,75,1,22,píjlik,píjlasz,NA,NA,Te bizony sokat píjlasz.,Én is sokat...,píjlok,píjlom,lakik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,naremban,naremben,left,2.8147,0,32,32,2,1,3,narem,narem,ban,e,Ez itt egy narem.,Ott vagyunk a...,naremben,naremban,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,feténylem,feténylek,right,2.9638,0,33,33,85,1,32,feténylik,feténylesz,NA,NA,Te bizony sokat feténylesz.,Én is sokat...,feténylek,feténylem,lakik,-lik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,kűdlenek,kűdöznek,left,3.7989,0,34,34,142,1,35,kűdlik / kűdözik,"kűdlik, kűdözni",nek,NA,"János imád kűdözni, ezért sokat kűdlik.",Ők ritkán...,kűdlenek,kűdöznek,cselekszik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,kadérnál,kadérnél,left,9.1793,0,35,35,7,1,8,kadér,kadér,nál,é,Ez itt egy kadér.,Nincs is jobb egy jó...,kadérnél,kadérnál,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,vihapszunk,vihapodunk,left,6.5865,0,36,36,112,1,5,vihapszik / vihapodik,"vihapszik, vihapodni",ünk,NA,"János imád vihapodni, ezért sokat vihapszik.",Mi ritkán...,vihapszunk,vihapodunk,cselekszik,-szik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,pebzem,pebzek,right,5.4724,0,37,37,57,1,4,pebzik,pebzel,NA,NA,Te bizony sokat pebzel.,Én is sokat...,pebzek,pebzem,lakik,-zik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,brözöztök,brözlötök,left,9.4646,0,38,38,145,1,38,brözlik / brözözik,"brözlik, brözözni",tek,NA,"János imád brözözni, ezért sokat brözlik.",Ti ritkán...,brözlötök,brözöztök,cselekszik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,huklok,huklom,right,3.5005,0,39,39,78,1,25,huklik,huklasz,NA,NA,Te bizony sokat huklasz.,Én is sokat...,huklok,huklom,lakik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,püzlötök,püzöztök,left,5.0139,0,40,40,152,1,45,püzlik / püzözik,"püzlik, püzözni",tek,NA,"János imád püzözni, ezért sokat püzlik.",Ti ritkán...,püzlötök,püzöztök,cselekszik,-lik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,narádzom,narádzok,right,5.5316,0,41,41,63,1,10,narádzik,narádzol,NA,NA,Te bizony sokat narádzol.,Én is sokat...,narádzok,narádzom,lakik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,tágarzunk,tágarozunk,left,10.1083,0,42,42,155,1,48,tágarzik / tágarozik,"tágarzik, tágarozni",ünk,NA,"János imád tágarozni, ezért sokat tágarzik.",Mi ritkán...,tágarzunk,tágarozunk,cselekszik,-zik,2,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,bregzünk,bregezünk,right,13.0724,0,43,43,139,1,32,bregzik / bregezik,"bregzik, bregezni",ünk,NA,"János imád bregezni, ezért sokat bregzik.",Mi ritkán...,bregzünk,bregezünk,cselekszik,-zik,1,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
,,,,,,,,,,,,,,,,,trodélyban,trodélyben,left,3.4225,0,44,44,28,1,29,trodély,trodély,ban,é,Ez itt egy trodély.,Ott vagyunk a...,trodélyben,trodélyban,dzsungel,NA,NA,PR2034,1998,nő,nem,2022-04-09_21h26.52.156,hesp_baseline,2021.2.3,Win32,120.1201201
