my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
list2.csv,space,9.136,space,4.775,right,3.202,space,8.34,left,3.829,space,4.658,left,4.711,space,13.856,brivegzem,brivegzek,left,3.365,0,0,0,70,1,71,brivegzik,brivegzel,NA,NA,Te bizony sokat brivegzel.,Én is sokat...,brivegzek,brivegzem,lakik,-zik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,dóbemnak,dóbemnek,right,3.198,0,1,1,48,1,103,dóbem,dóbem,nak,e,Ez itt egy dóbem.,Elneveztem a kutyámat...,dóbemnek,dóbemnak,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,praslom,praslok,right,3.746,0,2,2,80,1,81,praslik,praslasz,NA,NA,Te bizony sokat praslasz.,Én is sokat...,praslok,praslom,lakik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,zsigénnál,zsigénnél,right,2.405,0,3,3,12,1,67,zsigén,zsigén,nál,é,Ez itt egy zsigén.,Nincs is jobb egy jó...,zsigénnél,zsigénnál,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,lihadzom,lihadzok,left,2.835,0,4,4,101,1,102,lihadzik,lihadzol,NA,NA,Te bizony sokat lihadzol.,Én is sokat...,lihadzok,lihadzom,lakik,-zik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,prohódzok,prohódzom,right,3.244,0,5,5,66,1,67,prohódzik,prohódzol,NA,NA,Te bizony sokat prohódzol.,Én is sokat...,prohódzok,prohódzom,lakik,-zik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,klítegynál,klítegynél,right,5.82,0,6,6,5,1,60,klítegy,klítegy,nál,e,Ez itt egy klítegy.,Nincs is jobb egy jó...,klítegynél,klítegynál,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,fligzom,fligzok,left,2.373,0,7,7,103,1,104,fligzik,fligzol,NA,NA,Te bizony sokat fligzol.,Én is sokat...,fligzok,fligzom,lakik,-zik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,dárakodunk,dárakszunk,right,84.506,0,8,8,126,1,73,dárakszik / dárakodik,"dárakszik, dárakodni",ünk,NA,"János imád dárakodni, ezért sokat dárakszik.",Mi ritkán...,dárakszunk,dárakodunk,cselekszik,-szik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,spizecnak,spizecnek,right,3.251,0,9,9,6,1,61,spizec,spizec,nak,e,Ez itt egy spizec.,Elneveztem a kutyámat...,spizecnek,spizecnak,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,lorjódzok,lorjódzom,right,1.738,0,10,10,88,1,89,lorjódzik,lorjódzol,NA,NA,Te bizony sokat lorjódzol.,Én is sokat...,lorjódzok,lorjódzom,lakik,-zik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,sprigoztok,sprigzotok,right,1.797,0,11,11,129,1,76,sprigzik / sprigozik,"sprigzik, sprigozni",tek,NA,"János imád sprigozni, ezért sokat sprigzik.",Ti ritkán...,sprigzotok,sprigoztok,cselekszik,-zik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,bingéjnek,bingéjnak,left,2.619,0,12,12,49,1,104,bingéj,bingéj,nak,é,Ez itt egy bingéj.,Elneveztem a kutyámat...,bingéjnek,bingéjnak,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,spivélnek,spivélnak,left,2.445,0,13,13,27,1,82,spivél,spivél,nak,é,Ez itt egy spivél.,Elneveztem a kutyámat...,spivélnek,spivélnak,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,navecban,navecben,right,2.22,0,14,14,8,1,63,navec,navec,ban,e,Ez itt egy navec.,Ott vagyunk a...,navecben,navecban,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,tranékban,tranékben,left,3.701,0,15,15,2,1,57,tranék,tranék,ban,é,Ez itt egy tranék.,Ott vagyunk a...,tranékben,tranékban,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,fibamlok,fibamlom,left,3.478,0,16,16,65,1,66,fibamlik,fibamlasz,NA,NA,Te bizony sokat fibamlasz.,Én is sokat...,fibamlok,fibamlom,lakik,-lik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,tumélynél,tumélynál,left,2.024,0,17,17,28,1,83,tumély,tumély,nál,é,Ez itt egy tumély.,Nincs is jobb egy jó...,tumélynél,tumélynál,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,driládzok,driládzom,right,3.399,0,18,18,67,1,68,driládzik,driládzol,NA,NA,Te bizony sokat driládzol.,Én is sokat...,driládzok,driládzom,lakik,-zik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,spátennek,spátennak,left,1.94,0,19,19,33,1,88,spáten,spáten,nak,e,Ez itt egy spáten.,Elneveztem a kutyámat...,spátennek,spátennak,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,nyöböznek,nyöbzenek,right,5.256,0,20,20,152,1,99,nyöbzik / nyöbözik,"nyöbzik, nyöbözni",nek,NA,"János imád nyöbözni, ezért sokat nyöbzik.",Ők ritkán...,nyöbzenek,nyöböznek,cselekszik,-zik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,flemlünk,flemezünk,right,3.879,0,21,21,137,1,84,flemlik / flemezik,"flemlik, flemezni",ünk,NA,"János imád flemezni, ezért sokat flemlik.",Mi ritkán...,flemlünk,flemezünk,cselekszik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,rapszeknél,rapszeknál,left,2.173,0,22,22,35,1,90,rapszek,rapszek,nál,e,Ez itt egy rapszek.,Nincs is jobb egy jó...,rapszeknél,rapszeknál,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,cságyeltben,cságyeltban,left,3.213,0,23,23,10,1,65,cságyelt,cságyelt,ban,e,Ez itt egy cságyelt.,Ott vagyunk a...,cságyeltben,cságyeltban,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,garcépnál,garcépnél,right,2.205,0,24,24,38,1,93,garcép,garcép,nál,é,Ez itt egy garcép.,Nincs is jobb egy jó...,garcépnél,garcépnál,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,figlom,figlok,left,6.945,0,25,25,75,1,76,figlik,figlasz,NA,NA,Te bizony sokat figlasz.,Én is sokat...,figlok,figlom,lakik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,szirlom,szirlok,right,2.056,0,26,26,62,1,63,szirlik,szirlasz,NA,NA,Te bizony sokat szirlasz.,Én is sokat...,szirlok,szirlom,lakik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,lírlanak,líroznak,left,3.224,0,27,27,115,1,62,lírlik / lírozik,"lírlik, lírozni",nek,NA,"János imád lírozni, ezért sokat lírlik.",Ők ritkán...,lírlanak,líroznak,cselekszik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,csubzunk,csubozunk,left,3.328,0,28,28,111,1,58,csubzik / csubozik,"csubzik, csubozni",ünk,NA,"János imád csubozni, ezért sokat csubzik.",Mi ritkán...,csubzunk,csubozunk,cselekszik,-zik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,tribejeztek,tribejletek,right,2.997,0,29,29,132,1,79,tribejlik / tribejezik,"tribejlik, tribejezni",tek,NA,"János imád tribejezni, ezért sokat tribejlik.",Ti ritkán...,tribejletek,tribejeztek,cselekszik,-lik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,péleslek,péleslem,left,2.729,0,30,30,73,1,74,péleslik,péleslesz,NA,NA,Te bizony sokat péleslesz.,Én is sokat...,péleslek,péleslem,lakik,-lik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,fojlegynak,fojlegynek,right,2.38,0,31,31,3,1,58,fojlegy,fojlegy,nak,e,Ez itt egy fojlegy.,Elneveztem a kutyámat...,fojlegynek,fojlegynak,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,spöklünk,spöközünk,left,3.536,0,32,32,130,1,77,spöklik / spöközik,"spöklik, spöközni",ünk,NA,"János imád spöközni, ezért sokat spöklik.",Mi ritkán...,spöklünk,spöközünk,cselekszik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,játlunk,játozunk,left,3.182,0,33,33,145,1,92,játlik / játozik,"játlik, játozni",ünk,NA,"János imád játozni, ezért sokat játlik.",Mi ritkán...,játlunk,játozunk,cselekszik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,livényezünk,livénylünk,left,2.198,0,34,34,128,1,75,livénylik / livényezik,"livénylik, livényezni",ünk,NA,"János imád livényezni, ezért sokat livénylik.",Mi ritkán...,livénylünk,livényezünk,cselekszik,-lik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,tosélyban,tosélyben,right,1.767,0,35,35,25,1,80,tosély,tosély,ban,é,Ez itt egy tosély.,Ott vagyunk a...,tosélyben,tosélyban,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,spiharoztok,spiharzotok,left,3.776,0,36,36,127,1,74,spiharzik / spiharozik,"spiharzik, spiharozni",tek,NA,"János imád spiharozni, ezért sokat spiharzik.",Ti ritkán...,spiharzotok,spiharoztok,cselekszik,-zik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,pratánylok,pratánylom,left,2.224,0,37,37,95,1,96,pratánylik,pratánylasz,NA,NA,Te bizony sokat pratánylasz.,Én is sokat...,pratánylok,pratánylom,lakik,-lik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,prazozunk,prazlunk,right,3.1,0,38,38,119,1,66,prazlik / prazozik,"prazlik, prazozni",ünk,NA,"János imád prazozni, ezért sokat prazlik.",Mi ritkán...,prazlunk,prazozunk,cselekszik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,fájézban,fájézben,right,2.23,0,39,39,7,1,62,fájéz,fájéz,ban,é,Ez itt egy fájéz.,Ott vagyunk a...,fájézben,fájézban,dzsungel,NA,NA,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,fréslünk,frésezünk,left,3.564,0,40,40,138,1,85,fréslik / frésezik,"fréslik, frésezni",ünk,NA,"János imád frésezni, ezért sokat fréslik.",Mi ritkán...,fréslünk,frésezünk,cselekszik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,femlem,femlek,right,2.4,0,41,41,57,1,58,femlik,femlesz,NA,NA,Te bizony sokat femlesz.,Én is sokat...,femlek,femlem,lakik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,tögöznek,töglenek,right,2.746,0,42,42,156,1,103,töglik / tögözik,"töglik, tögözni",nek,NA,"János imád tögözni, ezért sokat töglik.",Ők ritkán...,töglenek,tögöznek,cselekszik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,prihegednek,prihegszenek,left,3.233,0,43,43,155,1,102,prihegszik / prihegedik,"prihegszik, prihegedni",nek,NA,"János imád prihegedni, ezért sokat prihegszik.",Ők ritkán...,prihegszenek,prihegednek,cselekszik,-szik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,mihágoztok,mihágzotok,right,4.225,0,44,44,118,1,65,mihágzik / mihágozik,"mihágzik, mihágozni",tek,NA,"János imád mihágozni, ezért sokat mihágzik.",Ti ritkán...,mihágzotok,mihágoztok,cselekszik,-zik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,dibáglotok,dibágoztok,right,4.759,0,45,45,154,1,101,dibáglik / dibágozik,"dibáglik, dibágozni",tek,NA,"János imád dibágozni, ezért sokat dibáglik.",Ti ritkán...,dibáglotok,dibágoztok,cselekszik,-lik,2,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
,,,,,,,,,,,,,,,,,jonylok,jonylom,left,4.539,0,46,46,55,1,56,jonylik,jonylasz,NA,NA,Te bizony sokat jonylasz.,Én is sokat...,jonylok,jonylom,lakik,-lik,1,PR2093,1995,nő,nem,2022-05-06_13h34.32.233,hesp_baseline,2021.2.3,MacIntel,250
