dat_id	record_date	part_id	part_gender	part_yob	part_edu	list_number	trial_kind	trial_index	stimulus	choice1	choice2	response	response_string	esp_response	esp_match	rt	time_elapsed	file_name	variation	column	base	log_odds	variant1	variant2	nsyl	suffix	sample_number	word_rank	top_20	bottom_20	reg_rate	reg_dist	picked_left	picked_v1	esp_v1	picked_majority
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	2022-11-19T09:47:00Z	JT0KQV	Nő	2000	15	1	esp trial	11	Te bizony sokat ribegzel. Én is sokat...	ribegzek	ribegzem	0	ribegzek	ribegzek	TRUE	10485	360427	lakok_1_high_typical	lakok/lakom	26	ribegzik	-0.1941560144409575	ribegzek	ribegzem	2	NA	1	38	FALSE	FALSE	high	typical	TRUE	TRUE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	2022-11-19T09:47:00Z	JT0KQV	Nő	2000	15	1	esp trial	53	Te bizony sokat sojzol. Én is sokat...	sojzom	sojzok	1	sojzok	sojzom	FALSE	10550	581314	lakok_1_high_typical	lakok/lakom	26	sojzik	-0.4595323293784402	sojzok	sojzom	1	NA	1	46	FALSE	TRUE	high	typical	FALSE	TRUE	FALSE	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	2022-11-19T09:47:00Z	JT0KQV	Nő	2000	15	1	esp trial	109	Te bizony sokat málapszol. Én is sokat...	málapszok	málapszom	0	málapszok	málapszok	TRUE	11915	869223	lakok_1_high_typical	lakok/lakom	26	málapszik	-0.06899287148695143	málapszok	málapszom	2	NA	1	36	FALSE	FALSE	high	typical	TRUE	TRUE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h47.48.87.csv	2022-11-19T09:47:00Z	JT0KQV	Nő	2000	15	4	posttest trial	152	Te bizony sokat sztrűkszöl. Én is sokat...	sztrűkszök	sztrűkszöm	0	sztrűkszök	NA	NA	8835	1080376	lakok_2_high_reversed	lakok/lakom	29	sztrűkszik	-0.2876820724517809	sztrűkszök	sztrűkszöm	1	NA	2	41	FALSE	TRUE	high	typical	TRUE	TRUE	NA	NA
hungarian-esp_esp_participant_SESSION_2022-11-19_09h56.28.75.csv	2022-11-19T09:56:00Z	EIDWFP	nő	2002	14	5	esp trial	13	Te bizony sokat bihánylasz. Én is sokat...	bihánylok	bihánylom	0	bihánylok	bihánylok	TRUE	10774	255633	lakok_2_high_typical	lakok/lakom	30	bihánylik	1.2992829841302609	bihánylok	bihánylom	2	NA	2	6	TRUE	FALSE	high	typical	TRUE	TRUE	TRUE	TRUE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h56.28.75.csv	2022-11-19T09:56:00Z	EIDWFP	nő	2002	14	5	esp trial	69	Te bizony sokat flehékszel. Én is sokat...	flehékszek	flehékszem	1	flehékszem	flehékszem	TRUE	10563	504243	lakok_2_high_typical	lakok/lakom	30	flehékszik	-0.5978370007556204	flehékszek	flehékszem	2	NA	2	48	FALSE	TRUE	high	typical	FALSE	FALSE	FALSE	FALSE
hungarian-esp_esp_participant_SESSION_2022-11-19_09h56.28.75.csv	2022-11-19T09:56:00Z	EIDWFP	nő	2002	14	8	posttest trial	131	Te bizony sokat szűslesz. Én is sokat...	szűslöm	szűslök	1	szűslök	NA	NA	8955	807906	lakok_3_high_reversed	lakok/lakom	33	szűslik	0.8938178760220965	szűslök	szűslöm	1	NA	3	13	TRUE	FALSE	high	typical	FALSE	TRUE	NA	NA
hungarian-esp_esp_participant_SESSION_2022-11-19_17h13.08.174.csv	2022-11-19T17:13:00Z	DR1GOX	nő	2001	15	4	posttest trial	130	Te bizony sokat pribemlesz. Én is sokat...	pribemlek	pribemlem	0	pribemlek	NA	NA	11048	792303	lakok_2_high_reversed	lakok/lakom	29	pribemlik	1.9095425048844383	pribemlek	pribemlem	2	NA	2	2	TRUE	FALSE	low	typical	TRUE	TRUE	NA	NA
hungarian-esp_esp_participant_SESSION_2022-11-19_17h13.08.174.csv	2022-11-19T17:13:00Z	DR1GOX	nő	2001	15	4	posttest trial	131	Te bizony sokat vanylasz. Én is sokat...	vanylom	vanylok	1	vanylok	NA	NA	24916	817722	lakok_2_high_reversed	lakok/lakom	29	vanylik	1.1451323043030026	vanylok	vanylom	1	NA	2	8	TRUE	FALSE	low	typical	FALSE	TRUE	NA	NA
hungarian-esp_esp_participant_SESSION_2022-11-19_17h13.08.174.csv	2022-11-19T17:13:00Z	DR1GOX	nő	2001	15	4	posttest trial	132	Te bizony sokat spihemlesz. Én is sokat...	spihemlek	spihemlem	1	spihemlem	NA	NA	11993	830226	lakok_2_high_reversed	lakok/lakom	29	spihemlik	2.159484249353372	spihemlek	spihemlem	2	NA	2	1	TRUE	FALSE	low	typical	FALSE	FALSE	NA	NA
